agenda_id,etiqueta,id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos,correr_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama
58032,Salida con Familia,119385,2025-03-14,60000,3,No disponible,60,,,,33,,,Hays Travel,,,,{},{},,{},,Málaga,,,,,{},,,Relájate en la playa,,,,Paseo,6,20000,{},2025-06-08
58032,Salida con Familia,119386,2025-04-08,234000,3,,234,,,,38,,,Expedia Group,,,,{},,,{},,Málaga,,,,,{},,,,,,,Tour,2,78000,{},2025-06-09
58032,Salida con Familia,119387,2025-04-27,,3,No disponible,531,,Málaga,Benalmádena,47,2381,177000,Greyhound,2025-06-10,2025-06-11,Cama,"{""Asientos reclinables"",TV,Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
63470,Vacaciones,119388,2025-02-26,464000,8,No disponible,-464,joaquín6062886@viajes.cl,,Benalmádena,4,,58000,PKP (Polonia),2026-04-18,2026-04-19,,"{""Aire acondicionado"",Wifi,Baño,Calefacción}",{},,{},,,,,,,{},,,,,,,,,,{},
63470,Vacaciones,119389,,1920000,8,No disponible,384,,,,,,,,,,,"{TV,""Servicio a la habitación"",""Asientos reclinables"",Wifi,""Aire acondicionado""}",{},,{},Red Lion Hotels Corporation,Benalmádena,,4,2026-04-19,2026-04-24,"{""Check-in después de las 3 PM"",""Check-out antes de las 11 AM"",""No se permite fumar""}",,,,,,,,,,{},
63470,Vacaciones,119390,2025-10-01,-440000,8,No disponible,-440,,,,13,,,Luxury Escapes,,,,{},{},,{},,Benalmádena,,,,,{},,,Relájate en la playa,,,,Visita,2,55000,{},2026-04-20
63470,Vacaciones,119391,2025-10-11,552000,8,No disponible,552,,,,8,,,Kuoni,,,,{},,,{},,Benalmádena,,,,,{},,,Relájate en la playa,,,,Aventura,3,69000,{},2026-04-21
63470,Vacaciones,119392,2025-09-28,712000,8,No disponible,712,,,,19,,,Flight Centre Travel Group,,,,{},{},,{},,,,,,,{},,,Disfruta de un día en la naturaleza,,,,Tour,5,89000,{},2026-04-22
63470,Vacaciones,119393,2025-04-16,752000,8,No disponible,752,,,,7,,,Globus,,,,{},{},,{},,Benalmádena,,,,,{},,,Descubre la gastronomía local,,,,Paseo,6,94000,{},2026-04-23
63470,Vacaciones,119394,2025-01-02,1712000,8,No disponible,1712,adela7317294@viajes.cl,,Cádiz,42,3720,214000,HŽ (Croacia),2026-04-24,2026-04-26,,"{Comida,""Asientos reclinables"",Wifi,TV,Calefacción,Baño,""Aire acondicionado""}",{},,"{Viladecans,Rubí}",,,,,,,{},,,,,,,,,,{},
63470,Vacaciones,119395,2025-12-19,300000,8,No disponible,800,,,,,,,,,,,"{TV,""Aire acondicionado"",Gimnasio,Balcón,Spa}",{},,{},Villa en Cádiz,Cádiz,100000,1,2026-04-26,2026-04-29,{},David Tello Valle,+56 9 5275 3456,Ubicación céntrica con fácil acceso a atracciones turísticas,5,4,2,,,,{},
63470,Vacaciones,119396,2025-02-23,104000,,No disponible,104,,,,47,,,Secret Escapes,,,,{},{},,{},,Cádiz,,,,,{},,,Aventúrate en la montaña,,,,Excursión,1,13000,{},2026-04-27
63470,Vacaciones,119397,,512000,8,No disponible,512,,,,34,,,Insight Vacations,,,,{},{},,{},,Cádiz,,,,,,,,Conoce la historia de la ciudad,,,,Visita,4,64000,{},2026-04-28
57843,Cena de Trabajo,119398,2025-02-21,219000,3,No disponible,219,anmacade780@viajes.cl,Lorca,Fuengirola,76,1053,73000,RZD (Rusia),2025-04-15,2025-04-15,,"{TV,Calefacción,""Aire acondicionado""}",{},,"{Mataró,Cádiz}",,,,,,,{},,,,,,,,,,{},
58100,Aniversario,119399,,632000,8,,632,jacobo1662252@viajes.cl,San Fernando,Elda,53,,79000,All Nippon Airways (ANA),2025-08-05,2025-08-06,,{},{},Clase económica,{},,,,,,,{},,,,,,,,,,{},
58100,Aniversario,119400,2025-01-05,2464000,,No disponible,2464,Fernandosantiago719@viajes.cl,Elda,Barcelona,8,3661,308000,Singapore Airlines,2025-08-06,2025-08-08,,{},"{Avilés,Sevilla,Burgos,Manresa}",Primera clase,{},,,,,,,{},,,,,,,,,,{},
59279,Salida con Familia,119401,2025-08-26,238000,1,No disponible,238,maría9409503@viajes.cl,León,Cerdañola del Vallés,44,2446,238000,CD (República Checa),2026-01-22,2026-01-23,,"{""Aire acondicionado"",Comida,Agua,TV,Baño}",{},,"{Benalmádena,Puertollano}",,,,,,,{},,,,,,,,,,{},
59279,Salida con Familia,,2025-04-11,312000,1,No disponible,52,,,,,,,,,,,"{Spa,Agua,Comida,""Asientos reclinables"",""Servicio a la habitación""}",{},,{},,Cerdañola del Vallés,52000,5,,2026-01-29,{},Javier Montero Bustos,+56 9 2303 0530,Descubre la historia de la ciudad desde tu ventana,3,2,3,,,,{},
59279,Salida con Familia,119403,2025-01-16,69000,1,No disponible,69,,,,46,,,Travel Leaders Group,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Conoce la historia de la ciudad,,,,Paseo,4,69000,{},2026-01-24
59279,Salida con Familia,119404,2025-09-08,39000,1,No disponible,-39,,,,7,,,Hays Travel,,,,,{},,{},,Cerdañola del Vallés,,,,,{},,,Conoce la historia de la ciudad,,,,Paseo,5,39000,{},2026-01-25
59279,Salida con Familia,119405,,69000,1,No disponible,69,,,,32,,,Booking Holdings,,,,{},{},,{},,Cerdañola del Vallés,,,,,,,,Conoce la historia de la ciudad,,,,Excursión,1,69000,{},2026-01-26
59279,Salida con Familia,119406,2025-06-02,98000,1,No disponible,98,,,,35,,,Tripadvisor,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Aventúrate en la montaña,,,,Excursión,6,98000,{},2026-01-27
59279,,119407,2025-12-29,-91000,1,No disponible,91,,,,1,,,Tripadvisor,,,,{},{},,{},,Cerdañola del Vallés,,,,,{},,,Aventúrate en la montaña,,,,Excursión,6,,{},2026-01-28
59279,Salida con Familia,119408,2025-03-07,153000,1,No disponible,153,josé6262364@viajes.cl,Cerdañola del Vallés,Algeciras,30,1655,153000,Deutsche Bahn (DB),2026-01-29,2026-01-30,,"{Wifi,Baño,Calefacción,""Aire acondicionado""}",{},,,,,,,,,{},,,,,,,,,,{},
59279,Salida con Familia,119409,2025-06-30,784000,1,No disponible,112,,,,,,,,,,,"{""Aire acondicionado"",Wifi,""Servicio a la habitación"",Spa,Calefacción}",{},,{},Mandarin Oriental,Algeciras,112000,1,2026-01-30,2026-02-06,"{""No se permiten visitas"",""No se permiten mascotas"",""Check-out antes de las 11 AM""}",,,,,,,,,,{},
59279,Salida con Familia,119410,2025-02-02,50000,1,No disponible,50,,,,50,,,Abercrombie & Kent,,,,{},{},,,,Algeciras,,,,,{},,,Descubre la gastronomía local,,,,Paseo,,50000,{},2026-01-31
59279,Salida con Familia,119411,2025-10-29,-32000,1,No disponible,32,,,,27,,,Contiki,,,,{},{},,{},,Algeciras,,,,,{},,,Aventúrate en la montaña,,,,Excursión,1,32000,{},2026-02-01
59279,Salida con Familia,119412,2025-01-20,96000,1,No disponible,,,,,42,,,Civitatis,,,,{},{},,{},,Algeciras,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,4,96000,{},2026-02-02
59279,Salida con Familia,119413,2025-04-30,-49000,1,No disponible,49,,,,22,,,Flight Centre Travel Group,,,,{},{},,{},,Algeciras,,,,,{},,,Relájate en la playa,,,,Visita,2,49000,{},2026-02-03
59279,Salida con Familia,119414,2025-08-18,62000,1,No disponible,62,,,,,,,Expedia Group,,,,{},{},,{},,Algeciras,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,5,62000,{},2026-02-04
59279,,119415,2026-01-18,46000,1,No disponible,46,,,,45,,,GetYourGuide,,,,{},{},,{},,Algeciras,,,,,{},,,Descubre la gastronomía local,,,,Excursión,1,46000,{},2026-02-05
60888,Vacaciones,,2025-07-24,1134000,6,No disponible,1134,rebeca2742263@viajes.cl,Mollet del Vallés,Orense,63,502,-189000,RZD (Rusia),2026-02-15,2026-02-15,,{},{},,"{Inca,Bilbao,Gandía,Málaga}",,,,,,,{},,,,,,,,,,{},
60888,Vacaciones,,2025-03-31,-450000,6,No disponible,450,mabuca319@viajes.cl,Orense,Alcobendas,52,753,75000,VR (Finlandia),2026-02-15,2026-02-15,,"{""Asientos reclinables"",""Aire acondicionado"",TV}",{},,"{""Roquetas de Mar"",Avilés}",,,,,,,{},,,,,,,,,,{},
60888,Vacaciones,,2025-05-18,666000,6,No disponible,666,Patriciocerda695@viajes.cl,Alcobendas,Alcalá de Guadaira,20,,111000,ÖBB (Austria),2026-02-15,2026-02-16,,"{Comida,Agua,Baño,""Asientos reclinables""}",,,"{""Santa Lucía de Tirajana"",Baracaldo,Logroño}",,,,,,,{},,,,,,,,,,{},
60888,Vacaciones,119419,2026-02-11,304000,,No disponible,456,,,,,,,,,,,"{""Servicio a la habitación"",Wifi,TV,Balcón,Baño}",{},,{},Villa en Alcalá de Guadaira,Alcalá de Guadaira,76000,1,2026-02-16,2026-02-20,{},Javier Regalado Barreto,+56 2 4490 8825,Aventúrate en la naturaleza y descansa en un lugar cómodo,5,3,3,,,,{},
60888,Vacaciones,119420,2025-04-24,,6,No disponible,534,,,,24,,,G Adventures,,,,{},{},,{},,Alcalá de Guadaira,,,,,{},,,Aventúrate en la montaña,,,,Paseo,4,89000,{},2026-02-17
60888,Vacaciones,119421,2025-08-23,330000,6,No disponible,330,,,,4,,,Klook,,,,{},{},,{},,Alcalá de Guadaira,,,,,{},,,Descubre la gastronomía local,,,,Aventura,6,,{},2026-02-18
60888,Vacaciones,119422,2025-03-31,168000,6,No disponible,168,,,,10,,,Gray Line,,,,{},{},,{},,Alcalá de Guadaira,,,,,,,,Conoce la historia de la ciudad,,,,Excursión,7,28000,{},2026-02-19
65409,Aniversario,119423,2025-08-10,1782000,,No disponible,,velimo426@viajes.cl,Gijón,Irún,66,2111,198000,PKP (Polonia),2025-09-10,2025-09-11,,"{TV,Wifi,Comida,Baño}",{},,"{Zaragoza,Elche}",,,,,,,{},,,,,,,,,,,
65409,Aniversario,119424,2025-05-30,1593000,9,No disponible,1593,Elisarobles267@viajes.cl,Irún,Rivas-Vaciamadrid,36,2089,-177000,Italo,2025-09-11,2025-09-12,,"{""Aire acondicionado"",Wifi,Agua,Baño}",{},,"{Marbella,""Jerez de la Frontera"",Mérida,Santander,Alcorcón}",,,,,,,{},,,,,,,,,,{},
65409,Aniversario,119425,2025-01-04,1062000,9,No disponible,1062,sra.3023927@viajes.cl,Rivas-Vaciamadrid,Motril,23,2990,118000,,2025-09-12,2025-09-14,,"{Agua,TV,""Asientos reclinables"",Comida,Wifi,Baño}",{},,"{""Alcalá de Guadaira"",Valencia,""El Ejido"",Tarragona,Puertollano}",,,,,,,{},,,,,,,,,,{},
65409,Aniversario,119426,2025-02-17,3132000,9,No disponible,1044,,,,,,,,,,,,{},,{},Drury Hotels,Motril,116000,5,2025-09-14,2025-09-17,"{""No se permiten mascotas"",""Check-in después de las 3 PM"",""No se permite fumar""}",,,,,,,,,,{},
65409,Aniversario,119427,2025-05-19,369000,9,No disponible,369,,,,24,,,Contiki,,,,{},{},,{},,Motril,,,,,{},,,Aventúrate en la montaña,,,,,3,41000,{},2025-09-15
65409,Aniversario,119428,2025-06-19,531000,9,No disponible,531,,,,16,,,Hays Travel,,,,{},{},,{},,Motril,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,6,59000,{},2025-09-16
,Cena de Trabajo,119429,2025-03-31,195000,3,No disponible,-195,Sra.preciado294@viajes.cl,Palencia,Orihuela,83,2048,65000,NS International,2025-04-29,2025-04-30,,"{Comida,TV,Calefacción,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
61647,Salida con Amigos,119430,2025-03-06,102000,3,No disponible,102,joemvaar283@viajes.cl,Lérida,Fuengirola,57,1157,34000,ŽFBH (Bosnia y Herzegovina),2025-12-30,2025-12-30,,"{Baño,Comida,Wifi}",{},,"{Ponferrada,Ávila,""Molina de Segura""}",,,,,,,{},,,,,,,,,,{},
61647,Salida con Amigos,119431,2025-08-06,,,No disponible,231,,,,,,,,,,,"{""Servicio a la habitación"",""Aire acondicionado"",Spa,Baño,Gimnasio}",{},,{},Estudio en Fuengirola,Fuengirola,77000,3,2025-12-30,2025-12-31,{},Patricia Barela Holguín,+56 9 2453 2597,Perfecto para familias y grupos grandes,3,4,2,,,,{},
61647,Salida con Amigos,119432,2025-05-27,276000,3,No disponible,276,Sra.ruelas269@viajes.cl,Fuengirola,Cartagena,89,1566,92000,ZFBH (Bosnia y Herzegovina),2025-12-31,2026-01-01,,"{""Aire acondicionado"",Agua,Wifi,Baño}",{},,"{Gandía,""Dos Hermanas"",""Las Palmas de Gran Canaria""}",,,,,,,{},,,,,,,,,,{},
61647,Salida con Amigos,119433,2025-04-26,357000,3,,357,Adánzarate685@viajes.cl,Cartagena,,7,1877,119000,Deutsche Bahn (DB),2026-01-01,2026-01-02,,"{Comida,Wifi,Agua,""Aire acondicionado""}",{},,"{""Sanlúcar de Barrameda"",""Las Palmas de Gran Canaria"",Salamanca}",,,,,,,{},,,,,,,,,,{},
61647,Salida con Amigos,119434,2025-04-26,90000,,No disponible,45,,,,,,,,,,,"{Comida,Spa,""Vista al mar"",Chimenea,TV}",{},,{},Habitación en Alicante,Alicante,15000,5,2026-01-02,2026-01-08,,Sr. Benjamín Treviño Amaya,,Disfruta de una estadía en el corazón de la ciudad,5,3,1,,,,{},
,Salida con Amigos,,2025-06-17,300000,3,No disponible,300,,,,23,,,TUI Group,,,,{},{},,{},,Alicante,,,,,{},,,Relájate en la playa,,,,Visita,5,-100000,{},2026-01-03
61647,Salida con Amigos,119436,2025-01-08,261000,3,,261,,,,42,,,Intrepid Travel,,,,{},{},,{},,Alicante,,,,,{},,,Aventúrate en la montaña,,,,Paseo,3,87000,{},2026-01-04
61647,Salida con Amigos,,2025-02-26,51000,3,No disponible,51,,,,19,,,Kuoni,,,,{},{},,{},,Alicante,,,,,{},,,Conoce la historia de la ciudad,,,,Aventura,3,17000,{},2026-01-05
61647,Salida con Amigos,,2025-06-10,30000,3,No disponible,30,,,,37,,,Hays Travel,,,,{},{},,{},,,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,1,10000,{},2026-01-06
61647,Salida con Amigos,119439,2025-07-21,198000,3,No disponible,198,,,,43,,,Insight Vacations,,,,{},{},,{},,Alicante,,,,,{},,,Disfruta de un día en la naturaleza,,,,Aventura,4,66000,{},2026-01-07
58355,Vacaciones,119440,2025-11-29,658000,7,No disponible,658,,Talavera de la Reina,Guadalajara,32,2679,-94000,Megabus,2026-04-12,2026-04-13,Cama,"{TV,""Aire acondicionado"",Agua}",{},,{},,,,,,,{},,,,,,,,,,{},
58355,Vacaciones,119441,2025-09-17,567000,7,No disponible,567,Ramónpatiño136@viajes.cl,Guadalajara,,35,1657,81000,,2026-04-13,2026-04-14,Cama,"{""Asientos reclinables"",Agua,""Aire acondicionado""}",{},,{},,,,,,,,,,,,,,,,,{},
58355,,119442,2026-01-24,77000,7,No disponible,77,,,,,,,,,,,"{""Asientos reclinables"",Spa,Agua,Baño,Piscina}",{},,{},Best Western Hotels & Resorts,,11000,3,2026-04-14,2026-04-15,,,,,,,,,,,{},
59292,Aniversario,119443,2026-04-04,183000,1,No disponible,183,Óscarlara210@viajes.cl,,Santa Cruz de Tenerife,55,2197,-183000,Southwest Airlines,2026-04-06,2026-04-07,,{},"{Valdemoro,""Ciudad Real""}",Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
59292,Aniversario,119444,,,,No disponible,126,,,,,,,,,,,,{},,{},Cabaña en Santa Cruz de Tenerife,Santa Cruz de Tenerife,126000,2,2026-04-07,,{},Verónica Ulibarri Zaragoza,+56 2 5840 3695,Aventúrate en la naturaleza y descansa en un lugar cómodo,5,4,3,,,,{},
59292,Aniversario,119445,2025-08-17,93000,1,No disponible,93,,,,,,,G Adventures,,,,{},{},,{},,Santa Cruz de Tenerife,,,,,{},,,Descubre la gastronomía local,,,,Aventura,7,93000,,2026-04-08
59292,Aniversario,119446,2025-07-14,27000,1,No disponible,27,,,,47,,,Contiki,,,,,{},,{},,Santa Cruz de Tenerife,,,,,{},,,Descubre la gastronomía local,,,,Tour,,27000,{},2026-04-09
59292,Aniversario,119447,2025-06-13,60000,1,No disponible,60,,,,40,,,Contiki,,,,{},,,{},,Santa Cruz de Tenerife,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,4,60000,{},2026-04-10
59292,Aniversario,119448,,12000,1,No disponible,12,,,,16,,,CWT,,,,{},{},,,,Santa Cruz de Tenerife,,,,,{},,,Disfruta de un día en la naturaleza,,,,Excursión,5,12000,{},2026-04-11
59292,Aniversario,119449,2026-02-21,42000,1,No disponible,42,,,,,,,Booking Holdings,,,,{},{},,{},,Santa Cruz de Tenerife,,,,,{},,,Aventúrate en la montaña,,,,Visita,3,42000,{},2026-04-12
59292,Aniversario,119450,2026-03-16,90000,,No disponible,90,enrique443916@viajes.cl,Santa Cruz de Tenerife,Benidorm,19,975,90000,Air New Zealand,2026-04-13,2026-04-13,,{},{},Clase económica,{},,,,,,,{},,,,,,,,,,{},
59292,Aniversario,119451,2025-04-02,9000,1,No disponible,9,,,,,,,,,,,"{Spa,Chimenea,Calefacción,Baño,Piscina}",{},,,Hostal en Benidorm,Benidorm,9000,4,2026-04-13,2026-04-14,{},Sr. Florencia Lugo Pizarro,+56 9 9169 1982,Perfecto para familias y grupos grandes,4,1,1,,,,{},
59292,Aniversario,119452,2025-07-21,188000,1,No disponible,188,Anadelgado833@viajes.cl,Benidorm,Tarrasa,,4102,188000,KLM,2026-04-14,2026-04-16,,{},"{Paterna,Marbella,Vigo,Ferrol}",,{},,,,,,,{},,,,,,,,,,{},
,Vacaciones,119453,,118000,1,No disponible,118,,Marbella,Torremolinos,37,1296,118000,Vueling,2025-05-12,2025-05-12,,{},{Torrevieja},Clase económica,{},,,,,,,{},,,,,,,,,,{},
63257,Vacaciones,119454,2025-01-30,852000,6,No disponible,-852,Lucastrujillo461@viajes.cl,Córdoba,Orense,91,2854,142000,CD (República Checa),2026-03-11,2026-03-12,,"{Wifi,Baño,""Asientos reclinables"",Agua,""Aire acondicionado""}",{},,"{""Las Palmas de Gran Canaria"",""Talavera de la Reina"",""Santa Cruz de Tenerife""}",,,,,,,{},,,,,,,,,,{},
,Vacaciones,119455,2025-01-06,1440000,6,No disponible,1440,dalecr689@viajes.cl,Orense,Benalmádena,72,3349,240000,ŽSSK (Eslovaquia),2026-03-12,2026-03-14,,"{""Aire acondicionado"",""Asientos reclinables"",TV,Comida,Baño,Wifi}",{},,"{Motril,Córdoba}",,,,,,,{},,,,,,,,,,{},
63257,,119456,2025-08-05,508000,6,No disponible,762,,,,,,,,,,,"{Comida,Jacuzzi,Gimnasio,""Aire acondicionado"",Agua}",{},,{},Departamento en Benalmádena,Benalmádena,127000,5,2026-03-14,2026-03-18,{},Esperanza Salas Arroyo,+56 9 7951 0063,Descubre la historia de la ciudad desde tu ventana,5,5,4,,,,{},
63257,Vacaciones,119457,2025-06-06,90000,6,No disponible,90,,,,12,,,Abercrombie & Kent,,,,{},{},,{},,Benalmádena,,,,,{},,,Relájate en la playa,,,,Excursión,4,15000,{},2026-03-15
63257,,119458,2025-01-23,348000,6,No disponible,348,,,,31,,,Globus,,,,{},{},,{},,Benalmádena,,,,,,,,Disfruta de un día en la naturaleza,,,,Aventura,3,58000,{},2026-03-16
63257,Vacaciones,119459,2025-05-12,54000,6,No disponible,54,,,,4,,,American Express Global Business Travel,,,,{},{},,{},,Benalmádena,,,,,,,,Disfruta de un día en la naturaleza,,,,Excursión,7,9000,{},2026-03-17
63257,Vacaciones,119460,2026-01-17,228000,6,No disponible,228,Benitovalverde826@viajes.cl,Benalmádena,Marbella,94,1371,38000,Thalys,,2026-03-18,,"{Wifi,""Asientos reclinables"",Agua}",{},,"{Marbella,""Molina de Segura"",Estepona,Gecho}",,,,,,,{},,,,,,,,,,{},
63257,Vacaciones,119461,2025-11-03,114000,,No disponible,684,,,,,,,,,,,"{TV,Balcón,Baño,""Aire acondicionado"",""Vista al mar""}",{},,{},Hostal en Marbella,Marbella,114000,4,2026-03-18,2026-03-19,{},Diana Cerda Cervantes,+56 9 2055 9642,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,6,4,,,,{},
59892,Vacaciones,119462,2025-02-01,1325000,5,No disponible,1325,,Baracaldo,Vitoria,20,4046,265000,Ryanair,2025-09-04,2025-09-06,,{},,,{},,,,,,,{},,,,,,,,,,{},
59892,Vacaciones,119463,2025-04-23,2375000,5,No disponible,2375,Sr.carrera886@viajes.cl,Vitoria,Torremolinos,79,3948,,LATAM Airlines,2025-09-06,2025-09-08,,{},"{Sevilla,Mijas,Vitoria,Telde}",Primera clase,{},,,,,,,{},,,,,,,,,,{},
59892,Vacaciones,119464,2025-07-22,915000,,No disponible,305,,,,,,,,,,,"{Spa,""Aire acondicionado"",TV,Agua,Calefacción}",{},,{},Fairmont Hotels & Resorts,Torremolinos,61000,4,2025-09-08,2025-09-11,"{""Check-in después de las 3 PM"",""Check-out antes de las 11 AM"",""No se permiten mascotas""}",,,,,,,,,,{},
59892,Vacaciones,119465,2025-05-23,215000,5,No disponible,215,,,,10,,,CWT,,,,{},{},,{},,Torremolinos,,,,,{},,,Relájate en la playa,,,,Excursión,4,43000,{},2025-09-09
59892,Vacaciones,119466,2025-03-18,30000,5,No disponible,30,,,,46,,,Exodus Travels,,,,{},{},,{},,Torremolinos,,,,,{},,,Relájate en la playa,,,,Visita,3,6000,{},2025-09-10
59892,Vacaciones,119467,2025-02-01,1170000,5,No disponible,,Anachavarría569@viajes.cl,Torremolinos,Mataró,96,3110,234000,Copa Airlines,2025-09-11,2025-09-13,,,{Coslada},Primera clase,{},,,,,,,{},,,,,,,,,,{},
59892,Vacaciones,119468,2025-08-14,140000,,No disponible,35,,,,,,,,,,,"{""Asientos reclinables"",Comida,Wifi,TV,Spa}",{},,,,Mataró,7000,2,2025-09-13,2025-09-17,"{""No se permiten visitas"",""No se permiten mascotas"",""No se permiten fiestas""}",,,,,,,,,,{},
59892,Vacaciones,119469,,340000,5,No disponible,340,,,,,,,American Express Global Business Travel,,,,{},{},,{},,Mataró,,,,,{},,,Disfruta de un día en la naturaleza,,,,Visita,7,68000,{},2025-09-14
59892,Vacaciones,119470,2025-09-04,-55000,5,No disponible,55,,,,17,,,Civitatis,,,,{},{},,{},,,,,,,{},,,Relájate en la playa,,,,Paseo,1,-11000,{},2025-09-15
59892,Vacaciones,119471,2025-06-25,315000,5,No disponible,315,,,,40,,,Exodus Travels,,,,{},{},,{},,Mataró,,,,,{},,,Disfruta de un día en la naturaleza,,,,Visita,2,63000,{},2025-09-16
58785,Salida con Familia,119472,2025-07-26,336000,8,No disponible,336,Sta.garibay963@viajes.cl,Valdemoro,Valladolid,49,639,42000,Iberia,,2026-01-10,,{},{},Clase económica,{},,,,,,,{},,,,,,,,,,{},
58785,Salida con Familia,119473,2025-07-16,2544000,8,No disponible,424,,,,,,,,,,,"{Calefacción,Piscina,Comida,Agua,Baño}",{},,{},Kimpton Hotels & Restaurants,Valladolid,53000,5,2026-01-10,2026-01-16,"{""Silencio después de las 10 PM"",""No se permiten visitas"",""No se permite fumar""}",,,,,,,,,,{},
,Salida con Familia,119474,2025-01-08,488000,8,No disponible,488,,,,45,,,Abercrombie & Kent,,,,{},{},,{},,Valladolid,,,,,{},,,Relájate en la playa,,,,Tour,3,61000,{},2026-01-11
58785,Salida con Familia,119475,2025-12-19,320000,8,No disponible,320,,,,44,,,Hays Travel,,,,{},{},,{},,Valladolid,,,,,,,,Relájate en la playa,,,,Visita,4,40000,{},2026-01-12
58785,Salida con Familia,119476,2025-04-15,456000,8,No disponible,456,,,,41,,,Exodus Travels,,,,{},,,{},,Valladolid,,,,,{},,,Aventúrate en la montaña,,,,Tour,3,57000,{},2026-01-13
58785,Salida con Familia,119477,2025-04-21,56000,8,No disponible,56,,,,25,,,BCD Travel,,,,{},{},,{},,Valladolid,,,,,{},,,Disfruta de un día en la naturaleza,,,,Visita,6,7000,{},
58785,Salida con Familia,,2025-09-28,200000,8,No disponible,200,,,,39,,,Contiki,,,,{},{},,{},,Valladolid,,,,,{},,,Disfruta de un día en la naturaleza,,,,,1,25000,{},
58785,Salida con Familia,119479,2025-05-13,1288000,8,No disponible,,rebeca2742263@viajes.cl,Valladolid,Gijón,46,3966,161000,WestJet,2026-01-16,2026-01-18,,{},"{""Mollet del Vallés"",Linares,Manresa}",Primera clase,{},,,,,,,{},,,,,,,,,,{},
58785,Salida con Familia,119480,2025-07-20,1120000,8,No disponible,1120,clcava986@viajes.cl,Gijón,San Sebastían de los Reyes,26,,140000,,2026-01-18,2026-01-18,,{},,Clase económica,{},,,,,,,{},,,,,,,,,,{},
60893,Cena de Trabajo,119481,2026-02-06,963000,9,No disponible,963,Gregorionieto138@viajes.cl,Vitoria,Salamanca,34,993,,Primera Plus,2026-03-05,2026-03-05,Cama,"{TV,""Asientos reclinables"",""Aire acondicionado""}",{},,{},,,,,,,{},,,,,,,,,,{},
64070,Salida con Familia,119482,2025-06-07,170000,1,No disponible,170,raúl2235183@viajes.cl,Sabadell,Granada,91,1867,170000,ZS (Eslovenia),2025-08-07,2025-08-08,,"{Baño,""Asientos reclinables"",Calefacción,""Aire acondicionado""}",{},,{Alicante},,,,,,,{},,,,,,,,,,{},
64070,Salida con Familia,119483,2025-06-23,76000,1,No disponible,76,,,,,,,,,,,"{""Aire acondicionado"",Calefacción,Spa,Gimnasio,Wifi}",,,{},Melia Hotels International,Granada,76000,1,2025-08-08,2025-08-09,"{""No se permiten visitas"",""No se permiten fiestas"",""Silencio después de las 10 PM""}",,,,,,,,,,{},
64070,Salida con Familia,119484,2025-05-29,14000,1,No disponible,14,Clarasaldaña655@viajes.cl,,Irún,47,685,14000,CD (República Checa),2025-08-09,2025-08-09,,{},{},,"{Santander,Calahorra}",,,,,,,{},,,,,,,,,,{},
64070,Salida con Familia,119485,2025-05-06,60000,1,No disponible,30,,,,,,,,,,,"{Baño,""Aire acondicionado"",""Vista al mar"",Spa,""Asientos reclinables""}",{},,{},Estudio en Irún,,30000,1,2025-08-09,,{},Alberto Grijalva Limón,+56 9 7448 6315,Ideal para una escapada romántica,3,2,2,,,,{},
64070,Salida con Familia,119486,2025-04-06,49000,1,No disponible,-49,,,,24,,,TUI Group,,,,{},{},,{},,Irún,,,,,{},,,Disfruta de un día en la naturaleza,,,,Paseo,3,49000,{},2025-08-10
60064,Salida con Amigos,119487,2025-01-12,854000,7,No disponible,854,Lucasleiva484@viajes.cl,Viladecans,,71,1320,,VRZ (Croacia),2026-04-25,2026-04-25,,"{""Aire acondicionado"",Wifi,TV}",{},,"{Cuenta,Pontevedra}",,,,,,,{},,,,,,,,,,{},
56208,Salida con Familia,119488,2025-05-08,1400000,7,No disponible,1400,sta.6273940@viajes.cl,Fuengirola,,,1847,200000,,2025-12-17,2025-12-18,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
