correo_usuario,puntos,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro,estrellas,descripcion
Benjamínávila884@marmol.com,14758,,,,,,,
samuel7088360@edubus.cal,11682,99365,,,,,2,
gustavo9812480@outluc.com,9033,99371,Seguro de Asistencia Médica,50000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Renta Nacional Compañía de Seguros Generales S.A.,4,
Evabáez338@tourket.com,19155,99382,,6000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.,,
,10020,99851,Seguro de Responsabilidad Civil,10000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,Podría mejorar
Sta.henríquez142@marmol.com,13954,99390,,,,,4,Buena experiencia en general
alicia5355768@marmol.com,,99394,Seguro de Equipaje y Efectos Personales,97000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,2,
alicia5355768@marmol.com,8030,99396,Seguro por Demoras en el Viaje,69000,,Liberty Compañía de Seguros Generales S.A.,5,Superó mis expectativas
alicia5355768@marmol.com,8030,99397,,97000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Renta Nacional Compañía de Seguros Generales S.A.,5,Superó mis expectativas
Ernestoperea269@outluc.com,7686,99403,Seguro de Asistencia Médica,38000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",HDI Seguros S.A.,4,Me atendieron bien
Ernestoperea269@outluc.com,,99404,,,,,5,Muy satisfecho
Ernestoperea269@outluc.com,7686,,,,,,3,Podría mejorar
juan6322971@tourket.com,13440,99412,,,,,5,
Nataliaanguiano799@marmol.com,,99418,,,,,,
Nataliaanguiano799@marmol.com,2286,99421,,,,,5,Superó mis expectativas
Nataliaanguiano799@marmol.com,2286,99426,,,,,5,Excelente
anbeba440@tourket.com,6157,99427,,,,,,
herebe242@viajesanma.com,16987,99430,,,,,39,Excelente
herebe242@viajesanma.com,16987,99431,,,,,,
Sta.dueñas911@viajesanma.com,14008,99439,Seguro de Equipaje y Efectos Personales,7000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,,Hubo varios problemas
istéco579@outluc.com,27721,,Seguro por Demoras en el Viaje,52000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,,
josefina344971@viajesanma.com,18345,99455,,,,,,
josefina344971@viajesanma.com,18345,99458,Seguro de Asistencia Médica,30000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,Podría mejorar
Ceciliagaona245@marmol.com,1990,99461,Seguro por Demoras en el Viaje,32000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Confuturo S.A.,2,No me convenció del todo
,1990,99462,,,,,1,Pésimo
Mariocasárez896@wass.com,12884,99468,Seguro de Equipaje y Efectos Personales,58000,,HDI Seguros S.A.,5,Sin duda volveré
Mariocasárez896@wass.com,12884,99471,Seguro de Interrupción del Viaje,10000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
Mariocasárez896@wass.com,12884,99475,,68000,,HDI Seguros S.A.,2,No me convenció del todo
Mariocasárez896@wass.com,12884,99476,Seguro por Demoras en el Viaje,7000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.,1,No vuelvo más
Mariocasárez896@wass.com,12884,99477,Seguro de Responsabilidad Civil,13000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",BICE Vida Compañía de Seguros S.A.,1,Malo
sr.5538687@outluc.com,17968,99482,,,,,,
sr.5538687@outluc.com,17968,99483,,,,,2,No lo recomendaría
sr.5538687@outluc.com,17968,99484,Seguro de Interrupción del Viaje,8000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Vida Cámara S.A.,5,Superó mis expectativas
sr.5538687@outluc.com,17968,,,,,,5,Servicio de primera
sr.5538687@outluc.com,17968,99489,,,,,3,Podría mejorar
sr.5538687@outluc.com,17968,99490,,,,,,
sr.5538687@outluc.com,17968,99492,,,,,2,Regular
srevarpe687@tourket.com,3722,99496,,,,,3,Podría mejorar
Marisoltello847@tourket.com,,99506,,,,,2,No lo recomendaría
Marisoltello847@tourket.com,18934,99508,Seguro por Demoras en el Viaje,23000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Confuturo S.A.,,Regular
Nataliasotelo186@outluc.com,2256,99516,,,,,5,Excelente
srdénise164@marmol.com,16013,99521,Seguro de Interrupción del Viaje,96000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",,,No me convenció del todo
Carlotadelapaz821@tourket.com,5661,99529,Seguro de Equipaje y Efectos Personales,58000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",Renta Nacional Compañía de Seguros Generales S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
Carlotadelapaz821@tourket.com,5661,99530,,,,,5,Muy satisfecho
arvemo303@marmol.com,23881,99549,Seguro de Interrupción del Viaje,38000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",BICE Vida Compañía de Seguros S.A.,3,Podría mejorar
Sta.prieto689@wass.com,31540,99552,,,,,2,No lo recomendaría
Sta.prieto689@wass.com,31540,99559,,,,,,
Sta.prieto689@wass.com,31540,99563,Seguro de Equipaje y Efectos Personales,62000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",BICE Vida Compañía de Seguros S.A.,2,Regular
Sta.prieto689@wass.com,,99564,Seguro por Demoras en el Viaje,91000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Vida Cámara S.A.,,
geprlo746@wass.com,46819,99574,,,,,2,Hubo varios problemas
geprlo746@wass.com,46819,99579,,,,,,
claudio8255363@edubus.cal,,99582,,,,,5,Excelente
claudio8255363@edubus.cal,8869,99583,,,,,,
claudio8255363@edubus.cal,8869,99587,Seguro de Asistencia Médica,59000,,,2,Hubo varios problemas
ester3136784@outluc.com,4374,99591,,,,,81,
ester3136784@outluc.com,4374,99592,Seguro por Demoras en el Viaje,51000,,Liberty Compañía de Seguros Generales S.A.,1,Pésimo
srcarimo323@marmol.com,22719,99601,,,,,,
Eduardomontaño329@tourket.com,3488,99602,Seguro de Asistencia Médica,60000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Seguros Generales Suramericana S.A.,,
Eduardomontaño329@tourket.com,3488,99605,,,,,1,No vuelvo más
macrroam739@tourket.com,14311,99613,Seguro de Interrupción del Viaje,31000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.,1,Malo
maalsa159@edubus.cal,7162,99618,,,,,2,Hubo varios problemas
maalsa159@edubus.cal,7162,99621,Seguro de Responsabilidad Civil,97000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Confuturo S.A.,3,Aceptable
macadu602@edubus.cal,14471,99633,Seguro de Responsabilidad Civil,36000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Seguros Generales Suramericana S.A.,2,Hubo varios problemas
Ricardocorona986@tourket.com,4470,99638,Seguro de Asistencia Médica,51000,"Cobertura de medicamentos recetados, Hospitalización y cirugías de emergencia",Seguros Generales Suramericana S.A.,,
Ricardocorona986@tourket.com,4470,99645,,,,,2,No me convenció del todo
Martacenteno679@marmol.com,20441,99647,Seguro por Demoras en el Viaje,76000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,,
Martacenteno679@marmol.com,20441,99657,,,,,2,No me convenció del todo
Martacenteno679@marmol.com,20441,,Seguro por Demoras en el Viaje,90000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.,,
sta.8931768@edubus.cal,13123,99663,Seguro de Asistencia Médica,83000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",HDI Seguros S.A.,2,No me convenció del todo
,13123,99665,,,,,4,"Satisfecho, pero hay detalles por mejorar"
pablo6068667@tourket.com,7481,99669,,,,,,No vuelvo más
pablo6068667@tourket.com,7481,99670,Seguro por Demoras en el Viaje,61000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Confuturo S.A.,2,Hubo varios problemas
pablo6068667@tourket.com,7481,99673,Seguro de Equipaje y Efectos Personales,71000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
marco8536482@viajesanma.com,11073,99680,Seguro de Interrupción del Viaje,79000,,Renta Nacional Compañía de Seguros Generales S.A.,1,Malo
marco8536482@viajesanma.com,11073,99684,Seguro de Responsabilidad Civil,64000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.,,
soquto591@marmol.com,18932,99692,,,,,55,"Cumplió con mis expectativas, pero sin destacar"
,-16750,99696,,,,,5,Excelente
Sra.preciado544@viajesanma.com,-16750,99698,,,,,4,"Satisfecho, pero hay detalles por mejorar"
Sra.preciado544@viajesanma.com,16750,99699,,,,,,
Sra.preciado544@viajesanma.com,16750,99700,Seguro de Interrupción del Viaje,77000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Consorcio Nacional de Seguros Vida S.A.,5,Excelente
antonio6535218@marmol.com,6490,99703,Seguro de Asistencia Médica,37000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",Vida Cámara S.A.,9,Sin duda volveré
antonio6535218@marmol.com,6490,99706,Seguro de Cancelación de Viaje,36000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",BICE Vida Compañía de Seguros S.A.,3,Podría mejorar
antonio6535218@marmol.com,-6490,99707,,,,,1,Completamente decepcionado
antonio6535218@marmol.com,6490,99709,Seguro de Cancelación de Viaje,75000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.,4,Buena experiencia en general
Andreaposada220@outluc.com,6988,99714,Seguro por Demoras en el Viaje,7000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",BICE Vida Compañía de Seguros S.A.,,
joguve854@outluc.com,16992,99717,,,,,,
Amaliabarrientos651@viajesanma.com,20124,99720,Seguro de Interrupción del Viaje,60000,,MAPFRE Compañía de Seguros Generales de Chile S.A.,,
Agustínroldán878@viajesanma.com,899,99722,Seguro de Cancelación de Viaje,14000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",HDI Seguros S.A.,,
,5533,99726,Seguro de Interrupción del Viaje,61000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.,,
sta.7631443@wass.com,5533,,Seguro de Responsabilidad Civil,36000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Vida Cámara S.A.,,
magagu212@tourket.com,11368,99743,Seguro de Asistencia Médica,74000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Seguros Generales Suramericana S.A.,,
magagu212@tourket.com,11368,99745,,,,,,
Lolasegovia453@tourket.com,19271,99749,Seguro de Cancelación de Viaje,13000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",Vida Cámara S.A.,4,Me atendieron bien
carla9500760@outluc.com,4074,99759,Seguro por Demoras en el Viaje,99000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
carla9500760@outluc.com,4074,99761,,,,,,
felipe4857164@viajesanma.com,-18442,99768,,,,,,
,18442,,,,,,2,No lo recomendaría
mamaba283@wass.com,2860,99778,Seguro de Responsabilidad Civil,26000,,MetLife Chile Seguros de Vida S.A.,1,Completamente decepcionado
sta.2056184@viajesanma.com,21792,99784,,,,,11,Servicio regular
sta.2056184@viajesanma.com,21792,99785,,,,,,
sta.2056184@viajesanma.com,21792,99787,Seguro de Asistencia Médica,32000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Renta Nacional Compañía de Seguros Generales S.A.,79,"Cumplió con mis expectativas, pero sin destacar"
sta.2056184@viajesanma.com,21792,99790,Seguro de Asistencia Médica,71000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Confuturo S.A.,2,No me convenció del todo
Salvadorornelas952@outluc.com,7216,99795,,,,,2,No me convenció del todo
blanca8038817@viajesanma.com,15952,99796,Seguro de Cancelación de Viaje,80000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",MetLife Chile Seguros de Vida S.A.,,
blanca8038817@viajesanma.com,15952,99805,Seguro de Interrupción del Viaje,88000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",Consorcio Nacional de Seguros Vida S.A.,5,Excelente
blanca8038817@viajesanma.com,15952,99809,Seguro de Interrupción del Viaje,76000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.,5,Sin duda volveré
blanca8038817@viajesanma.com,15952,99810,Seguro de Asistencia Médica,6000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Liberty Compañía de Seguros Generales S.A.,,
blanca8038817@viajesanma.com,15952,99811,,,,,5,Servicio de primera
Silviasierra844@outluc.com,9920,99818,Seguro por Demoras en el Viaje,75000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.,,
Silviasierra844@outluc.com,9920,,,,,,5,Superó mis expectativas
Silviasierra844@outluc.com,9920,99821,Seguro de Cancelación de Viaje,5000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",BICE Vida Compañía de Seguros S.A.,5,Sin duda volveré
grviza106@viajesanma.com,7975,99822,Seguro de Equipaje y Efectos Personales,30000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,,
grviza106@viajesanma.com,7975,,,,,,,
Santiagobermúdez216@viajesanma.com,9270,,,,,,1,Pésimo
Santiagobermúdez216@viajesanma.com,9270,99830,,,,,,
gucugr643@viajesanma.com,16844,99860,Seguro de Responsabilidad Civil,73000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Vida Cámara S.A.,2,Regular
gucugr643@viajesanma.com,16844,99861,,,,,3,"Cumplió con mis expectativas, pero sin destacar"
,16844,99862,,,,,2,No me convenció del todo
horoma820@marmol.com,13982,99868,,,,,,
horoma820@marmol.com,13982,99870,,,,,,
,23278,99881,Seguro de Equipaje y Efectos Personales,,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Renta Nacional Compañía de Seguros Generales S.A.,5,Muy satisfecho
Marianobatista892@outluc.com,23278,99882,,,,,,
Marianobatista892@outluc.com,23278,99884,,,,,3,Servicio regular
Marianobatista892@outluc.com,23278,99889,Seguro de Cancelación de Viaje,98000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Vida Cámara S.A.,,
Raúlrendón304@viajesanma.com,3365,99894,Seguro de Cancelación de Viaje,76000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Vida Cámara S.A.,,
Raúlrendón304@viajesanma.com,3365,99896,Seguro de Responsabilidad Civil,77000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",HDI Seguros S.A.,5,Servicio de primera
Raúlrendón304@viajesanma.com,3365,99898,,,,,18,"Cumplió con mis expectativas, pero sin destacar"
Rubénarteaga747@viajesanma.com,-5130,99901,,,,,,
Rubénarteaga747@viajesanma.com,-5130,99902,,,,,10,Servicio regular
lourdes5158563@edubus.cal,5166,99906,,,,,1,Muy insatisfecho
lourdes5158563@edubus.cal,5166,99908,Seguro de Cancelación de Viaje,99000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Vida Cámara S.A.,3,Aceptable
sr.7969753@wass.com,17491,99918,,,,,,Completamente decepcionado
sr.7969753@wass.com,17491,99919,,,,,,
sr.7969753@wass.com,,99921,Seguro por Demoras en el Viaje,24000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.,4,Buena experiencia en general
sr.7969753@wass.com,17491,99922,Seguro de Cancelación de Viaje,28000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",Renta Nacional Compañía de Seguros Generales S.A.,1,Muy insatisfecho
cavepo699@outluc.com,16433,99924,Seguro de Responsabilidad Civil,,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,,
joemseco465@marmol.com,9651,,Seguro de Responsabilidad Civil,38000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,5,Excelente
joemseco465@marmol.com,9651,99931,,,,,67,Me atendieron bien
lihuar761@wass.com,8823,99951,,,,,5,Sin duda volveré
lihuar761@wass.com,8823,99954,Seguro de Equipaje y Efectos Personales,84000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,4,Buena experiencia en general
lihuar761@wass.com,8823,99955,Seguro de Equipaje y Efectos Personales,16000,,Confuturo S.A.,4,Me atendieron bien
,24728,99963,,,,,,
gucugr643@viajesanma.com,16844,99977,,,,,2,
Sr.matos991@wass.com,,99981,,90000,"Cobertura por pérdida, robo o daño de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,4,Buena experiencia en general
Sr.matos991@wass.com,-22880,99984,,,,,,
maría483692@edubus.cal,29325,99985,,,,,,
jaime9842495@wass.com,5913,,Seguro de Interrupción del Viaje,52000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
jaime9842495@wass.com,5913,99988,Seguro de Equipaje y Efectos Personales,92000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",Renta Nacional Compañía de Seguros Generales S.A.,12,Buena experiencia en general
stmóbece517@marmol.com,-5946,99992,Seguro de Asistencia Médica,97000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",HDI Seguros S.A.,5,Sin duda volveré
raniba655@edubus.cal,10332,99996,,,,,,
raniba655@edubus.cal,10332,99998,,,,,,Me atendieron bien
raniba655@edubus.cal,10332,99999,Seguro de Responsabilidad Civil,97000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.,1,Pésimo
raniba655@edubus.cal,10332,100001,Seguro por Demoras en el Viaje,90000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",,1,Malo
Ignacioulloa769@marmol.com,24279,100005,Seguro por Demoras en el Viaje,70000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",,,
Ignacioulloa769@marmol.com,-24279,100009,,,,,1,Pésimo
mateo688995@wass.com,,100017,,,,,5,Excelente
céalbe602@outluc.com,-23868,100020,Seguro de Interrupción del Viaje,94000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Renta Nacional Compañía de Seguros Generales S.A.,2,No lo recomendaría
Lauramartínez879@outluc.com,4172,100021,,,,,,
Lauramartínez879@outluc.com,4172,100024,,,,,,Aceptable
sra.2431901@tourket.com,8214,100034,,,,,4,Bueno
Guillerminajaime296@viajesanma.com,3016,100037,,,,,4,Bueno
Joaquínmesa166@tourket.com,16357,100040,Seguro de Responsabilidad Civil,90000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Confuturo S.A.,,
Joaquínmesa166@tourket.com,16357,100041,Seguro de Interrupción del Viaje,6000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.,1,Pésimo
,11770,100044,Seguro de Interrupción del Viaje,41000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.,5,Superó mis expectativas
cristian3464921@tourket.com,11770,100046,Seguro por Demoras en el Viaje,42000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",BICE Vida Compañía de Seguros S.A.,,
joemviri782@viajesanma.com,6240,100051,,,,,,
joemviri782@viajesanma.com,-6240,100053,,,,,1,Muy insatisfecho
magdalena8418579@wass.com,-11385,100068,Seguro por Demoras en el Viaje,68000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",,5,Sin duda volveré
magdalena8418579@wass.com,11385,100070,Seguro por Demoras en el Viaje,16000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MAPFRE Compañía de Seguros Generales de Chile S.A.,3,"Cumplió con mis expectativas, pero sin destacar"
coceja218@marmol.com,21808,100072,,,,,4,Bueno
coceja218@marmol.com,21808,100075,Seguro de Interrupción del Viaje,79000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",MAPFRE Compañía de Seguros Generales de Chile S.A.,5,Superó mis expectativas
coceja218@marmol.com,21808,,Seguro de Responsabilidad Civil,43000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,5,Excelente
anvafe456@outluc.com,20959,100082,,,,,4,"Satisfecho, pero hay detalles por mejorar"
eloisa7262257@edubus.cal,12160,100087,,,,,,
eloisa7262257@edubus.cal,12160,100088,,,,,4,"Satisfecho, pero hay detalles por mejorar"
eloisa7262257@edubus.cal,12160,,Seguro de Responsabilidad Civil,25000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.,2,Regular
eloisa7262257@edubus.cal,12160,100092,Seguro de Equipaje y Efectos Personales,77000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Renta Nacional Compañía de Seguros Generales S.A.,5,Muy satisfecho
erjasi436@wass.com,,100098,Seguro de Responsabilidad Civil,30000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",MAPFRE Compañía de Seguros Generales de Chile S.A.,5,Superó mis expectativas
Sr.matos991@wass.com,,100101,,,,,5,
Sr.matos991@wass.com,22880,100103,,,,,,
Sr.matos991@wass.com,22880,,Seguro de Equipaje y Efectos Personales,67000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Confuturo S.A.,4,
Sr.matos991@wass.com,22880,100107,Seguro de Cancelación de Viaje,31000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.,,
Maríachávez198@edubus.cal,2469,100110,Seguro de Equipaje y Efectos Personales,82000,"Indemnización por retraso en la entrega de equipaje, Asistencia para reemplazo de documentos de viaje perdidos",,1,No vuelvo más
Maríachávez198@edubus.cal,2469,100116,Seguro de Responsabilidad Civil,66000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.,,
sradrate523@viajesanma.com,15473,100121,,,,,2,No lo recomendaría
Sanchogodínez868@outluc.com,20079,100133,,,,,5,Muy satisfecho
hesocr680@viajesanma.com,18462,100137,,,,,4,Me atendieron bien
hesocr680@viajesanma.com,18462,100140,Seguro de Equipaje y Efectos Personales,74000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",BICE Vida Compañía de Seguros S.A.,2,Regular
hesocr680@viajesanma.com,18462,100141,,,,,,
hesocr680@viajesanma.com,18462,100144,Seguro de Equipaje y Efectos Personales,64000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Consorcio Nacional de Seguros Vida S.A.,,
hesocr680@viajesanma.com,,100145,,,,,2,Regular
sta.1665573@wass.com,6577,100151,,,,,5,Servicio de primera
sta.1665573@wass.com,6577,100152,Seguro por Demoras en el Viaje,29000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",MetLife Chile Seguros de Vida S.A.,,
,6577,100155,,,,,1,Completamente decepcionado
Rodrigoporras672@edubus.cal,53166,100158,,,,,2,Hubo varios problemas
Rodrigoporras672@edubus.cal,53166,100160,Seguro de Asistencia Médica,36000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",Seguros Generales Suramericana S.A.,3,Servicio regular
starcama253@wass.com,11098,100163,Seguro de Cancelación de Viaje,18000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Liberty Compañía de Seguros Generales S.A.,2,No me convenció del todo
daniel207325@outluc.com,49014,100170,Seguro de Cancelación de Viaje,26000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",Renta Nacional Compañía de Seguros Generales S.A.,2,No lo recomendaría
jomamava986@wass.com,20558,100173,,,,,5,Sin duda volveré
,20558,100174,,,,,5,Servicio de primera
jomamava986@wass.com,20558,100175,Seguro de Cancelación de Viaje,18000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",Renta Nacional Compañía de Seguros Generales S.A.,,Buena experiencia en general
manuel1195246@tourket.com,16632,100185,Seguro por Demoras en el Viaje,45000,,Seguros Generales Suramericana S.A.,,
manuel1195246@tourket.com,16632,100186,,,,,,
Ernestosolano658@tourket.com,9305,100196,,43000,,Liberty Compañía de Seguros Generales S.A.,,
Josévillegas181@viajesanma.com,,100197,,,,,,
Josévillegas181@viajesanma.com,-27925,100198,,,,,3,Servicio regular
Sra.rodarte459@edubus.cal,8686,100213,Seguro de Interrupción del Viaje,84000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",,3,Aceptable
Esperanzabanda816@edubus.cal,2876,100228,,,,,4,Me atendieron bien
