id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,comodidades,tipo_bus
119542,66042,2025-04-29,1800000,9,No disponible,1800,siurga784@viajes.cl,Córdoba,Cádiz,14,4278,200000,RZD (Rusia),2025-06-29,2025-07-01,"{Agua,Baño,""Asientos reclinables"",Comida,Wifi,""Aire acondicionado"",Calefacción}",
107573,62893,2025-04-06,1590000,5,No disponible,1590,sofia1431695@viajes.cl,Talavera de la Reina,Avilés,64,4106,318000,Iberia,2026-01-31,2026-02-02,{},
147349,,,,,Disponible,0,soledad4866400@viajes.cl,Cuenta,Alcorcón,77,3467,209000,LATAM Airlines,2025-12-06,2026-04-29,{},
149368,,,,,Disponible,0,sr.2820699@viajes.cl,Barcelona,Málaga,98,1722,174000,ŽFBH (Bosnia y Herzegovina),2025-07-31,2025-10-10,"{Comida,""Aire acondicionado"",""Asientos reclinables"",TV}",
147476,,,,,Disponible,0,sr.3043160@viajes.cl,Sabadell,Molina de Segura,67,4135,282000,Wizz Air,2025-01-01,,{},
139050,55637,2025-05-04,1690000,10,No disponible,1690,sr.3134211@viajes.cl,Alcalá de Henares,Telde,73,381,169000,Qantas,2026-06-03,2026-06-03,{},
103284,58437,2025-04-28,3933000,9,No disponible,3933,sr.3211682@viajes.cl,Ciudad Real,Córdoba,9,4309,437000,Air France,2025-11-04,,{},
148291,,,,,Disponible,0,sr.3383439@viajes.cl,Valencia,Vigo,35,2962,366000,Air Canada,2026-04-30,2026-08-31,{},
113472,58283,2025-07-05,495000,3,No disponible,495,sr.3664786@viajes.cl,Valladolid,Collado Villalba,93,1627,165000,Turkish Airlines,2025-08-06,,{},
149120,,,,,Disponible,0,sr.3951766@viajes.cl,León,,9,4144,263000,Eurostar,2026-09-17,2027-03-08,"{TV,Wifi,Baño,""Aire acondicionado"",""Asientos reclinables"",Agua,Calefacción}",
82681,57879,2025-04-17,1125000,9,No disponible,1125,sr.4903927@viajes.cl,Santa Coloma de Gramanet,Benalmádena,89,1332,125000,,2026-03-08,,"{""Asientos reclinables"",Baño,TV}",
82206,63614,2025-03-21,1205000,5,No disponible,1205,sr.590458@viajes.cl,Zamora,Pamplona,3,3343,241000,LATAM Airlines,2025-06-09,,{},
149991,,,,,Disponible,0,sra.1459233@viajes.cl,Parla,Almería,100,404,194000,SBB (Suiza),2025-01-06,2025-01-22,"{""Aire acondicionado"",Comida,Agua,TV,Wifi}",
148526,,,,,Disponible,0,sra.2941122@viajes.cl,Gecho,Chiclana de la Frontera,42,2131,138000,Iberia,2026-09-23,2026-12-20,{},
89187,61905,2025-04-24,2502000,6,No disponible,2502,sra.3023927@viajes.cl,Mérida,,30,4055,417000,ŽFBH (Bosnia y Herzegovina),2025-08-07,2025-08-09,"{Wifi,Agua,Baño,TV,""Asientos reclinables"",Comida,Calefacción}",
123082,64810,2025-01-25,840000,8,No disponible,840,sra.4531821@viajes.cl,Málaga,Mollet del Vallés,34,1023,105000,Lufthansa,2025-05-06,2025-05-06,{},
149167,,,,,Disponible,0,sra.6277717@viajes.cl,Roquetas de Mar,Granada,49,1531,128000,HŽ (Croacia),2025-11-30,2026-02-01,"{""Aire acondicionado"",TV,Agua,""Asientos reclinables""}",
107891,57940,2025-02-12,288000,6,No disponible,288,sra.8471206@viajes.cl,Granollers,Badajoz,79,251,48000,,2025-02-21,2025-02-21,{},
135622,66250,2025-06-03,180000,1,No disponible,180,sra.8766158@viajes.cl,Salamanca,La Coruña,100,2365,180000,Emirates,2025-10-10,2025-10-11,{},
122890,61874,2025-05-23,3177000,9,No disponible,3177,sra.9402989@viajes.cl,Benidorm,Avilés,18,3268,353000,Thalys,2026-03-09,2026-03-11,"{Calefacción,TV,Wifi,""Aire acondicionado"",""Asientos reclinables"",Agua}",
127149,60007,2025-04-03,106000,1,No disponible,106,sra.9489774@viajes.cl,Benalmádena,Viladecans,,678,106000,CD (República Checa),2025-08-29,2025-08-29,{},
81241,61734,2025-04-12,770000,5,No disponible,770,sradcatr480@viajes.cl,Orihuela,Tarrasa,78,3205,154000,Renfe,2025-08-29,,"{TV,""Asientos reclinables"",Wifi,Baño,Calefacción,Agua}",
85852,66095,2025-06-11,990000,5,No disponible,990,sramgalo790@viajes.cl,Huelva,Fuengirola,58,3890,198000,Ethiopian Airlines,2026-06-27,,{},
107009,58424,2026-02-09,994000,7,No disponible,994,sranjiqu198@viajes.cl,Vigo,Gerona,100,425,142000,TGV (SNCF),2026-03-02,2026-03-02,{},
123879,62429,2026-04-30,1752000,6,No disponible,1752,srcébrse308@viajes.cl,Alcoy,Motril,64,3169,292000,Italo,2026-10-19,2026-10-21,"{""Asientos reclinables"",Comida,Baño,TV,Calefacción,""Aire acondicionado""}",
136789,57221,2025-01-15,370000,10,No disponible,370,srflsolu390@viajes.cl,Santander,Leganés,12,364,37000,American Airlines,2026-11-13,2026-11-13,,
148004,,,,,Disponible,0,srgebegr871@viajes.cl,Huelva,Ceuta,,3593,107000,Wizz Air,2025-10-13,2026-03-11,{},
112621,66317,2025-07-03,532000,4,No disponible,532,srjolumupe583@viajes.cl,Linares,Benalmádena,62,129,133000,NSB (Noruega),2026-01-01,2026-01-01,{},
86253,64359,2026-08-31,3458000,7,No disponible,3458,srjuardeje698@viajes.cl,Benidorm,,,3923,494000,Japan Airlines,2026-11-02,,{},
149211,,,,,Disponible,0,srjugáce908@viajes.cl,Alcobendas,Lugo,99,204,64000,Italo,2026-11-18,2026-11-26,"{""Asientos reclinables"",Comida,Agua,""Aire acondicionado"",Baño}",
81866,59317,2025-01-31,2648000,8,No disponible,2648,srlogaro943@viajes.cl,Elche,Logroño,44,3286,331000,Italo,2025-03-25,2025-03-27,"{Wifi,Baño,TV,""Aire acondicionado"",""Asientos reclinables"",Comida}",
148161,,,,,Disponible,0,srmacaes852@viajes.cl,Cornellá de Llobregat,Mataró,95,1270,127000,American Airlines,2026-10-27,2026-12-18,{},
104718,58803,2025-03-26,1572000,4,No disponible,1572,srmaeltrca573@viajes.cl,Palencia,Arrecife,60,4311,393000,ZS (Eslovenia),2025-04-07,2025-04-09,"{Calefacción,TV,Agua,Wifi,""Asientos reclinables"",""Aire acondicionado"",Comida}",
149267,,,,,Disponible,0,srmairri729@viajes.cl,Baracaldo,Jerez de la Frontera,83,3087,105000,ZFBH (Bosnia y Herzegovina),2026-03-16,2026-07-22,,
130319,59682,2025-02-07,350000,7,No disponible,350,srmaorga483@viajes.cl,Pamplona,Cádiz,50,3981,50000,Megabus,2025-02-13,2025-02-15,"{Wifi,""Asientos reclinables"",Calefacción}",
147097,,,,,Disponible,0,srmasodues715@viajes.cl,Alcobendas,Reus,61,1630,84000,JetBlue,2026-09-05,2026-11-11,{},
94024,60807,2025-02-05,936000,8,No disponible,936,srromesa573@viajes.cl,Ponferrada,Rubí,22,1824,117000,,2026-07-03,2026-07-04,"{Comida,""Asientos reclinables"",Calefacción,TV}",
81842,58918,2025-09-23,2316000,6,No disponible,2316,srsigagr821@viajes.cl,Torremolinos,El Ejido,44,4232,386000,Italo,2025-10-10,2025-10-12,"{""Aire acondicionado"",Wifi,Comida,Agua,""Asientos reclinables"",TV,Baño}",
144240,62426,2025-04-01,405000,5,No disponible,405,srvefrap151@viajes.cl,Vitoria,Cartagena,52,2210,81000,CP (Portugal),2025-10-03,2025-10-04,"{TV,Wifi,Comida,Agua,Calefacción}",
89415,56723,2025-11-21,942000,3,No disponible,942,sta.1409702@viajes.cl,Torrelavega,San Cristróbal de la Laguna,78,3322,314000,Frontier Airlines,2026-07-14,2026-07-16,{},
96040,63654,2025-04-03,594000,3,No disponible,594,sta.3082939@viajes.cl,Rivas-Vaciamadrid,Torrelavega,6,3259,198000,American Airlines,2025-06-02,2025-06-04,{},
145644,,,,,Disponible,0,sta.3467980@viajes.cl,Las Palmas de Gran Canaria,Telde,39,2093,141000,FlixBus,2026-01-27,,"{Calefacción,TV,""Aire acondicionado""}",
99967,60834,2026-01-09,2198000,7,No disponible,2198,sta.4160875@viajes.cl,Albacete,Cáceres,99,3668,314000,HŽ (Croacia),2026-09-27,2026-09-29,"{""Asientos reclinables"",Wifi,TV,Calefacción,Agua,Comida,""Aire acondicionado""}",
121014,63714,2025-11-17,676000,4,No disponible,676,sta.4757439@viajes.cl,El Prat de LLobregat,Paterna,95,3665,169000,Renfe,2026-09-06,2026-09-08,"{Agua,Baño,""Asientos reclinables"",Comida,TV,Wifi,Calefacción}",
139237,58024,2025-01-28,3906000,9,No disponible,3906,sta.5063904@viajes.cl,Elda,Barcelona,18,3700,434000,Air New Zealand,2025-10-08,2025-10-10,{},
93391,61199,2025-11-19,510000,6,No disponible,510,ángela4947162@viajes.cl,,Sagunto,79,749,85000,Spirit Airlines,2026-03-26,2026-03-26,{},
149910,,,,,Disponible,0,sta.9052328@viajes.cl,,Salamanca,40,2589,111000,NSB (Noruega),2025-03-21,2025-07-06,"{Agua,Baño,""Aire acondicionado"",""Asientos reclinables"",Wifi}",
149481,,,,,Disponible,0,sthemagi384@viajes.cl,Hospitalet de LLobregat,Salamanca,56,2566,292000,Deutsche Bahn (DB),2026-05-28,2026-09-11,"{Agua,""Asientos reclinables"",TV,Wifi,Baño}",
100769,59153,2025-04-25,2106000,6,No disponible,2106,stjopoal797@viajes.cl,Cornellá de Llobregat,,30,2971,351000,CP (Portugal),2026-08-12,2026-08-14,"{""Asientos reclinables"",Calefacción,Wifi,Agua,Baño,Comida}",
80551,55886,2025-06-16,4320000,9,No disponible,4320,stlumamu560@viajes.cl,El Prat de LLobregat,El Puerto de Santa María,10,3968,480000,HŽ (Croacia),2025-07-04,2025-07-06,"{Comida,Baño,Agua,""Aire acondicionado"",TV,Calefacción,""Asientos reclinables""}",
105717,56934,2025-08-06,133000,7,No disponible,133,stpiríen858@viajes.cl,Santa Coloma de Gramanet,Molina de Segura,86,354,19000,Singapore Airlines,2026-08-16,2026-08-16,{},
148834,,,,,Disponible,0,teveba618@viajes.cl,,Toledo,20,336,16000,VRZ (Croacia),2026-09-19,2026-10-03,"{Baño,""Aire acondicionado"",""Asientos reclinables"",Calefacción,TV,Wifi,Agua}",
149978,,,,,Disponible,0,tiaggi246@viajes.cl,Alcoy,Santa Cruz de Tenerife,95,1644,85000,Italo,2025-09-15,2025-11-22,,
108506,60457,2025-03-26,288000,8,No disponible,288,tomás4604467@viajes.cl,Barcelona,Bilbao,23,457,36000,Eurostar,2026-01-01,2026-01-01,{},
117626,57178,2025-09-05,656000,8,No disponible,656,toolac769@viajes.cl,El Prat de LLobregat,Collado Villalba,,2868,82000,Via Bariloche,2025-12-25,2025-12-26,"{Comida,""Asientos reclinables"",""Aire acondicionado""}",
147331,,,,,Disponible,0,toquma393@viajes.cl,Cáceres,San Fernando,71,3708,332000,Etihad Airways,2026-01-03,2026-06-06,{},
129613,56058,2026-02-20,666000,9,No disponible,666,toviag268@viajes.cl,Alcobendas,Móstoles,2,439,74000,Frontier Airlines,2026-04-23,2026-04-23,{},
148203,,,,,Disponible,0,vicaes693@viajes.cl,San Cristróbal de la Laguna,,44,1109,136000,Air New Zealand,2025-06-01,2025-07-17,{},
101496,62148,2025-01-04,1134000,7,No disponible,1134,vicente5224724@viajes.cl,Sagunto,Santa Lucía de Tirajana,89,477,162000,ZFBH (Bosnia y Herzegovina),2025-04-04,2025-04-04,{},
148800,,,,,Disponible,0,vicente9770936@viajes.cl,Vitoria,Málaga,26,4139,285000,BDZ (Bulgaria),2025-03-01,2025-08-20,"{Wifi,Baño,""Asientos reclinables"",""Aire acondicionado"",Agua,Comida,Calefacción}",
88197,58019,2025-04-29,855000,5,No disponible,855,victoria3901472@viajes.cl,Arrecife,,64,618,171000,,2025-05-03,2025-05-03,{},
94376,66161,2025-03-17,968000,8,No disponible,968,victoria904873@viajes.cl,San Cristróbal de la Laguna,Puertollano,53,990,121000,NSB (Noruega),2025-06-28,2025-06-28,"{Baño,Agua,Comida}",
125405,57963,2025-01-04,1080000,4,No disponible,1080,vitóan636@viajes.cl,Alcobendas,Castellón de la Plana,11,2886,270000,Nederlandse Sp,2025-01-20,2025-01-22,"{""Asientos reclinables"",Agua,Wifi,Comida,TV,""Aire acondicionado""}",
149421,,,,,Disponible,0,vivimi661@viajes.cl,Sagunto,El Puerto de Santa María,64,3973,333000,Trenitalia,2026-03-06,2026-08-18,"{Agua,Calefacción,Comida,Baño,TV,Wifi,""Aire acondicionado""}",
133100,62806,2025-12-19,162000,1,No disponible,162,víctor4658817@viajes.cl,San Cristróbal de la Laguna,Baracaldo,96,1579,162000,Alaska Airlines,2026-08-07,,{},
115838,56672,2025-04-08,450000,3,No disponible,450,víctor880107@viajes.cl,Sabadell,Calahorra,17,1866,150000,TGV (SNCF),2025-08-12,2025-08-13,"{Wifi,TV,Calefacción,Baño}",
137533,63049,2025-04-20,286000,2,No disponible,286,yoanma528@viajes.cl,San Fernando,Talavera de la Reina,36,703,143000,ÖBB (Austria),2026-08-11,2026-08-11,{},
147741,,,,,Disponible,0,áncava459@viajes.cl,,Estepona,52,4179,444000,Qantas,2026-06-30,2026-12-21,{},
149385,,,,,Disponible,0,ángaga278@viajes.cl,Palencia,Barcelona,57,128,68000,CFR (Rumania),2025-05-06,2025-05-11,"{Calefacción,Agua,TV}",
147124,,,,,Disponible,0,óscar7955474@viajes.cl,,Elda,,200,189000,JetBlue,2025-05-11,2025-05-19,{},
85876,61081,2025-01-02,904000,8,No disponible,904,óscoes804@viajes.cl,Tarragona,Guadalajara,35,2096,113000,HŽ (Croacia),2025-01-05,2025-01-06,"{TV,Agua,Wifi,""Asientos reclinables""}",
101508,62148,2025-01-22,1316000,7,No disponible,1316,ósfrse369@viajes.cl,Segovia,Córdoba,30,2238,188000,ZFBH (Bosnia y Herzegovina),2025-04-15,2025-04-16,"{Comida,Wifi,TV,""Aire acondicionado"",Calefacción}",
112079,63804,2025-02-02,820000,10,No disponible,820,ósnapa647@viajes.cl,Hospitalet de LLobregat,Alcobendas,96,1175,82000,Southwest Airlines,2025-12-03,2025-12-03,{},
143382,62487,2025-04-19,295000,5,No disponible,295,Albertoocasio669@viajes.cl,Viladecans,Reus,91,379,59000,JetBlue,2025-11-13,,{},
140230,57950,2025-07-09,258000,6,No disponible,258,Alejandramurillo755@viajes.cl,Huelva,Viladecans,53,1388,43000,Spirit Airlines,2025-09-03,2025-09-03,{},
147637,,,,,Disponible,0,Andreagriego524@viajes.cl,Albacete,Gandía,60,3982,408000,Vueling,2026-07-28,2027-01-09,{},
147811,,,,,Disponible,0,Anitallamas291@viajes.cl,Cerdañola del Vallés,Cáceres,21,1383,42000,Copa Airlines,2026-07-18,2026-09-13,{},
147766,,,,,Disponible,0,Benjamínjiménez670@viajes.cl,Lugo,Cuenta,80,1272,36000,American Airlines,2025-09-10,2025-11-02,{},
136112,66440,2025-01-29,714000,6,No disponible,714,Carlosfierro146@viajes.cl,Sevilla,Viladecans,59,1029,119000,Qantas,2025-02-21,2025-02-21,{},
148158,,,,,Disponible,0,Claudiocantú636@viajes.cl,Rubí,Ferrol,58,1691,75000,Vueling,2026-09-03,2026-11-12,{},
128318,58605,2025-02-02,272000,4,No disponible,272,Cristinatijerina877@viajes.cl,Fuengirola,Parla,14,2028,68000,,2026-08-14,2026-08-15,{},
128241,55938,2025-04-15,1816000,8,No disponible,1816,Doloresroybal738@viajes.cl,Cuenta,Palma de Mallorca,86,2317,227000,Alaska Airlines,2026-02-16,2026-02-17,{},
143795,63212,2025-07-14,1323000,9,No disponible,1323,Elisarubio933@viajes.cl,Valdemoro,Irún,67,3407,147000,Qatar Airways,2025-10-22,2025-10-24,{},
147297,,,,,Disponible,0,Elviraiglesias305@viajes.cl,La Coruña,Alcalá de Guadaira,41,4096,218000,Frontier Airlines,2026-10-18,2027-04-06,{},
148174,,,,,Disponible,0,Estelareyna597@viajes.cl,Mérida,Mollet del Vallés,49,3353,353000,EasyJet,2025-12-17,2026-05-05,{},
147978,,,,,Disponible,0,Evanavarrete220@viajes.cl,San Cristróbal de la Laguna,Ávila,49,1294,131000,Spirit Airlines,2025-09-20,2025-11-12,{},
89158,66529,2025-12-16,868000,7,No disponible,868,Fernandolomeli208@viajes.cl,Manresa,Santa Cruz de Tenerife,25,2774,124000,Delta Air Lines,2026-11-17,2026-11-18,{},
109212,60566,2025-07-31,2712000,8,No disponible,2712,Franciscamontalvo506@viajes.cl,Santa Lucía de Tirajana,Castellón de la Plana,50,3836,339000,Southwest Airlines,2026-04-15,2026-04-17,{},
121214,61920,2025-03-13,1190000,5,No disponible,1190,Franciscoalba215@viajes.cl,Alcalá de Guadaira,La Línea de la Concepción,50,4105,238000,Iberia,2025-07-05,,{},
147664,,,,,Disponible,0,Gonzalocervántez728@viajes.cl,Lugo,Pamplona,56,1621,109000,Air France,2025-05-06,2025-07-12,{},
148319,,,,,Disponible,0,Gregorioverdugo611@viajes.cl,Sanlúcar de Barrameda,Lorca,1,725,50000,Singapore Airlines,2025-03-19,2025-04-18,{},
92445,55707,2025-01-21,392000,2,No disponible,392,Hugoleyva186@viajes.cl,Manresa,Gijón,80,1586,196000,Wizz Air,2025-07-09,2025-07-10,{},
116726,66434,2025-04-22,1272000,8,No disponible,1272,Ignacioholguín519@viajes.cl,Sevilla,Ciudad Real,,2089,159000,Wizz Air,2025-06-29,2025-06-30,{},
116295,57201,2025-02-21,2016000,7,No disponible,2016,Javiernieves797@viajes.cl,Mérida,Castellón de la Plana,69,2667,288000,Ryanair,2025-05-12,2025-05-13,{},
147094,,,,,Disponible,0,Josefinapichardo787@viajes.cl,Molina de Segura,Algeciras,54,473,175000,British Airways,2025-02-14,,,
97781,59825,2025-04-22,2088000,9,No disponible,2088,Lorenzoiglesias999@viajes.cl,Elda,Cerdañola del Vallés,,3161,232000,Air New Zealand,2025-11-12,2025-11-14,{},
148353,,,,,Disponible,0,Luciabañuelos420@viajes.cl,Zaragoza,Torrelavega,92,1699,110000,Delta Air Lines,2025-02-16,2025-04-27,{},
101285,65931,2025-01-19,119000,1,No disponible,119,Luisasoliz819@viajes.cl,Collado Villalba,Madrid,44,2042,119000,United Airlines,2025-04-11,2025-04-12,{},
109222,61708,2025-02-15,2120000,5,No disponible,2120,Luisayala555@viajes.cl,Orihuela,Santa Coloma de Gramanet,85,3676,424000,,2025-04-01,2025-04-03,{},
105670,60488,2025-01-27,3830000,10,No disponible,3830,Marcocortez795@viajes.cl,Santander,Alicante,52,3204,383000,Etihad Airways,2025-06-08,2025-06-10,{},
122529,61791,2026-04-02,1210000,10,No disponible,1210,Marcoharo601@viajes.cl,Albacete,Alcoy,47,3493,121000,Spirit Airlines,2026-04-05,2026-04-07,{},
121637,60051,2025-05-10,892000,4,No disponible,892,Marcoscorrales762@viajes.cl,Fuengirola,Fuengirola,10,2369,223000,Air France,2026-02-18,,{},
89656,65703,2025-01-23,1421000,7,No disponible,1421,Maríarubio434@viajes.cl,Gerona,Córdoba,57,3021,203000,Ethiopian Airlines,2026-07-20,2026-07-22,,
88099,61215,2025-04-27,2574000,9,No disponible,2574,Pablonaranjo381@viajes.cl,Lugo,Benidorm,26,2812,286000,Spirit Airlines,2026-05-31,2026-06-01,{},
147853,,,,,Disponible,0,Patriciocerda695@viajes.cl,Reus,Huelva,62,3984,461000,,2025-02-09,2025-07-25,{},
115608,55955,2026-04-22,3008000,8,No disponible,3008,Pedrolugo488@viajes.cl,Vitoria,Sagunto,26,3227,376000,Air France,2026-05-05,2026-05-07,{},
129605,59142,2026-08-14,550000,10,No disponible,550,Raquelvillalobos916@viajes.cl,San Sebastián,Burgos,56,1321,55000,Air New Zealand,2026-10-23,2026-10-23,{},
148111,,,,,Disponible,0,Raúlbadillo577@viajes.cl,Torrevieja,Dos Hermanas,94,2127,89000,EasyJet,2025-05-30,2025-08-26,{},
117635,59163,2025-02-01,3105000,9,No disponible,3105,Robertosandoval817@viajes.cl,El Ejido,Móstoles,4,3619,345000,Lufthansa,2025-03-27,2025-03-29,{},
147501,,,,,Disponible,0,Rocioanguiano798@viajes.cl,Elda,Albacete,81,1384,86000,Aeroméxico,2026-07-27,2026-09-22,{},
143677,62411,2025-03-14,560000,7,No disponible,560,Samuelmenéndez181@viajes.cl,Alicante,Santa Cruz de Tenerife,1,2706,80000,Qatar Airways,2025-09-02,2025-09-03,{},
126014,65399,2026-06-02,408000,4,No disponible,408,Sanchobétancourt392@viajes.cl,Alicante,Vigo,95,258,102000,Wizz Air,2026-10-18,2026-10-18,{},
122661,64807,2025-08-04,253000,1,No disponible,253,Sanchoponce341@viajes.cl,Benalmádena,Jaén,90,3290,253000,Air France,2025-08-29,2025-08-31,{},
124824,57022,2025-04-10,2810000,10,No disponible,2810,Sergioromo646@viajes.cl,Alcalá de Henares,Rubí,50,2815,281000,Air New Zealand,2025-09-06,2025-09-07,{},
102077,60499,2025-02-18,970000,5,No disponible,970,Silviasantacruz103@viajes.cl,Zamora,Zaragoza,82,3880,194000,Alaska Airlines,2025-12-12,2025-12-14,{},
147544,,,,,Disponible,0,Sr.adorno886@viajes.cl,La Coruña,Granada,1,1399,43000,LATAM Airlines,2025-07-29,2025-09-25,{},
127539,60407,2025-01-28,702000,6,No disponible,702,Sr.limón373@viajes.cl,Parla,Majadahonda,57,834,117000,Frontier Airlines,2026-09-18,2026-09-18,{},
133857,65982,2025-12-13,1610000,7,No disponible,1610,Sra.escamilla417@viajes.cl,Toledo,Granollers,81,2701,230000,EasyJet,2026-03-21,2026-03-22,{},
91157,66410,2025-02-20,51000,1,No disponible,51,Sta.casares518@viajes.cl,Gijón,Alcobendas,,1402,51000,British Airways,2025-11-27,2025-11-27,{},
146948,,,,,Disponible,0,Sta.colunga585@viajes.cl,Mijas,Vigo,,1175,63000,All Nippon Airways (ANA),2026-07-12,2026-08-29,{},
130128,61703,2025-03-19,780000,10,No disponible,780,Sta.contreras629@viajes.cl,Orihuela,La Línea de la Concepción,55,2104,78000,Southwest Airlines,2025-05-30,2025-05-31,{},
148359,,,,,Disponible,0,Sta.gaona818@viajes.cl,Alcalá de Guadaira,Cartagena,30,3221,320000,Air New Zealand,2025-05-29,2025-10-10,{},
146985,,,,,Disponible,0,Sta.mesa478@viajes.cl,Albacete,Badajoz,67,2863,297000,Southwest Airlines,2026-06-04,2026-10-01,{},
148109,,,,,Disponible,0,Sta.miranda323@viajes.cl,Viladecans,Ponferrada,4,2846,107000,KLM,2025-12-31,,{},
147524,,,,,Disponible,0,Sta.pantoja641@viajes.cl,Ponferrada,,13,2027,123000,Air Canada,2025-11-29,2026-02-21,{},
147339,,,,,Disponible,0,Timoteogodoy576@viajes.cl,Santa Coloma de Gramanet,Fuenlabrada,12,2295,220000,Wizz Air,2025-08-10,,{},
115613,61658,2025-01-13,960000,10,No disponible,960,Timoteoparra548@viajes.cl,Palencia,Ferrol,50,2241,96000,Air France,2025-03-30,2025-03-31,{},
104299,63094,2025-07-21,540000,6,No disponible,540,Vicenteescobar772@viajes.cl,Elda,Jaén,34,848,90000,All Nippon Airways (ANA),2025-09-05,2025-09-05,{},
136184,57876,2025-03-30,624000,4,No disponible,624,alberto9508888@viajes.cl,Santa Lucía de Tirajana,Torrejón de Ardoz,15,3252,156000,Wizz Air,2026-08-10,2026-08-12,{},
147851,,,,,Disponible,0,alfonso9925642@viajes.cl,Majadahonda,Chiclana de la Frontera,,2565,267000,Lufthansa,2025-04-02,2025-07-17,{},
94167,56839,2025-01-25,308000,2,No disponible,308,alraba458@viajes.cl,Málaga,,60,1759,154000,Alaska Airlines,2025-09-16,2025-09-17,,
147361,,,,,Disponible,0,alraga536@viajes.cl,Parla,Elda,100,1818,149000,Turkish Airlines,2025-06-10,,{},
83588,58673,2025-06-29,2493000,9,No disponible,2493,amalia1638984@viajes.cl,Orense,Torrevieja,86,2248,277000,Southwest Airlines,2026-11-26,2026-11-27,{},
98098,57294,2025-02-08,300000,5,No disponible,300,andrés6213400@viajes.cl,Mérida,Torrejón de Ardoz,11,981,60000,Frontier Airlines,2025-03-26,2025-03-26,{},
147789,,,,,Disponible,0,arabma748@viajes.cl,Murcia,Segovia,58,3534,287000,Delta Air Lines,2025-09-29,2026-02-23,{},
86620,66354,2025-03-02,1668000,6,No disponible,1668,ardepe428@viajes.cl,Dos Hermanas,Torrevieja,63,2304,278000,Japan Airlines,2026-04-11,2026-04-12,{},
148415,,,,,Disponible,0,armede997@viajes.cl,Castellón de la Plana,Valdemoro,68,2959,328000,Singapore Airlines,2026-02-03,2026-06-06,,
101831,61359,2025-07-13,805000,5,No disponible,805,baalma673@viajes.cl,Tarragona,,40,512,161000,Aeroméxico,2026-03-13,2026-03-13,{},
100433,59823,2025-05-07,1736000,8,No disponible,1736,bernardo1555269@viajes.cl,Sagunto,Bilbao,65,3107,217000,Air France,2025-05-28,2025-05-30,{},
148425,,,,,Disponible,0,cacasa738@viajes.cl,Santa Coloma de Gramanet,Toledo,7,496,79000,Singapore Airlines,2025-05-26,2025-06-15,{},
109893,56469,2026-01-07,270000,6,No disponible,270,cavare416@viajes.cl,Orihuela,Valdemoro,66,1015,45000,Alaska Airlines,2026-05-19,2026-05-19,{},
147027,,,,,Disponible,0,claudio8130894@viajes.cl,Torrevieja,Arrecife,10,2731,169000,British Airways,2025-08-29,2025-12-20,{},
93774,57761,2026-06-13,180000,1,No disponible,180,clbeáv539@viajes.cl,Talavera de la Reina,,56,584,180000,Vueling,2026-08-16,2026-08-16,{},
81857,65294,2025-01-30,395000,5,No disponible,395,crelpa783@viajes.cl,Marbella,Alcorcón,84,250,79000,American Airlines,2026-02-15,2026-02-15,,
111599,56555,2025-03-25,684000,4,No disponible,684,cristina2812921@viajes.cl,Valladolid,Vigo,36,4173,171000,EasyJet,2026-09-26,2026-09-28,{},
144335,58947,2026-03-29,318000,6,No disponible,318,cristina3540137@viajes.cl,Mollet del Vallés,Santa Lucía de Tirajana,17,1647,53000,Spirit Airlines,2026-10-07,2026-10-08,{},
141992,57982,2026-07-18,1914000,6,No disponible,1914,daalno295@viajes.cl,Cartagena,León,48,3153,319000,,2026-12-04,2026-12-06,{},
147954,,,,,Disponible,0,daniel7623906@viajes.cl,Ferrol,Reus,48,2242,190000,WestJet,2026-05-01,2026-08-02,,
88713,58210,2025-06-03,1089000,9,No disponible,1089,diana2611597@viajes.cl,Valencia,Ferrol,60,689,121000,Southwest Airlines,2025-06-08,,{},
99666,55936,2025-05-28,1870000,10,No disponible,1870,elena7103571@viajes.cl,Burgos,Albacete,53,1493,187000,Ethiopian Airlines,2026-03-08,2026-03-09,{},
147884,,,,,Disponible,0,esgudu455@viajes.cl,Guadalajara,Alcorcón,98,2776,125000,Ethiopian Airlines,2026-07-05,2026-10-28,{},
125231,56052,2025-08-13,1539000,9,No disponible,1539,esmavi421@viajes.cl,Murcia,Móstoles,64,2677,171000,Wizz Air,2026-01-13,2026-01-14,{},
148226,,,,,Disponible,0,feorfr504@viajes.cl,Málaga,Ceuta,4,1506,116000,Avianca,2026-07-31,2026-10-01,{},
147759,,,,,Disponible,0,gabriel1504795@viajes.cl,Torremolinos,Viladecans,24,1506,182000,LATAM Airlines,2025-12-30,2026-03-02,,
147563,,,,,Disponible,0,garoca621@viajes.cl,Irún,Valdemoro,71,4212,438000,Air New Zealand,2025-03-07,2025-08-29,{},
147941,,,,,Disponible,0,geheze803@viajes.cl,Getafe,Elche,92,3136,306000,Aeroméxico,2026-01-07,2026-05-17,{},
89208,55952,2025-07-27,1116000,9,No disponible,1116,gilberto6987804@viajes.cl,San Sebastían de los Reyes,,96,344,124000,Turkish Airlines,2025-10-31,2025-10-31,{},
