correo_usuario,reserva_id,tipo_seguro,valor_seguro,clausula,empresa_seguro
teeses724@marmol.com,128482,Seguro de Asistencia Médica,87000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",MetLife Chile Seguros de Vida S.A.
teeses724@marmol.com,128488,,,,
antonia9156938@wass.com,128496,,,,
antonia9156938@wass.com,128500,Seguro de Cancelación de Viaje,17000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.
antonia9156938@wass.com,128502,,,,
alveol354@marmol.com,128509,Seguro de Responsabilidad Civil,61000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Vida Cámara S.A.
sra.7076158@outluc.com,128513,,,,
sra.7076158@outluc.com,128517,Seguro por Demoras en el Viaje,87000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.
madena289@edubus.cal,128521,Seguro de Interrupción del Viaje,49000,,BICE Vida Compañía de Seguros S.A.
madena289@edubus.cal,128522,,,,
srelrobe868@outluc.com,128525,,,,
srelrobe868@outluc.com,128530,,,,
Gabrieladame361@outluc.com,128534,,,,
Gabrieladame361@outluc.com,128537,,,,
Gabrieladame361@outluc.com,128540,Seguro por Demoras en el Viaje,32000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Liberty Compañía de Seguros Generales S.A.
Gabrieladame361@outluc.com,128542,,,,
salvador2465742@outluc.com,,,,,
sofia1153676@wass.com,128548,Seguro de Cancelación de Viaje,14000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",MAPFRE Compañía de Seguros Generales de Chile S.A.
Patriciaesquibel311@tourket.com,128554,Seguro de Interrupción del Viaje,100000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",BICE Vida Compañía de Seguros S.A.
Patriciaesquibel311@tourket.com,128557,,,,
Patriciaesquibel311@tourket.com,128558,,,,
helima194@viajesanma.com,128561,Seguro de Interrupción del Viaje,21000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.
helima194@viajesanma.com,128563,Seguro de Asistencia Médica,83000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Renta Nacional Compañía de Seguros Generales S.A.
helima194@viajesanma.com,128569,,90000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.
Soledadserrato862@marmol.com,128570,Seguro de Cancelación de Viaje,12000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",MAPFRE Compañía de Seguros Generales de Chile S.A.
gemara488@outluc.com,,,,,
gemara488@outluc.com,128583,Seguro de Cancelación de Viaje,,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Seguros Generales Suramericana S.A.
dolores5452500@tourket.com,128601,,,,
hugo5365746@edubus.cal,128605,,,,
hugo5365746@edubus.cal,128606,,,,
Sta.cabán461@tourket.com,128620,Seguro de Cancelación de Viaje,38000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.
josé6219148@wass.com,128622,,,,
josé6219148@wass.com,128623,Seguro de Cancelación de Viaje,53000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",
,128642,Seguro de Responsabilidad Civil,45000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",BICE Vida Compañía de Seguros S.A.
escaal478@edubus.cal,128651,Seguro de Asistencia Médica,53000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Renta Nacional Compañía de Seguros Generales S.A.
,128654,,,,
macaca907@tourket.com,128657,,,,
Sra.núñez995@outluc.com,128659,Seguro de Cancelación de Viaje,67000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Consorcio Nacional de Seguros Vida S.A.
elsa4211235@wass.com,128670,,,,
elsa4211235@wass.com,128672,,,,
alfredo6007555@edubus.cal,128676,,,,
sra.6769211@viajesanma.com,128696,Seguro por Demoras en el Viaje,63000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",BICE Vida Compañía de Seguros S.A.
javier6801538@edubus.cal,128699,,,,
jolutaga460@tourket.com,128716,,,,
jolutaga460@tourket.com,128719,,,,
,128726,,,,
juan2856902@tourket.com,,Seguro de Responsabilidad Civil,39000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MAPFRE Compañía de Seguros Generales de Chile S.A.
Doloresanda353@edubus.cal,128740,,,,
Doloresanda353@edubus.cal,128741,Seguro de Cancelación de Viaje,42000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Renta Nacional Compañía de Seguros Generales S.A.
,128746,,,,
Sta.arenas800@tourket.com,128756,,,,
Sta.arenas800@tourket.com,128758,,,,
sra.5445755@wass.com,128767,,,,
sra.5445755@wass.com,128770,,,,
sra.5445755@wass.com,128771,,,,
benjamín9121501@edubus.cal,128784,,,,
stadmobe464@wass.com,128787,,,,
,128788,Seguro de Equipaje y Efectos Personales,35000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Renta Nacional Compañía de Seguros Generales S.A.
stadmobe464@wass.com,,,,,
Sta.segovia600@wass.com,128807,,34000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Renta Nacional Compañía de Seguros Generales S.A.
Sta.segovia600@wass.com,128811,Seguro de Responsabilidad Civil,74000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.
Sta.segovia600@wass.com,128816,Seguro por Demoras en el Viaje,,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.
Sta.segovia600@wass.com,128821,,,,
almami532@tourket.com,128824,,,,
Cristiancamarillo609@wass.com,128829,,,,
Cristiancamarillo609@wass.com,128830,Seguro de Asistencia Médica,43000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Seguros Generales Suramericana S.A.
Cristiancamarillo609@wass.com,128831,Seguro de Cancelación de Viaje,,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Liberty Compañía de Seguros Generales S.A.
Cristiancamarillo609@wass.com,128832,Seguro de Equipaje y Efectos Personales,92000,"Asistencia para reemplazo de documentos de viaje perdidos, Indemnización por retraso en la entrega de equipaje",HDI Seguros S.A.
Cristiancamarillo609@wass.com,128835,,,,
Cristiancamarillo609@wass.com,128837,Seguro de Equipaje y Efectos Personales,76000,"Cobertura de artículos electrónicos bajo ciertos límites, Cobertura por pérdida, robo o daño de equipaje",BICE Vida Compañía de Seguros S.A.
Cristiancamarillo609@wass.com,,,,,
anlubená244@edubus.cal,128840,,72000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",
anlubená244@edubus.cal,128850,,,,
renapa470@outluc.com,128855,Seguro de Responsabilidad Civil,75000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.
renapa470@outluc.com,,,,,
pedro2380727@tourket.com,128867,,,,
Maricarmenvigil796@tourket.com,128874,,,,
débora6339473@marmol.com,,Seguro de Interrupción del Viaje,94000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Consorcio Nacional de Seguros Vida S.A.
geprlo746@wass.com,128891,Seguro de Cancelación de Viaje,43000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",MAPFRE Compañía de Seguros Generales de Chile S.A.
geprlo746@wass.com,128893,Seguro por Demoras en el Viaje,12000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.
jezaca209@viajesanma.com,128914,,,,
jezaca209@viajesanma.com,128917,,,,
macadu602@edubus.cal,128923,,,,
macadu602@edubus.cal,128924,,,,
macadu602@edubus.cal,128932,,,,
Antonioquiroz229@tourket.com,128936,,,,
Antonioquiroz229@tourket.com,128940,Seguro de Interrupción del Viaje,66000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Vida Cámara S.A.
caparo751@tourket.com,128944,,,,
caparo751@tourket.com,128945,Seguro de Equipaje y Efectos Personales,21000,,Vida Cámara S.A.
caparo751@tourket.com,128946,Seguro de Cancelación de Viaje,9000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",
caparo751@tourket.com,128948,Seguro de Asistencia Médica,64000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",MetLife Chile Seguros de Vida S.A.
caparo751@tourket.com,128950,Seguro de Cancelación de Viaje,57000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",BICE Vida Compañía de Seguros S.A.
jucohu324@viajesanma.com,128954,Seguro de Asistencia Médica,43000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.
salvador2465742@outluc.com,128957,,,,
salvador2465742@outluc.com,128958,Seguro de Interrupción del Viaje,93000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",HDI Seguros S.A.
dorotea9511864@marmol.com,128966,Seguro de Interrupción del Viaje,27000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
dorotea9511864@marmol.com,128970,Seguro de Interrupción del Viaje,24000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",MetLife Chile Seguros de Vida S.A.
dorotea9511864@marmol.com,128971,Seguro de Cancelación de Viaje,94000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.
dorotea9511864@marmol.com,128976,,,,
claudio1581442@viajesanma.com,128989,Seguro de Cancelación de Viaje,39000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",
pedro7959605@tourket.com,128990,,,,
srluminope767@wass.com,128992,,,,
srluminope767@wass.com,128998,,26000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Renta Nacional Compañía de Seguros Generales S.A.
srluminope767@wass.com,128999,,,,
ana3460130@viajesanma.com,129004,Seguro de Asistencia Médica,93000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Seguros Generales Suramericana S.A.
ana3460130@viajesanma.com,129006,,27000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",Consorcio Nacional de Seguros Vida S.A.
ana3460130@viajesanma.com,129010,,,,
sergio3390125@marmol.com,129014,,,,
sergio3390125@marmol.com,129027,,,,
sebaca580@outluc.com,129029,Seguro de Cancelación de Viaje,54000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Reembolso por cancelaciones laborales imprevistas",MAPFRE Compañía de Seguros Generales de Chile S.A.
,129032,,,,
sebaca580@outluc.com,129035,,,,
Doroteamartínez278@marmol.com,129041,Seguro de Cancelación de Viaje,50000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Seguros Generales Suramericana S.A.
Isabelconcepción876@outluc.com,129043,,,,
Isabelconcepción876@outluc.com,129045,,,,
Isabelconcepción876@outluc.com,129046,,,,
maría2008760@marmol.com,129061,,,,
maría2008760@marmol.com,129066,Seguro de Responsabilidad Civil,95000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",MAPFRE Compañía de Seguros Generales de Chile S.A.
Luciaverduzco512@marmol.com,129070,Seguro de Cancelación de Viaje,24000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.
Luciaverduzco512@marmol.com,129073,,73000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Seguros Generales Suramericana S.A.
Luciaverduzco512@marmol.com,129074,Seguro de Cancelación de Viaje,53000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",
Luciaverduzco512@marmol.com,129077,Seguro de Responsabilidad Civil,62000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Consorcio Nacional de Seguros Vida S.A.
Teresacollado113@marmol.com,,,,,
Teresacollado113@marmol.com,129087,,,,
Sanchoanguiano743@viajesanma.com,129097,,,,
,129111,,16000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.
maanmica549@wass.com,129112,Seguro de Cancelación de Viaje,26000,,MetLife Chile Seguros de Vida S.A.
sosale179@tourket.com,129115,,,,
sosale179@tourket.com,129116,,,,
straonre596@outluc.com,129126,,,,
teeses724@marmol.com,,,,,
teeses724@marmol.com,129131,Seguro de Asistencia Médica,84000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Consorcio Nacional de Seguros Vida S.A.
teeses724@marmol.com,129132,Seguro de Cancelación de Viaje,58000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Confuturo S.A.
teeses724@marmol.com,129136,Seguro de Cancelación de Viaje,16000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Liberty Compañía de Seguros Generales S.A.
teeses724@marmol.com,129141,,,,
,129142,,,,
stmarool540@outluc.com,129148,,,,
,,,,,
matealol980@edubus.cal,129151,Seguro de Equipaje y Efectos Personales,50000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",Liberty Compañía de Seguros Generales S.A.
matealol980@edubus.cal,129155,Seguro de Responsabilidad Civil,27000,,Seguros Generales Suramericana S.A.
,129158,,,,
Sergiosierra314@tourket.com,129171,,,,
,129173,Seguro por Demoras en el Viaje,76000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.
Maricarmensegovia355@viajesanma.com,129176,Seguro por Demoras en el Viaje,73000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Confuturo S.A.
ánurta990@wass.com,129185,Seguro de Equipaje y Efectos Personales,80000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura de artículos electrónicos bajo ciertos límites",Liberty Compañía de Seguros Generales S.A.
débora7235789@edubus.cal,133364,,,,
Javiertijerina930@wass.com,129192,Seguro de Cancelación de Viaje,33000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.
Sra.covarrubias930@marmol.com,129196,,,,
Saraalvarado572@marmol.com,129200,,,,
Saraalvarado572@marmol.com,129207,,,,
benito9514171@outluc.com,129211,Seguro por Demoras en el Viaje,62000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MAPFRE Compañía de Seguros Generales de Chile S.A.
benito9514171@outluc.com,129213,,61000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",MAPFRE Compañía de Seguros Generales de Chile S.A.
marilu2791390@marmol.com,129217,,,,
srangafi126@tourket.com,129221,,,,
srangafi126@tourket.com,129229,,,,
ropoco913@outluc.com,129236,,,,
,129256,,,,
crmaal295@viajesanma.com,129260,,,,
Santiagobeltrán904@wass.com,129262,,,,
Santiagobeltrán904@wass.com,129265,Seguro por Demoras en el Viaje,87000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",Vida Cámara S.A.
Santiagobeltrán904@wass.com,129266,,,,
sra.8431340@tourket.com,129271,Seguro de Asistencia Médica,,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.
Luisriojas808@tourket.com,129278,,,,
bernardo5822877@marmol.com,129298,Seguro por Demoras en el Viaje,63000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Renta Nacional Compañía de Seguros Generales S.A.
bernardo5822877@marmol.com,129304,,,,
josé8124366@outluc.com,129306,,,,
losoor897@wass.com,129311,,,,
losoor897@wass.com,129312,,,,
Sta.mercado151@tourket.com,129323,,,,
srmatrac714@outluc.com,129333,,,,
Maríahinojosa247@wass.com,129344,,,,
Maríahinojosa247@wass.com,129346,,,,
Maríahinojosa247@wass.com,129348,Seguro de Asistencia Médica,53000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Confuturo S.A.
Maríahinojosa247@wass.com,129349,,,,
sta.960821@marmol.com,129352,,,,
sta.960821@marmol.com,129355,,,,
stmatini267@marmol.com,129360,,70000,"Reembolso por cancelaciones laborales imprevistas, Cobertura de penalidades por cambio de vuelo",
mahupa402@viajesanma.com,129365,,,,
mahupa402@viajesanma.com,129367,,,,
mahupa402@viajesanma.com,129369,Seguro de Asistencia Médica,25000,"Evacuación y repatriación sanitaria, Cobertura de medicamentos recetados",MetLife Chile Seguros de Vida S.A.
mahupa402@viajesanma.com,129371,Seguro de Interrupción del Viaje,63000,,Liberty Compañía de Seguros Generales S.A.
Catalinamalave590@outluc.com,133735,,,,
cotoqu219@viajesanma.com,129375,Seguro por Demoras en el Viaje,47000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Liberty Compañía de Seguros Generales S.A.
cotoqu219@viajesanma.com,129376,Seguro de Asistencia Médica,42000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",HDI Seguros S.A.
Sta.montero723@edubus.cal,129379,Seguro por Demoras en el Viaje,57000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.
macoce113@wass.com,129380,,,,
,129392,,,,
Salvadorluevano375@tourket.com,,Seguro de Asistencia Médica,33000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.
Salvadorluevano375@tourket.com,129398,,56000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",MetLife Chile Seguros de Vida S.A.
Salvadorluevano375@tourket.com,129400,,,,
Salvadorluevano375@tourket.com,129401,Seguro de Interrupción del Viaje,27000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.
margarita5104396@viajesanma.com,129404,,,,
galova384@marmol.com,129406,,,,
isabela9927916@edubus.cal,129416,,,,
gilberto8347756@outluc.com,,,,,
,129424,Seguro por Demoras en el Viaje,57000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.
joluaycu165@viajesanma.com,129445,,,,
Salvadorcamarillo394@tourket.com,129447,,,,
,129449,Seguro de Interrupción del Viaje,39000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.
srgogaur310@viajesanma.com,,Seguro por Demoras en el Viaje,13000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",HDI Seguros S.A.
srgogaur310@viajesanma.com,129458,,,,
srgogaur310@viajesanma.com,129461,,,,
srgogaur310@viajesanma.com,129464,,90000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.
guocro846@viajesanma.com,129466,,,,
gipana727@edubus.cal,129487,Seguro de Asistencia Médica,65000,,Consorcio Nacional de Seguros Vida S.A.
jabres366@viajesanma.com,129498,Seguro de Equipaje y Efectos Personales,36000,,MetLife Chile Seguros de Vida S.A.
sr.6042178@viajesanma.com,129504,,,,
sr.6042178@viajesanma.com,129509,Seguro de Interrupción del Viaje,28000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.
,129515,,,,
,129517,,,,
mateo688995@wass.com,129554,,,,
srsabaza802@viajesanma.com,129545,,,,
doesve131@marmol.com,129877,Seguro por Demoras en el Viaje,56000,"Indemnización por pérdida de conexiones debido a retrasos, Reembolso de gastos adicionales por retrasos en vuelos",HDI Seguros S.A.
srsabaza802@viajesanma.com,129548,Seguro de Cancelación de Viaje,,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",
mateo688995@wass.com,129551,,,,
mateo688995@wass.com,129552,,,,
Guillerminaserrano753@marmol.com,129556,Seguro de Interrupción del Viaje,88000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",HDI Seguros S.A.
Guillerminaserrano753@marmol.com,129557,,,,
Manueldelapaz236@tourket.com,129563,Seguro por Demoras en el Viaje,47000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",Consorcio Nacional de Seguros Vida S.A.
Manueldelapaz236@tourket.com,129569,Seguro de Interrupción del Viaje,63000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Consorcio Nacional de Seguros Vida S.A.
virginia696678@edubus.cal,129577,,,,
virginia696678@edubus.cal,129578,Seguro de Cancelación de Viaje,29000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Confuturo S.A.
Samuelvaca104@outluc.com,129580,Seguro de Cancelación de Viaje,28000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",
clara5338646@wass.com,,Seguro de Responsabilidad Civil,42000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.
Guadalupegracia236@viajesanma.com,129586,,,,
Guadalupegracia236@viajesanma.com,,Seguro de Responsabilidad Civil,74000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.
Sr.alonzo115@outluc.com,129610,Seguro de Responsabilidad Civil,64000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Seguros Generales Suramericana S.A.
Carlasanabria682@edubus.cal,129616,Seguro de Equipaje y Efectos Personales,18000,,Liberty Compañía de Seguros Generales S.A.
Lourdesmelgar597@tourket.com,129620,,,,
Ceciliazúñiga538@marmol.com,129633,,,,
Sta.bustos905@tourket.com,129636,Seguro por Demoras en el Viaje,24000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.
gonzalo6592363@marmol.com,129649,,,,
,129654,,,,
gonzalo6592363@marmol.com,129656,Seguro de Asistencia Médica,68000,"Hospitalización y cirugías de emergencia, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.
gonzalo6592363@marmol.com,129657,,,,
vifete192@edubus.cal,129660,Seguro de Interrupción del Viaje,63000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",Confuturo S.A.
vifete192@edubus.cal,129663,Seguro de Responsabilidad Civil,13000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",HDI Seguros S.A.
adela1211424@viajesanma.com,129668,Seguro de Asistencia Médica,50000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",MetLife Chile Seguros de Vida S.A.
adela1211424@viajesanma.com,,,,,
adela1211424@viajesanma.com,129670,,,,
Marisolamaya375@edubus.cal,129678,Seguro de Interrupción del Viaje,34000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Seguros Generales Suramericana S.A.
Marcoguevara961@outluc.com,129700,,,,
Marcoguevara961@outluc.com,129702,Seguro de Responsabilidad Civil,,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",Seguros Generales Suramericana S.A.
Marcoguevara961@outluc.com,129703,,83000,"Compensación por imprevistos que obliguen a detener el viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.
graciela3279826@tourket.com,,Seguro de Asistencia Médica,72000,"Cobertura de medicamentos recetados, Cobertura de gastos médicos por enfermedad o accidente",Seguros Generales Suramericana S.A.
Ramóncovarrubias178@viajesanma.com,129725,,,,
sta.6745676@edubus.cal,129730,Seguro de Interrupción del Viaje,81000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",BICE Vida Compañía de Seguros S.A.
sra.3926776@outluc.com,129732,Seguro de Asistencia Médica,98000,"Hospitalización y cirugías de emergencia, Cobertura de gastos médicos por enfermedad o accidente",MAPFRE Compañía de Seguros Generales de Chile S.A.
anlubená244@edubus.cal,129935,,,,
sra.3926776@outluc.com,129735,Seguro de Cancelación de Viaje,79000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Renta Nacional Compañía de Seguros Generales S.A.
jolucavi165@wass.com,129741,,,,
gloqba754@edubus.cal,129744,,,,
loduci160@wass.com,,Seguro de Interrupción del Viaje,28000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",
loduci160@wass.com,129755,,,,
loduci160@wass.com,129757,Seguro de Equipaje y Efectos Personales,28000,"Indemnización por retraso en la entrega de equipaje, Cobertura por pérdida, robo o daño de equipaje",BICE Vida Compañía de Seguros S.A.
Evaorta286@edubus.cal,129761,Seguro de Interrupción del Viaje,66000,,HDI Seguros S.A.
Ramonaolivárez499@wass.com,129769,Seguro de Equipaje y Efectos Personales,93000,,MetLife Chile Seguros de Vida S.A.
hobeme649@tourket.com,129772,,53000,"Reembolso de gastos adicionales por retrasos en vuelos, Cobertura de alojamiento y alimentación por retrasos prolongados",MAPFRE Compañía de Seguros Generales de Chile S.A.
víonoq859@tourket.com,129780,Seguro de Interrupción del Viaje,46000,,BICE Vida Compañía de Seguros S.A.
juan6709511@marmol.com,129782,Seguro por Demoras en el Viaje,60000,"Indemnización por pérdida de conexiones debido a retrasos, Cobertura de alojamiento y alimentación por retrasos prolongados",MetLife Chile Seguros de Vida S.A.
emilio6169968@wass.com,129783,Seguro por Demoras en el Viaje,43000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Confuturo S.A.
emilio6169968@wass.com,129784,,,,
joaquín8944607@marmol.com,129794,Seguro de Asistencia Médica,7000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",Renta Nacional Compañía de Seguros Generales S.A.
,129798,,,,
maeuabyb891@wass.com,129800,,,,
