correo_usuario,reserva_id,estrellas,descripcion
ropale487@tourket.com,107634,,
ropale487@tourket.com,107636,,
Maríabriseño689@edubus.cal,108976,,
ropale487@tourket.com,107638,,
ropale487@tourket.com,107640,,
pilar5448594@edubus.cal,107645,,
,107664,1,Malo
davéme730@tourket.com,107670,,
davéme730@tourket.com,107672,3,"Cumplió con mis expectativas, pero sin destacar"
loorur460@marmol.com,107679,4,Bueno
óstobe285@marmol.com,107684,34,
óstobe285@marmol.com,107688,3,Servicio regular
Sra.mesa755@tourket.com,107694,5,Servicio de primera
Sra.mesa755@tourket.com,,,Regular
almami532@tourket.com,107710,,
almami532@tourket.com,107711,,
sancho9254644@outluc.com,107713,2,Hubo varios problemas
gabriel6751755@edubus.cal,107723,2,Regular
Jorgeurrutia846@viajesanma.com,107727,,
Jorgeurrutia846@viajesanma.com,,,
joedzaes177@wass.com,107743,5,Servicio de primera
joedzaes177@wass.com,107744,19,No lo recomendaría
,107745,3,Aceptable
Sra.valencia601@tourket.com,107747,,
Sra.alcala888@outluc.com,107749,,
Sra.alcala888@outluc.com,107753,2,Regular
Sra.alcala888@outluc.com,107754,,
Juanpedraza550@tourket.com,107758,1,Muy insatisfecho
Juanpedraza550@tourket.com,107759,5,Excelente
Pabloaguilera156@outluc.com,107760,2,Regular
Emiliofranco755@edubus.cal,107766,3,Servicio regular
Emiliofranco755@edubus.cal,107768,,
Emiliofranco755@edubus.cal,107769,,
,107778,,
josefina7589382@outluc.com,107780,5,Excelente
ricardo1354495@tourket.com,107785,,
Oliviamolina242@viajesanma.com,107787,57,Completamente decepcionado
Oliviahernández922@marmol.com,107794,3,
Oliviahernández922@marmol.com,107795,5,Servicio de primera
Oliviahernández922@marmol.com,107802,5,Sin duda volveré
Oliviahernández922@marmol.com,,,
Sr.bétancourt845@outluc.com,107811,,
Daniellara690@marmol.com,107821,,
Daniellara690@marmol.com,107827,,
Eduardoagosto919@marmol.com,107829,4,Buena experiencia en general
Eduardoagosto919@marmol.com,107832,2,No me convenció del todo
sra.1334886@marmol.com,107841,80,Sin duda volveré
sra.1334886@marmol.com,107842,1,
ancobá990@edubus.cal,107849,,Hubo varios problemas
ancobá990@edubus.cal,107850,,
ancobá990@edubus.cal,,,
ancobá990@edubus.cal,107857,4,Buena experiencia en general
ancobá990@edubus.cal,107859,5,Excelente
srcaraor297@viajesanma.com,107862,2,No lo recomendaría
srcaraor297@viajesanma.com,,,Superó mis expectativas
sta.7659466@edubus.cal,107871,,
sta.7659466@edubus.cal,107872,,
clespe126@marmol.com,,,
maricarmen5245481@wass.com,107886,2,No me convenció del todo
reina5894422@edubus.cal,107897,1,Muy insatisfecho
,107901,,
Ricardoarevalo285@outluc.com,,,
ester2119354@wass.com,107911,5,Superó mis expectativas
madáco873@wass.com,107913,,
madáco873@wass.com,107922,82,
Estebanleiva961@tourket.com,107928,,No lo recomendaría
,108287,73,Bueno
Estebanleiva961@tourket.com,107933,5,Superó mis expectativas
Estebanleiva961@tourket.com,107934,,
,108110,1,Completamente decepcionado
gonzalo7708245@wass.com,107938,,
ramona498234@marmol.com,107939,,
ramona498234@marmol.com,107950,5,
luisa6107945@wass.com,107957,1,Pésimo
luisa6107945@wass.com,107958,,
luisa6107945@wass.com,107960,,
,107963,2,No lo recomendaría
Guillerminaamador450@outluc.com,107977,,
alejandra5706442@tourket.com,107984,,
emilio6071389@wass.com,107993,2,
sr.6145544@tourket.com,107996,1,Muy insatisfecho
jorge4470264@outluc.com,107999,4,Bueno
jorge4470264@outluc.com,108000,,
jorge4470264@outluc.com,108003,,
jorge4470264@outluc.com,108004,,
,108008,3,Aceptable
jorge4470264@outluc.com,108009,,
jorge4470264@outluc.com,108010,,
Franciscosantiago432@outluc.com,108016,83,Completamente decepcionado
Franciscosantiago432@outluc.com,108020,5,Muy satisfecho
carla9165221@viajesanma.com,108023,,
clvemo716@edubus.cal,108030,2,No lo recomendaría
peroce986@marmol.com,108034,,
Julioanguiano244@edubus.cal,108035,3,Aceptable
srjairor488@outluc.com,108043,2,
srjairor488@outluc.com,108044,3,Servicio regular
srjairor488@outluc.com,108047,4,Buena experiencia en general
juan2084484@tourket.com,108048,,
admave665@edubus.cal,108054,1,Pésimo
Sra.carbajal674@marmol.com,108061,,
tomás7451786@edubus.cal,108065,1,Completamente decepcionado
jucahece652@tourket.com,108073,3,Servicio regular
jucahece652@tourket.com,,5,Muy satisfecho
stmagaig212@outluc.com,108077,2,Hubo varios problemas
stcacaes439@tourket.com,108083,,
norma258486@viajesanma.com,108092,,Sin duda volveré
norma258486@viajesanma.com,108095,,
milesa806@wass.com,108103,,
Ángelamatías661@outluc.com,108115,,
ancoro565@wass.com,,,
Ángelamatías661@outluc.com,108117,3,"Cumplió con mis expectativas, pero sin destacar"
Ángelamatías661@outluc.com,108118,1,No vuelvo más
Sra.sierra894@outluc.com,,,
Sra.sierra894@outluc.com,108132,,
Sta.valle462@viajesanma.com,108133,,
Sta.valle462@viajesanma.com,108137,5,Muy satisfecho
,108140,,Muy satisfecho
Isabeltreviño375@edubus.cal,108152,1,Malo
Isabeltreviño375@edubus.cal,108153,,
blpavi311@edubus.cal,108155,,
Sta.menchaca212@tourket.com,,,
jacabr338@outluc.com,108172,2,No me convenció del todo
jacabr338@outluc.com,108173,3,Aceptable
Robertorubio766@edubus.cal,108180,2,No me convenció del todo
Alfredopreciado296@edubus.cal,108193,2,No lo recomendaría
Alfredopreciado296@edubus.cal,108194,68,Me atendieron bien
roares206@tourket.com,108196,2,No me convenció del todo
roares206@tourket.com,,5,Servicio de primera
roares206@tourket.com,108206,2,Hubo varios problemas
roares206@tourket.com,108208,,
siaypa710@viajesanma.com,108216,1,Completamente decepcionado
sra.8759194@wass.com,108222,4,Buena experiencia en general
,108232,3,Servicio regular
Sr.orta737@tourket.com,108234,4,Bueno
,108236,2,No me convenció del todo
esteban2064919@wass.com,108250,4,Bueno
esteban2064919@wass.com,108251,4,Buena experiencia en general
enrique915368@marmol.com,108255,,
enrique915368@marmol.com,108258,,
enrique915368@marmol.com,108260,1,No vuelvo más
enrique915368@marmol.com,108261,,
,108262,4,Bueno
sedegu570@edubus.cal,108273,,
Marianobatista892@outluc.com,109526,,
sedegu570@edubus.cal,108282,4,Me atendieron bien
ancoro565@wass.com,,,
ancoro565@wass.com,108292,,
,108296,2,Regular
Emiliofranco755@edubus.cal,108305,3,Podría mejorar
tegues747@tourket.com,108313,,
tegues747@tourket.com,108316,,Aceptable
gepota815@tourket.com,108318,,
elflza953@outluc.com,108325,3,Podría mejorar
elflza953@outluc.com,108326,,
gerardo5223348@edubus.cal,108329,73,Hubo varios problemas
gerardo5223348@edubus.cal,108335,,
viarga905@outluc.com,108342,,
viarga905@outluc.com,108347,,
viarga905@outluc.com,108351,4,Bueno
daniela4410812@viajesanma.com,108360,5,Sin duda volveré
sta.3095785@viajesanma.com,108366,4,Bueno
sta.3095785@viajesanma.com,108375,,
pablo8213860@tourket.com,108379,3,Podría mejorar
srvimefl216@tourket.com,108382,49,Hubo varios problemas
srvimefl216@tourket.com,108383,1,Completamente decepcionado
srvimefl216@tourket.com,108387,1,Pésimo
lemuvi793@wass.com,108822,3,Servicio regular
sta.7659466@edubus.cal,108393,,
Sra.agosto600@marmol.com,108874,,
Luzgirón177@edubus.cal,108414,1,Pésimo
Sra.berríos215@outluc.com,108416,,
Sra.berríos215@outluc.com,108418,,
Sra.berríos215@outluc.com,108420,,
,108423,,
josefina2135496@wass.com,108428,,
Evaorta286@edubus.cal,108436,,
Evaorta286@edubus.cal,108441,,Superó mis expectativas
,108641,1,Muy insatisfecho
srcagoal565@marmol.com,108444,4,"Satisfecho, pero hay detalles por mejorar"
srcagoal565@marmol.com,108447,3,Podría mejorar
Ceciliamontes538@edubus.cal,108451,,
rochbe319@tourket.com,108454,,
Oliviaalmanza723@outluc.com,,,
Oliviaalmanza723@outluc.com,108458,1,Pésimo
Oliviaalmanza723@outluc.com,108459,,
,108465,,
,108488,,
Sra.salinas627@viajesanma.com,108489,,
,108504,,
tomás207795@outluc.com,,2,No me convenció del todo
tomás207795@outluc.com,108512,4,"Satisfecho, pero hay detalles por mejorar"
tomás207795@outluc.com,108514,3,Servicio regular
luisa6107945@wass.com,108521,2,Hubo varios problemas
luisa6107945@wass.com,108524,2,No lo recomendaría
luisa6107945@wass.com,108530,3,Podría mejorar
juan3320373@wass.com,108533,2,No lo recomendaría
srmafrpa729@edubus.cal,108534,2,No me convenció del todo
srmafrpa729@edubus.cal,108539,64,Excelente
srmafrpa729@edubus.cal,108541,,
sofia1153676@wass.com,108547,12,Me atendieron bien
srmaelseso170@wass.com,108550,2,Hubo varios problemas
srmaelseso170@wass.com,108552,4,
galova384@marmol.com,108563,3,Podría mejorar
emreol428@viajesanma.com,108574,80,Me atendieron bien
maría521400@edubus.cal,108577,4,"Satisfecho, pero hay detalles por mejorar"
maría521400@edubus.cal,108578,,Regular
maría521400@edubus.cal,108583,3,Servicio regular
maría521400@edubus.cal,108589,,
maría521400@edubus.cal,108591,,
Vicentezambrano665@wass.com,108600,,
,108602,,
Salvadorornelas952@outluc.com,108610,4,Me atendieron bien
,108611,5,Superó mis expectativas
sta.3476599@marmol.com,108615,,
sta.3476599@marmol.com,108616,,
sta.3476599@marmol.com,108620,,
gilomá332@viajesanma.com,108652,4,Me atendieron bien
gilomá332@viajesanma.com,108654,5,Servicio de primera
gilomá332@viajesanma.com,108656,5,Excelente
gilomá332@viajesanma.com,108658,4,"Satisfecho, pero hay detalles por mejorar"
gilomá332@viajesanma.com,108666,3,Servicio regular
gilomá332@viajesanma.com,108667,1,No vuelvo más
salvador7370915@tourket.com,108670,3,Servicio regular
Sra.montañez414@edubus.cal,108678,,
Sra.montañez414@edubus.cal,108681,70,Regular
Marianaocampo526@edubus.cal,108695,1,Pésimo
Raúlcaraballo974@marmol.com,108703,,Muy insatisfecho
igcama698@outluc.com,108725,,
igcama698@outluc.com,108726,3,Aceptable
,108729,,
igcama698@outluc.com,108730,4,"Satisfecho, pero hay detalles por mejorar"
igcama698@outluc.com,108733,,Excelente
igcama698@outluc.com,108734,,
srdaágve105@outluc.com,108749,,
srdaágve105@outluc.com,108750,,
sr.2196934@outluc.com,108754,,
benito4478388@viajesanma.com,108766,1,Completamente decepcionado
Maríacarrillo234@outluc.com,108772,,
Maríacarrillo234@outluc.com,108773,1,No vuelvo más
yolanda6691824@edubus.cal,108778,,
yolanda6691824@edubus.cal,108779,,
yolanda6691824@edubus.cal,108781,21,Aceptable
claudia7289922@wass.com,108783,,
claudia7289922@wass.com,108786,,
Ceciliaporras578@outluc.com,108805,,No me convenció del todo
Ceciliaporras578@outluc.com,108806,,
Rodrigoporras672@edubus.cal,,,Me atendieron bien
Rodrigoporras672@edubus.cal,109198,,
Rodrigoporras672@edubus.cal,109199,,No me convenció del todo
Sr.galindo874@wass.com,109202,4,Me atendieron bien
Sr.galindo874@wass.com,109203,,
manuel5946867@tourket.com,109206,5,Superó mis expectativas
manuel5946867@tourket.com,109207,2,Hubo varios problemas
manuel5946867@tourket.com,109210,21,Buena experiencia en general
cresca507@viajesanma.com,108825,,
cresca507@viajesanma.com,108828,3,Aceptable
Octaviovarela475@tourket.com,108831,4,"Satisfecho, pero hay detalles por mejorar"
alicia5355768@marmol.com,108843,87,Podría mejorar
alicia5355768@marmol.com,108845,5,Muy satisfecho
déurol658@edubus.cal,108853,,
déurol658@edubus.cal,108858,4,Bueno
sta.2751592@wass.com,108864,,Servicio de primera
Sra.agosto600@marmol.com,108872,,
Sra.agosto600@marmol.com,108875,1,Completamente decepcionado
Sra.agosto600@marmol.com,108876,50,Servicio de primera
Marcelaramos215@marmol.com,108878,3,Servicio regular
Marcelaramos215@marmol.com,108879,5,Sin duda volveré
Marcelaramos215@marmol.com,108884,4,Buena experiencia en general
olorde572@outluc.com,108888,5,Muy satisfecho
cacavá434@tourket.com,108891,,
agustín9413325@outluc.com,108899,,
Juanpedraza550@tourket.com,108907,3,Servicio regular
Juanpedraza550@tourket.com,108910,2,
Juanpedraza550@tourket.com,,,
,108918,3,Aceptable
sr.2944225@outluc.com,108931,3,Podría mejorar
sr.2944225@outluc.com,108935,5,Excelente
gubeca477@outluc.com,108939,,
gubeca477@outluc.com,108941,3,"Cumplió con mis expectativas, pero sin destacar"
Fernandocortés200@wass.com,108950,,
magdalena4925484@marmol.com,108957,3,Aceptable
Maríabriseño689@edubus.cal,108977,1,Muy insatisfecho
guillermina8202874@marmol.com,108991,5,Muy satisfecho
sta.4500407@edubus.cal,108998,,
ana8383232@tourket.com,109002,,
ana8383232@tourket.com,109003,,
julia8587147@marmol.com,109020,,
anbaib481@edubus.cal,109024,1,Muy insatisfecho
anbaib481@edubus.cal,109026,,
anbaib481@edubus.cal,109030,,
lilean881@marmol.com,109033,,
lilean881@marmol.com,109038,,Aceptable
lilean881@marmol.com,109045,3,Servicio regular
lilean881@marmol.com,109047,4,"Satisfecho, pero hay detalles por mejorar"
lilean881@marmol.com,109049,4,Me atendieron bien
lilean881@marmol.com,109050,,
lilean881@marmol.com,109051,,
eva118804@edubus.cal,109064,3,Aceptable
jeboro979@edubus.cal,109078,,
Carlosojeda459@marmol.com,109083,4,"Satisfecho, pero hay detalles por mejorar"
josáfu986@viajesanma.com,109088,2,No me convenció del todo
josáfu986@viajesanma.com,109091,1,No vuelvo más
josáfu986@viajesanma.com,109093,,
fesahe371@viajesanma.com,109097,19,"Cumplió con mis expectativas, pero sin destacar"
Josécisneros723@wass.com,109100,,No lo recomendaría
Josécisneros723@wass.com,109101,2,Hubo varios problemas
Josécisneros723@wass.com,109102,,
virava360@viajesanma.com,109104,4,Bueno
virava360@viajesanma.com,109108,2,No me convenció del todo
Sra.sánchez672@outluc.com,109120,3,
Sta.malave268@tourket.com,109125,73,Sin duda volveré
Sta.malave268@tourket.com,109126,,
Sra.orellana543@tourket.com,109140,,
Sra.orellana543@tourket.com,109142,3,"Cumplió con mis expectativas, pero sin destacar"
Sra.orellana543@tourket.com,109144,4,
srjamuag493@wass.com,109149,,
srjamuag493@wass.com,109157,,
lihuar761@wass.com,109160,,
Marcorivas892@edubus.cal,109179,,
Marcorivas892@edubus.cal,109185,4,Bueno
Marcorivas892@edubus.cal,109188,,
,109217,,
davéme730@tourket.com,109236,3,Aceptable
davéme730@tourket.com,109243,3,Podría mejorar
davéme730@tourket.com,109245,5,Excelente
,109250,,Servicio regular
,109251,,
eva9441686@viajesanma.com,109257,4,
eva9441686@viajesanma.com,,,
eva9441686@viajesanma.com,109260,3,
eva9441686@viajesanma.com,109264,,
sra.6950221@viajesanma.com,109275,,
sra.6950221@viajesanma.com,109276,,
mercedes3822908@outluc.com,109277,,No vuelvo más
mercedes3822908@outluc.com,109281,2,Regular
mercedes3822908@outluc.com,109283,,
mercedes3822908@outluc.com,109286,1,Malo
stjucémabá162@viajesanma.com,109305,,
sara6338779@marmol.com,109315,4,Me atendieron bien
sara6338779@marmol.com,,2,No lo recomendaría
débora7320908@marmol.com,109328,,
débora7320908@marmol.com,109329,2,No me convenció del todo
sra.4500247@edubus.cal,109333,,Muy satisfecho
agustín2795217@wass.com,109340,3,Servicio regular
agustín2795217@wass.com,109341,27,Muy insatisfecho
Hugoceja375@edubus.cal,109350,,
Hugoceja375@edubus.cal,109352,2,Regular
anpulu282@wass.com,109354,2,No me convenció del todo
,109363,1,Pésimo
luorgo179@outluc.com,109369,2,No me convenció del todo
luorgo179@outluc.com,109372,3,Servicio regular
Andrésgaray900@outluc.com,109382,5,Servicio de primera
madena289@edubus.cal,109392,,
madena289@edubus.cal,109399,,
raanbu104@tourket.com,109405,,
Ramónolivo117@tourket.com,109420,,
srlairar358@tourket.com,109422,,
srlairar358@tourket.com,109430,2,Regular
stjabesa766@viajesanma.com,109442,,Me atendieron bien
sr.6145544@tourket.com,109447,5,Excelente
sra.6769211@viajesanma.com,109455,,
miáncame917@marmol.com,109457,,Podría mejorar
Timoteobernal673@tourket.com,109466,,
gaaran617@wass.com,109470,1,
sr.6831640@edubus.cal,109477,1,Pésimo
fearro932@outluc.com,109505,,
oleles405@viajesanma.com,109508,,Aceptable
macael784@viajesanma.com,109512,4,Bueno
mayte2631301@marmol.com,109520,5,Excelente
mayte2631301@marmol.com,109522,,
majoágla281@tourket.com,109534,4,"Satisfecho, pero hay detalles por mejorar"
majoágla281@tourket.com,109537,3,"Cumplió con mis expectativas, pero sin destacar"
majoágla281@tourket.com,109538,4,Bueno
racaca290@viajesanma.com,109547,68,Pésimo
racaca290@viajesanma.com,109549,4,Bueno
Salvadorornelas952@outluc.com,110161,,
,109603,4,Bueno
,109633,,
clnasa279@edubus.cal,109635,,Muy satisfecho
Maríagaytán831@marmol.com,109651,1,Malo
graciela5036741@outluc.com,109653,4,Buena experiencia en general
graciela5036741@outluc.com,109654,4,Buena experiencia en general
graciela5036741@outluc.com,109660,2,Regular
Sra.quiñónez498@outluc.com,109663,,
Sta.henríquez142@marmol.com,109665,,
heávsa295@wass.com,109678,5,Muy satisfecho
heávsa295@wass.com,109681,2,No lo recomendaría
Elenareséndez296@wass.com,109788,4,Bueno
Hernánviera459@edubus.cal,109696,,
Hernánviera459@edubus.cal,109697,5,Muy satisfecho
Samuelguzmán612@wass.com,109699,,
julia3066209@outluc.com,109710,1,Muy insatisfecho
julia3066209@outluc.com,109711,,
sta.3720254@tourket.com,109727,,Servicio de primera
sta.3720254@tourket.com,109732,4,Me atendieron bien
Rebecaalicea844@wass.com,109738,3,"Cumplió con mis expectativas, pero sin destacar"
Rebecaalicea844@wass.com,109746,4,Buena experiencia en general
Rebecaalicea844@wass.com,109747,5,Muy satisfecho
,109748,,
Rebecaalicea844@wass.com,109749,2,Regular
jucahece652@tourket.com,109765,1,Pésimo
arpebu706@wass.com,109770,,
arpebu706@wass.com,109773,3,Aceptable
alleoz221@edubus.cal,109774,1,Pésimo
alleoz221@edubus.cal,109775,,
Elenareséndez296@wass.com,109786,,
Esteracuña505@wass.com,109793,,
,109814,1,Pésimo
alcaba134@viajesanma.com,109815,,
Sr.castillo351@edubus.cal,,,
Sr.castillo351@edubus.cal,109822,,
elflza953@outluc.com,109831,3,Servicio regular
Sergioalvarez894@wass.com,109840,1,No vuelvo más
nigajá903@outluc.com,109859,,
sra.6948808@edubus.cal,109863,1,Pésimo
óscezú849@edubus.cal,109871,2,No lo recomendaría
óscezú849@edubus.cal,109874,1,
joesoc738@tourket.com,109886,10,Servicio regular
joesoc738@tourket.com,109889,1,Malo
Eduardoprado743@tourket.com,109892,5,Superó mis expectativas
Salvadorpalacios290@viajesanma.com,109901,5,Sin duda volveré
Salvadorpalacios290@viajesanma.com,109906,,Muy insatisfecho
diego870315@marmol.com,109912,,
Anamiranda688@outluc.com,109934,,
matecolo762@edubus.cal,109936,,
matecolo762@edubus.cal,109937,,
matecolo762@edubus.cal,109941,5,
norma258486@viajesanma.com,109953,,
,109955,2,No lo recomendaría
sta.960821@marmol.com,109958,,
sta.960821@marmol.com,109959,5,Excelente
Carlossedillo934@tourket.com,109968,5,
Carlossedillo934@tourket.com,,2,Regular
Estelapadilla324@wass.com,109982,,
maeutoma963@wass.com,110163,,
Estelapadilla324@wass.com,109988,,
Benjamínchavarría618@marmol.com,109994,5,Excelente
Benjamínchavarría618@marmol.com,109995,,
jehugo860@wass.com,109999,5,Muy satisfecho
jehugo860@wass.com,110000,3,Podría mejorar
aravay153@edubus.cal,,1,Muy insatisfecho
carolina1243398@marmol.com,110004,,
Ceciliaporras578@outluc.com,110011,,
Ceciliaporras578@outluc.com,110012,4,Buena experiencia en general
Ceciliaporras578@outluc.com,110016,3,Servicio regular
,110017,1,Malo
Ceciliaporras578@outluc.com,,,
Ceciliaporras578@outluc.com,110022,,
Juansaldaña674@tourket.com,110025,5,Superó mis expectativas
Juansaldaña674@tourket.com,110026,3,
lorenzo3567443@outluc.com,110036,,
marome841@wass.com,110047,,"Cumplió con mis expectativas, pero sin destacar"
Gerardogranados129@viajesanma.com,110059,3,Podría mejorar
Gerardogranados129@viajesanma.com,110063,1,Pésimo
sra.8832399@viajesanma.com,110071,,
sra.8832399@viajesanma.com,110072,,
,110076,,
mamapa460@viajesanma.com,110081,3,Aceptable
mamapa460@viajesanma.com,110082,,
mamapa460@viajesanma.com,110085,,
berta7261434@outluc.com,110099,,
berta7261434@outluc.com,110101,,Aceptable
berta7261434@outluc.com,110102,3,Aceptable
elsa2531473@wass.com,110119,5,Excelente
srpareul537@tourket.com,110130,1,Malo
jualig422@tourket.com,110133,1,Malo
,110152,,
maeutoma963@wass.com,,,Buena experiencia en general
Sra.alaniz440@outluc.com,110171,5,Excelente
david4168988@wass.com,110177,2,Regular
david4168988@wass.com,110178,,
david4168988@wass.com,110179,3,Aceptable
Silviagutiérrez371@marmol.com,110193,,
teeses724@marmol.com,110203,,
teeses724@marmol.com,110204,,
Antoniapatiño811@marmol.com,110206,2,No me convenció del todo
Antoniapatiño811@marmol.com,110210,,
somaco153@wass.com,110216,,
olivia246956@wass.com,110225,,
olivia246956@wass.com,110227,,
gucovi741@edubus.cal,110235,,Excelente
gucovi741@edubus.cal,110236,71,Buena experiencia en general
margarita5104396@viajesanma.com,110249,1,Pésimo
Ernestogómez420@wass.com,110255,4,Buena experiencia en general
Ernestogómez420@wass.com,110257,4,"Satisfecho, pero hay detalles por mejorar"
Ernestogómez420@wass.com,110259,3,Aceptable
Ernestogómez420@wass.com,,5,Sin duda volveré
Ernestogómez420@wass.com,110263,5,Sin duda volveré
Ernestogómez420@wass.com,110265,1,Malo
Sta.acevedo242@tourket.com,110279,3,"Cumplió con mis expectativas, pero sin destacar"
Sra.pineda330@outluc.com,110303,4,Me atendieron bien
Sra.pineda330@outluc.com,110305,,
Guadalupegracia236@viajesanma.com,110320,,
Guadalupegracia236@viajesanma.com,110321,,
isabela9927916@edubus.cal,110331,3,"Cumplió con mis expectativas, pero sin destacar"
isabela9927916@edubus.cal,110334,5,Servicio de primera
isabela9927916@edubus.cal,110337,,
lugafi704@outluc.com,111020,,
cltrpu724@marmol.com,110345,,
pedro7959605@tourket.com,110355,,
pedro7959605@tourket.com,110358,,
Maytequesada714@outluc.com,110366,3,Servicio regular
Maytequesada714@outluc.com,110369,2,Regular
Maytequesada714@outluc.com,110372,4,"Satisfecho, pero hay detalles por mejorar"
,110373,,
Soniabustamante233@outluc.com,110376,,
Soniabustamante233@outluc.com,110379,2,Regular
,110384,2,Regular
elnavi874@viajesanma.com,110389,,
elnavi874@viajesanma.com,110398,1,Completamente decepcionado
,110406,,
daniel207325@outluc.com,110414,,
Salvadorpalacios290@viajesanma.com,110427,86,Aceptable
masaor254@tourket.com,110441,5,Sin duda volveré
misace289@edubus.cal,110443,5,Excelente
misace289@edubus.cal,110444,,
misace289@edubus.cal,110445,,
Albertocervantes264@tourket.com,110447,2,Regular
Albertocervantes264@tourket.com,110449,1,No vuelvo más
Albertocervantes264@tourket.com,110450,4,"Satisfecho, pero hay detalles por mejorar"
Albertocervantes264@tourket.com,110454,5,Sin duda volveré
marega244@viajesanma.com,110460,2,No lo recomendaría
sra.6018665@marmol.com,110481,1,Malo
Sta.henríquez142@marmol.com,110487,,No lo recomendaría
Sta.henríquez142@marmol.com,110489,4,Me atendieron bien
crarsa817@tourket.com,110510,2,No me convenció del todo
crarsa817@tourket.com,110512,5,Servicio de primera
crarsa817@tourket.com,110515,1,Pésimo
crarsa817@tourket.com,110516,68,"Satisfecho, pero hay detalles por mejorar"
crarsa817@tourket.com,110519,,
sta.8763316@tourket.com,110529,1,No vuelvo más
sta.8763316@tourket.com,110530,1,
Sra.salcido135@marmol.com,110536,,
viarga905@outluc.com,110537,4,Me atendieron bien
srinmoca501@viajesanma.com,110551,89,Aceptable
srinmoca501@viajesanma.com,110553,1,Malo
srinmoca501@viajesanma.com,110555,4,"Satisfecho, pero hay detalles por mejorar"
Santiagobeltrán904@wass.com,110564,2,Hubo varios problemas
Santiagobeltrán904@wass.com,110567,37,Excelente
Santiagobeltrán904@wass.com,110569,,Pésimo
Santiagobeltrán904@wass.com,110572,,
Sta.collado409@viajesanma.com,110576,,
Sta.collado409@viajesanma.com,110580,,
Sta.collado409@viajesanma.com,110581,3,Servicio regular
Sta.collado409@viajesanma.com,110583,,
Sergiolira940@edubus.cal,110618,1,Pésimo
désear406@viajesanma.com,110648,,
Virginianava347@marmol.com,110629,3,Servicio regular
Virginianava347@marmol.com,110630,,
Virginianava347@marmol.com,110631,4,Buena experiencia en general
désear406@viajesanma.com,110644,,
désear406@viajesanma.com,110650,,
jomameca767@tourket.com,110660,1,No vuelvo más
teeses724@marmol.com,110665,,
,110666,,
Sr.vigil856@tourket.com,110667,,Buena experiencia en general
lucas502779@wass.com,110671,,
lucas502779@wass.com,110672,,
lucas502779@wass.com,110673,3,Podría mejorar
reina3395191@tourket.com,110679,1,Completamente decepcionado
sta.9270840@edubus.cal,111252,2,No me convenció del todo
josáfu986@viajesanma.com,,2,Regular
josáfu986@viajesanma.com,,3,
josáfu986@viajesanma.com,110693,2,No me convenció del todo
josáfu986@viajesanma.com,,3,Servicio regular
josáfu986@viajesanma.com,110695,4,Buena experiencia en general
ernesto3883537@tourket.com,110714,1,No vuelvo más
ernesto3883537@tourket.com,110717,2,No me convenció del todo
ernesto3883537@tourket.com,110722,3,Aceptable
mevaqu305@wass.com,110728,,
sofice903@outluc.com,110730,,
emilio4033670@edubus.cal,110736,4,"Satisfecho, pero hay detalles por mejorar"
emilio4033670@edubus.cal,110741,4,Bueno
stmatini267@marmol.com,110742,5,Sin duda volveré
raregu307@viajesanma.com,110763,,
,110769,,
timoteo3232386@tourket.com,110777,1,Muy insatisfecho
jugasi311@tourket.com,110784,1,No vuelvo más
jugasi311@tourket.com,110789,5,Muy satisfecho
,110798,4,"Satisfecho, pero hay detalles por mejorar"
Sr.ávalos839@tourket.com,110810,,
sralpeme481@marmol.com,110815,4,Bueno
alvéro439@tourket.com,110821,4,Buena experiencia en general
alvéro439@tourket.com,110830,,
alvéro439@tourket.com,110831,5,Servicio de primera
,110849,5,
esfrar113@viajesanma.com,110853,1,Malo
esfrar113@viajesanma.com,110854,4,Me atendieron bien
jojati469@edubus.cal,110855,1,No vuelvo más
jojati469@edubus.cal,,,
jojati469@edubus.cal,110860,,Servicio de primera
jojati469@edubus.cal,110861,4,"Satisfecho, pero hay detalles por mejorar"
Gonzalosolano276@edubus.cal,110866,1,Pésimo
Mariogastélum767@tourket.com,110870,5,Sin duda volveré
pealmi476@tourket.com,110926,,
coceja218@marmol.com,110886,2,Hubo varios problemas
guluur621@wass.com,110888,,
Estelameraz510@edubus.cal,110891,,Muy satisfecho
Javiertijerina930@wass.com,110895,,
Dianavergara671@edubus.cal,110900,3,Podría mejorar
lola114224@tourket.com,110914,1,
tenial845@viajesanma.com,110922,,
pealmi476@tourket.com,110925,1,Pésimo
gilomá332@viajesanma.com,110943,5,Servicio de primera
gilomá332@viajesanma.com,110945,5,Muy satisfecho
mapaap566@tourket.com,110947,,
cafiol606@tourket.com,,,
lumiorse429@viajesanma.com,,,
lumiorse429@viajesanma.com,110963,3,"Cumplió con mis expectativas, pero sin destacar"
lumiorse429@viajesanma.com,110966,,
lumiorse429@viajesanma.com,110968,,
sr.2027256@outluc.com,110975,4,Bueno
sta.9055871@edubus.cal,110983,,
sta.9055871@edubus.cal,110985,66,Muy insatisfecho
Ignacioceja226@viajesanma.com,110992,3,Aceptable
srjocapr712@wass.com,110993,1,Muy insatisfecho
srjocapr712@wass.com,110994,,
srjocapr712@wass.com,110999,,
srjocapr712@wass.com,111005,,
Sra.figueroa879@viajesanma.com,111013,4,Me atendieron bien
,111014,1,Pésimo
lugafi704@outluc.com,111032,,
frques693@marmol.com,111041,,
frques693@marmol.com,111042,3,Aceptable
