id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,clase,escalas
148472,,,,,Disponible,0,sta.4185906@viajes.cl,Huelva,Majadahonda,40,3655,186000,Turkish Airlines,2026-07-17,2026-12-16,Primera clase,
121014,63714,2025-11-17,676000,4,No disponible,676,sta.4757439@viajes.cl,El Prat de LLobregat,Paterna,95,3665,169000,Renfe,2026-09-06,2026-09-08,,
106904,60657,2025-02-06,78000,2,No disponible,78,sta.6273940@viajes.cl,Dos Hermanas,Rivas-Vaciamadrid,36,363,39000,Alsa,2026-09-10,2026-09-10,,{}
137642,65403,2025-06-18,333000,3,No disponible,333,sta.6665708@viajes.cl,Córdoba,Barcelona,83,742,111000,American Airlines,2025-12-22,2025-12-22,,{Albacete}
120737,62963,2025-05-19,678000,6,No disponible,678,sta.6708100@viajes.cl,Torrejón de Ardoz,,50,513,113000,Damas,2026-11-29,2026-11-29,,{}
130605,59339,2025-10-28,212000,4,No disponible,212,sta.9844799@viajes.cl,Zamora,Majadahonda,47,296,53000,FlixBus,2026-01-06,2026-01-06,,{}
90434,61560,2025-02-14,144000,1,No disponible,144,stfrlega769@viajes.cl,Gijón,El Prat de LLobregat,30,1917,144000,,2025-10-30,2025-10-31,,{}
149481,,,,,Disponible,0,sthemagi384@viajes.cl,Hospitalet de LLobregat,Salamanca,56,2566,292000,Deutsche Bahn (DB),2026-05-28,2026-09-11,,{}
144975,,,,,Disponible,0,sthoraga190@viajes.cl,Murcia,Valencia,48,1933,112000,FlixBus,2026-02-16,,,{}
99813,63999,2025-02-24,790000,10,No disponible,790,stjarabe770@viajes.cl,Santander,Benidorm,19,1400,79000,VR (Finlandia),2025-09-14,2025-09-14,,{}
100769,59153,2025-04-25,2106000,6,No disponible,2106,stjopoal797@viajes.cl,Cornellá de Llobregat,,30,2971,351000,CP (Portugal),2026-08-12,2026-08-14,,{}
130300,59031,2025-06-04,280000,5,No disponible,280,stmiarze996@viajes.cl,Valladolid,Oviedo,40,2425,56000,Buses Ahumada,2026-01-01,2026-01-02,,{}
149431,,,,,Disponible,0,stroseal875@viajes.cl,San Sebastían de los Reyes,Ferrol,2,2387,250000,SBB (Suiza),2025-08-10,2025-11-17,,{}
131833,56391,2025-05-08,1068000,6,No disponible,1068,teodoro2026565@viajes.cl,Gandía,La Línea de la Concepción,39,3484,178000,Greyhound,2025-06-21,2025-06-23,,{}
97642,61339,2025-09-14,796000,4,No disponible,796,teodoro6192309@viajes.cl,,Pamplona,,3936,199000,Alsa,2025-10-10,2025-10-12,,{}
148834,,,,,Disponible,0,teveba618@viajes.cl,,Toledo,20,336,16000,VRZ (Croacia),2026-09-19,2026-10-03,,{}
100758,66512,2025-04-25,1064000,7,No disponible,1064,timoteo6843858@viajes.cl,Hospitalet de LLobregat,Arrecife,42,1322,152000,Flecha Bus,2025-08-09,2025-08-09,,{}
100286,61770,2025-02-09,436000,4,No disponible,436,veorpa980@viajes.cl,Bilbao,Lugo,30,1419,109000,Alsa,2025-08-05,2025-08-05,,{}
149502,,,,,Disponible,0,viresa520@viajes.cl,Vitoria,Marbella,80,1648,94000,Eurostar,2025-03-27,2025-06-03,,{}
149421,,,,,Disponible,0,vivimi661@viajes.cl,Sagunto,El Puerto de Santa María,64,3973,333000,Trenitalia,2026-03-06,2026-08-18,,{}
146319,,,,,Disponible,0,vípama583@viajes.cl,Hospitalet de LLobregat,,37,2552,178000,Buses Bio Bio,2026-11-18,,,{}
130485,62710,2026-04-11,132000,1,No disponible,132,óscar5982119@viajes.cl,Alcalá de Henares,Viladecans,38,950,132000,Condor Bus,2026-09-03,2026-09-03,,{}
108397,65111,2025-06-17,585000,9,No disponible,585,óscar9962637@viajes.cl,Lugo,Paterna,7,1234,65000,Emirates,2025-08-01,2025-08-01,,
129022,60252,2025-07-14,325000,5,No disponible,325,ósheza630@viajes.cl,Bilbao,Gijón,60,1975,65000,Italo,2025-10-28,2025-10-29,,{}
134928,61241,2026-04-27,597000,3,No disponible,597,Alejandromolina571@viajes.cl,Guadalajara,Mijas,49,2325,199000,Futura,2026-08-26,2026-08-27,,
88354,57771,2025-01-26,490000,5,No disponible,490,Alejandroserrato929@viajes.cl,Salamanca,Lérida,72,2657,98000,ZFBH (Bosnia y Herzegovina),2025-06-14,2025-06-15,,{}
81239,61734,2025-07-17,1010000,5,No disponible,1010,Alfredobenavídez720@viajes.cl,Arrecife,Orihuela,18,2647,202000,Thalys,2025-08-27,2025-08-28,,{}
112707,61370,2026-08-17,316000,2,No disponible,316,Amaliaadame525@viajes.cl,Roquetas de Mar,,19,2821,158000,HŽ (Croacia),2026-09-10,,,{}
116254,55785,2025-02-23,254000,2,No disponible,254,Amaliaquintana437@viajes.cl,Sagunto,Guadalajara,35,2250,127000,Andesmar,2025-11-03,2025-11-04,,{}
117933,64156,2025-01-07,819000,7,No disponible,819,Andreatrujillo333@viajes.cl,Sabadell,Collado Villalba,27,452,117000,ÖBB (Austria),2025-05-07,,,{}
148828,,,,,Disponible,0,Benitocardona170@viajes.cl,Fuenlabrada,,81,2649,145000,SBB (Suiza),2026-09-26,2027-01-14,,{}
91619,66121,2025-04-30,102000,1,No disponible,102,Benitoterán216@viajes.cl,Palma de Mallorca,Cartagena,62,1882,102000,ZSSK (Eslovaquia),2025-06-08,2025-06-09,,{}
144936,,,,,Disponible,0,Benjamínloya261@viajes.cl,San Cristróbal de la Laguna,Gandía,39,3298,120000,BoltBus,2026-04-30,,,
113994,62047,2025-08-06,35000,1,No disponible,35,Bernardoelizondo645@viajes.cl,,Cartagena,21,310,35000,CP (Portugal),2025-08-11,2025-08-11,,{}
96400,63183,2025-02-05,1602000,9,No disponible,1602,Bertaolivares743@viajes.cl,Santiago de Compostela,Sagunto,32,3791,178000,ETN Turistar,2025-04-19,2025-04-21,,{}
142011,64267,2025-01-15,588000,7,No disponible,588,Carlavega155@viajes.cl,Tarrasa,Mérida,49,785,84000,ÖBB (Austria),2025-02-23,2025-02-23,,{}
103144,63675,2025-03-29,864000,8,No disponible,864,Carlosrosales796@viajes.cl,Alcalá de Guadaira,Linares,98,1973,108000,ŽFBH (Bosnia y Herzegovina),2025-12-30,2025-12-31,,
145153,,,,,Disponible,0,Catalinasalcido382@viajes.cl,León,Sanlúcar de Barrameda,38,2552,180000,Futura,2026-03-15,,,{}
103821,59201,2025-03-30,1768000,8,No disponible,1768,Clarasalas217@viajes.cl,Santa Lucía de Tirajana,,80,2803,221000,Renfe,2025-07-15,2025-07-16,,{}
149894,,,,,Disponible,0,Clementedelacrúz671@viajes.cl,Majadahonda,Zamora,67,2314,191000,NSB (Noruega),2026-02-21,2026-05-28,,{}
142131,63280,2025-08-03,1008000,8,No disponible,1008,Concepcióncabrera224@viajes.cl,Granollers,Viladecans,48,757,126000,JetSur,2026-08-14,2026-08-14,,{}
144841,,,,,Disponible,0,Danielacandelaria184@viajes.cl,Getafe,Pamplona,37,2999,130000,Buses Ahumada,2025-07-11,,,{}
149303,,,,,Disponible,0,Dianamontero898@viajes.cl,Pamplona,Arrecife,1,3582,309000,Amtrak,2025-07-04,2025-11-30,,{}
115918,55813,2025-02-21,837000,9,No disponible,837,Déboraduran581@viajes.cl,Orihuela,Paterna,31,2560,93000,Socibus,2025-02-23,2025-02-24,,{}
136324,57622,2026-02-23,568000,4,No disponible,568,Elisarobles267@viajes.cl,Santa Lucía de Tirajana,Avilés,40,3955,142000,ETN Turistar,2026-10-12,2026-10-14,,{}
83944,59252,2025-09-13,732000,4,No disponible,732,Enriqueochoa292@viajes.cl,Rubí,Málaga,17,2568,183000,NSB (Noruega),2026-05-21,2026-05-22,,{}
100182,62819,2025-12-03,219000,3,No disponible,219,Esperanzacandelaria990@viajes.cl,La Línea de la Concepción,San Sebastián,50,3377,73000,Andesmar,2026-03-19,2026-03-21,,{}
102742,55806,2025-06-14,582000,6,No disponible,582,Esperanzapacheco849@viajes.cl,Madrid,Almería,41,4099,97000,Primera Plus,2025-12-08,2025-12-10,,{}
142862,66278,2025-01-17,234000,2,No disponible,234,Esperanzasegura621@viajes.cl,Mollet del Vallés,Viladecans,32,2141,117000,BoltBus,2025-05-03,2025-05-04,,{}
79203,60119,2025-02-02,721000,7,No disponible,721,Estelasauceda957@viajes.cl,Cáceres,Cuenta,44,2332,103000,ETN Turistar,2026-04-11,2026-04-12,,{}
88038,65690,2025-06-21,513000,9,No disponible,513,Fernandodelao340@viajes.cl,Ponferrada,Alcoy,92,600,57000,CP (Portugal),2025-12-08,2025-12-08,,{}
146853,,,,,Disponible,0,Florenciaestrada212@viajes.cl,Marbella,Arrecife,38,2265,197000,BoltBus,2025-07-15,,,{}
111755,55573,2026-06-05,160000,2,No disponible,160,Franciscaabeyta645@viajes.cl,Ávila,Las Palmas de Gran Canaria,,1985,80000,RZD (Rusia),2026-11-27,2026-11-28,,{}
86348,62038,2025-04-22,1328000,8,No disponible,1328,Franciscocorrales261@viajes.cl,Inca,San Cristróbal de la Laguna,42,3820,166000,Plusmar,2026-07-01,2026-07-03,,
114651,64183,2025-01-16,2196000,9,No disponible,2196,Franciscogranado910@viajes.cl,Guadalajara,Toledo,70,2449,244000,NS International,2025-03-23,2025-03-24,,{}
139254,61962,2025-04-15,112000,8,No disponible,112,Germánsuárez277@viajes.cl,Las Palmas de Gran Canaria,Jerez de la Frontera,45,205,14000,Greyhound,2025-11-17,2025-11-17,,{}
148817,,,,,Disponible,0,Gilbertoramón421@viajes.cl,Orense,Santiago de Compostela,76,4319,229000,Nederlandse Sp,2026-07-31,2027-01-26,,{}
105611,58787,2025-02-01,234000,3,No disponible,234,Horaciomondragón671@viajes.cl,Ferrol,Gandía,38,316,78000,El Rápido Internacional,2025-02-13,2025-02-13,,{}
117179,59784,2025-04-21,1242000,9,No disponible,1242,Hugoballesteros708@viajes.cl,Sevilla,Jerez de la Frontera,31,2756,138000,,2025-05-11,2025-05-12,,
149739,,,,,Disponible,0,Ignacioordóñez826@viajes.cl,Logroño,Salamanca,61,2876,140000,Eurostar,2026-09-04,2027-01-01,,{}
84530,59697,2026-03-18,906000,6,No disponible,906,Isabelabarrera904@viajes.cl,Badalona,Badalona,5,3352,151000,SNCB (Bélgica),2026-08-30,,,{}
93518,59538,2025-05-02,1085000,5,No disponible,1085,Javiergodínez122@viajes.cl,Torrejón de Ardoz,Rubí,13,2240,217000,ŽSSK (Eslovaquia),2025-08-26,2025-08-27,,{}
97483,61666,2025-04-06,567000,9,No disponible,567,Jerónimocorrales854@viajes.cl,Orihuela,Hospitalet de LLobregat,50,2588,63000,Socibus,2026-07-10,2026-07-11,,{}
108809,65286,2025-01-25,720000,6,No disponible,720,Josefinabarrios725@viajes.cl,,,35,571,120000,Flecha Bus,2026-02-22,2026-02-22,,{}
145895,,,,,Disponible,0,Lauraguillen164@viajes.cl,Logroño,Sagunto,35,943,94000,Condor Bus,2025-10-28,,,{}
145591,,,,,Disponible,0,Lucastrujillo461@viajes.cl,Valdemoro,Ferrol,31,3926,57000,Via Bariloche,2026-09-27,,,{}
126875,59078,2025-11-13,282000,1,No disponible,282,Magdalenabrito986@viajes.cl,Cartagena,Fuenlabrada,49,3578,282000,ŽFBH (Bosnia y Herzegovina),2026-07-04,2026-07-06,,{}
126873,65216,2025-10-19,792000,8,No disponible,792,Marcelajaimes783@viajes.cl,Arrecife,Sabadell,41,1822,99000,Condor Bus,2026-02-17,2026-02-18,,{}
110238,64920,2026-01-16,153000,1,No disponible,153,Marianozelaya465@viajes.cl,Zamora,,7,425,153000,Nederlandse Sp,2026-04-10,2026-04-10,,{}
132761,65567,2025-01-02,822000,2,No disponible,822,Mariluvaldez369@viajes.cl,Jerez de la Frontera,La Coruña,85,4224,411000,AVE,2025-01-29,2025-01-31,,{}
107168,55812,2025-02-01,131000,1,No disponible,131,Maríabecerra494@viajes.cl,La Coruña,Barcelona,1,3075,131000,SJ (Suecia),2026-03-26,2026-03-28,,{}
143692,56836,2025-03-08,895000,5,No disponible,895,Maríadelvalle249@viajes.cl,Paterna,Estepona,42,1764,179000,ZS (Eslovenia),2025-03-16,2025-03-17,,{}
103626,66624,2025-02-06,846000,9,No disponible,846,Maríadomínguez453@viajes.cl,Santa Coloma de Gramanet,León,33,748,94000,Chevallier,2026-09-23,2026-09-23,,{}
145271,,,,,Disponible,0,Salvadorrael871@viajes.cl,Ponferrada,Gandía,49,3769,177000,Flecha Bus,2025-12-06,,,{}
116234,57997,2025-07-19,440000,5,No disponible,440,Ramirocontreras288@viajes.cl,Guadalajara,,5,1615,88000,Amtrak,2026-08-09,2026-08-10,,{}
148962,,,,,Disponible,0,Ramonaacevedo828@viajes.cl,Castellón de la Plana,Pamplona,78,1799,130000,MÁV (Hungría),2026-05-14,2026-07-27,,{}
110152,64468,2025-12-21,300000,3,No disponible,300,Ramónabeyta326@viajes.cl,Dos Hermanas,Lorca,,3344,100000,Chevallier,2026-10-12,2026-10-14,,{}
134524,66485,2025-01-09,329000,7,No disponible,329,Ramóncedillo274@viajes.cl,Burgos,Madrid,44,421,47000,Plusmar,2025-01-15,,,
135162,64443,2025-02-02,1624000,8,No disponible,1624,Robertobarragán763@viajes.cl,Coslada,,73,4065,203000,SBB (Suiza),2025-03-31,2025-04-02,,{}
144615,,,,,Disponible,0,Rociogrijalva411@viajes.cl,Sevilla,Alcalá de Guadaira,47,1062,97000,Buses Bio Bio,2026-07-02,,,{}
92671,56790,2025-07-18,414000,3,No disponible,414,Rosaceballos545@viajes.cl,Logroño,,65,2277,138000,PKP (Polonia),2026-05-13,2026-05-14,,{}
134850,56918,2025-12-18,711000,9,No disponible,711,Salvadornevárez763@viajes.cl,Pamplona,Cáceres,50,3435,79000,El Rápido Internacional,2026-10-05,2026-10-07,,{}
118018,60246,2025-08-12,560000,10,No disponible,560,Silviaarreola496@viajes.cl,Santa Lucía de Tirajana,Oviedo,83,417,56000,ŽFBH (Bosnia y Herzegovina),2026-08-19,2026-08-19,,{}
131725,60855,2025-05-16,234000,2,No disponible,234,Soniaquesada509@viajes.cl,San Sebastián,Paterna,38,1836,117000,Socibus,2025-11-02,2025-11-03,,{}
138937,64071,2025-01-01,994000,7,No disponible,994,Sr.márquez121@viajes.cl,Collado Villalba,Algeciras,47,4264,142000,Flecha Bus,2025-02-16,2025-02-18,,{}
81723,61555,2025-01-05,1110000,10,No disponible,1110,Sr.ontiveros442@viajes.cl,Cáceres,Barcelona,,1126,111000,ETN Turistar,2025-03-26,2025-03-26,,{}
108453,57898,2025-02-28,167000,1,No disponible,167,Sr.orta582@viajes.cl,,Elche,43,4038,167000,Primera Plus,2025-03-12,2025-03-14,,{}
104737,59573,2025-04-03,560000,8,No disponible,560,Sr.reynoso806@viajes.cl,Parla,León,9,1008,70000,Nederlandse Sp,2025-04-11,2025-04-11,,{}
120934,56341,2025-04-29,168000,1,No disponible,168,Sr.tovar378@viajes.cl,Sagunto,Cádiz,40,2925,168000,Avanza,2026-02-16,2026-02-18,,{}
81381,56166,2025-03-05,280000,5,No disponible,280,Sra.banda816@viajes.cl,Benalmádena,Córdoba,35,1203,56000,RZD (Rusia),2025-10-25,2025-10-25,,{}
139863,63265,2025-06-21,1184000,8,No disponible,1184,Sra.girón712@viajes.cl,Gerona,El Ejido,57,3349,148000,Thalys,2026-08-18,2026-08-20,,{}
88578,63314,2025-09-04,465000,5,No disponible,465,Sra.gómez556@viajes.cl,Alcoy,Alicante,33,2623,93000,JetSur,2026-09-06,2026-09-07,,{}
79652,56145,2025-03-01,348000,4,No disponible,348,Sra.lozano349@viajes.cl,Cáceres,Jerez de la Frontera,34,4166,87000,FlixBus,2025-12-21,2025-12-23,,{}
148463,,,,,Disponible,0,Sra.munguía627@viajes.cl,Getafe,Ciudad Real,92,2170,248000,Singapore Airlines,2025-03-31,2025-06-29,,"{Avilés,Parla,Ponferrada,Calahorra,Zaragoza}"
145440,,,,,Disponible,0,Sra.toro255@viajes.cl,Fuenlabrada,Torrevieja,33,2001,75000,,2025-10-21,,,{}
123976,63579,2025-07-06,1395000,9,No disponible,1395,Sta.garibay963@viajes.cl,Cerdañola del Vallés,Sanlúcar de Barrameda,34,3925,155000,Estrella Roja,2026-02-17,,,{}
135351,57529,2025-01-19,175000,1,No disponible,175,Sta.quintanilla829@viajes.cl,Granada,Granollers,36,3670,175000,Socibus,2025-12-26,2025-12-28,,{}
112567,63462,2025-07-04,428000,2,No disponible,428,Teresagálvez741@viajes.cl,Gandía,El Ejido,82,2636,214000,VRZ (Croacia),2025-10-02,,,{}
141706,64376,2025-03-19,432000,8,No disponible,432,Timoteoorellana761@viajes.cl,Viladecans,Orihuela,34,4164,54000,Turbus,2025-04-29,2025-05-01,,{}
90852,58421,2025-06-25,960000,5,No disponible,960,adbebé714@viajes.cl,Torrelavega,Pozuelo de Alarcón,48,1314,192000,Crucero del Norte,2025-09-17,2025-09-17,,{}
79306,66471,2025-04-27,3015000,9,No disponible,3015,agvaro886@viajes.cl,Puertollano,Badalona,4,3621,335000,ZFBH (Bosnia y Herzegovina),2026-09-01,2026-09-03,,{}
102704,55784,2025-06-29,1070000,10,No disponible,1070,alejandra1046907@viajes.cl,Alcorcón,Oviedo,71,2880,107000,,2025-07-13,2025-07-15,,{}
136973,56259,2025-01-31,1134000,9,No disponible,1134,alejandra9343406@viajes.cl,Orihuela,Dos Hermanas,5,2711,126000,ŽSSK (Eslovaquia),2025-02-27,2025-02-28,,{}
114469,58163,2025-09-22,286000,2,No disponible,286,alicia3200638@viajes.cl,,Sagunto,91,1597,143000,BDZ (Bulgaria),2026-11-26,2026-11-27,,{}
113053,62459,2025-06-22,981000,9,No disponible,981,altare803@viajes.cl,Leganés,Majadahonda,44,499,109000,Estrella Roja,2026-04-28,,,{}
138387,62236,2026-02-26,764000,4,No disponible,764,amalqu651@viajes.cl,Molina de Segura,Chiclana de la Frontera,76,1634,191000,VRZ (Croacia),2026-06-02,2026-06-03,,{}
126491,58294,2025-01-11,183000,3,No disponible,183,ana1243422@viajes.cl,Valladolid,Burgos,45,1258,61000,Megabus,2026-06-03,2026-06-03,,{}
98768,60347,2026-05-10,1521000,9,No disponible,1521,ana6425378@viajes.cl,Mérida,Fuenlabrada,46,3225,169000,AVE,2026-06-18,2026-06-20,,{}
78989,59953,2025-04-20,255000,3,No disponible,255,anpubl651@viajes.cl,Sevilla,Lugo,88,2791,85000,ŽSSK (Eslovaquia),2025-04-27,2025-04-28,,{}
82241,63258,2025-02-11,936000,8,No disponible,936,anrove982@viajes.cl,Castellón de la Plana,,39,2293,117000,Primera Plus,2026-03-06,2026-03-07,,{}
126913,62411,2025-01-17,2272000,8,No disponible,2272,antonia3604496@viajes.cl,Palencia,Zamora,34,3386,284000,ZSSK (Eslovaquia),2025-02-24,2025-02-26,,{}
83773,56330,2026-03-12,400000,10,No disponible,400,arbagu510@viajes.cl,Ferrol,Cádiz,8,837,40000,Deutsche Bahn (DB),2026-04-19,2026-04-19,,{}
129871,59965,2026-02-19,238000,2,No disponible,238,baabpa755@viajes.cl,Santander,Jaén,50,3704,119000,FlixBus,2026-07-07,2026-07-09,,{}
149682,,,,,Disponible,0,bebofa924@viajes.cl,Fuenlabrada,Pontevedra,64,1104,126000,ŽSSK (Eslovaquia),2026-02-23,2026-04-10,,{}
80610,60566,2026-03-12,176000,2,No disponible,176,cariec163@viajes.cl,Benalmádena,Talavera de la Reina,39,1026,88000,Plusmar,2026-05-18,2026-05-18,,{}
85073,62952,2025-05-21,354000,3,No disponible,354,carmen8365423@viajes.cl,Huelva,Inca,34,1832,118000,Buses Nilahue,2025-07-14,2025-07-15,,{}
136380,61337,2025-10-17,1062000,9,No disponible,1062,caulbe408@viajes.cl,El Ejido,Molina de Segura,14,737,118000,Deutsche Bahn (DB),2025-10-25,,,{}
105351,58584,2025-04-20,1134000,9,No disponible,1134,clara7771923@viajes.cl,Gecho,Granollers,41,1755,126000,Qantas,2026-02-02,2026-02-03,Clase ejecutiva,
101849,65934,2025-02-05,426000,2,No disponible,426,claudio6619751@viajes.cl,Sevilla,Mijas,74,3911,213000,ŽFBH (Bosnia y Herzegovina),2025-11-10,2025-11-12,,{}
149807,,,,,Disponible,0,clcava986@viajes.cl,,Telde,97,238,77000,HŽ (Croacia),2026-08-27,2026-09-05,,{}
135645,64522,2025-02-10,1580000,10,No disponible,1580,clgues154@viajes.cl,,Badalona,46,4307,158000,Alsa,2026-05-02,2026-05-04,,{}
119920,58844,2025-01-01,984000,6,No disponible,984,coheca878@viajes.cl,Albacete,Orense,68,1918,164000,Thalys,2025-04-12,,,{}
80056,56366,2025-03-17,3101000,7,No disponible,3101,crnách772@viajes.cl,San Sebastián,Fuenlabrada,96,4052,443000,CP (Portugal),2025-04-16,2025-04-18,,{}
145359,,,,,Disponible,0,cébahu990@viajes.cl,Torrejón de Ardoz,Santa Cruz de Tenerife,34,4033,83000,Buses Bio Bio,2026-04-04,,,{}
92384,62963,2026-04-20,834000,6,No disponible,834,daabca985@viajes.cl,Sagunto,Gecho,,3266,139000,ETN Turistar,2026-10-10,2026-10-12,,{}
136460,57941,2026-02-10,250000,5,No disponible,250,dapicó253@viajes.cl,Tarrasa,Collado Villalba,35,4116,50000,Buses Romani,2026-06-20,2026-06-22,,{}
94437,63977,2025-07-10,2682000,9,No disponible,2682,david6622548@viajes.cl,,Sanlúcar de Barrameda,99,2557,298000,Italo,2026-03-02,2026-03-03,,{}
81176,63161,2025-03-31,655000,5,No disponible,655,docafr798@viajes.cl,Badalona,,29,1756,131000,Renfe,2025-10-18,2025-10-19,,{}
145672,,,,,Disponible,0,edpame371@viajes.cl,Algeciras,San Cristróbal de la Laguna,,1169,189000,Megabus,2026-08-14,,,{}
149307,,,,,Disponible,0,elanpu412@viajes.cl,Badajoz,Zaragoza,90,3337,299000,NS International,2025-05-23,2025-10-09,,{}
103521,59538,2025-02-20,1590000,10,No disponible,1590,elbáro341@viajes.cl,Tarrasa,Málaga,49,1447,159000,Primera Plus,2025-05-14,2025-05-15,,
89857,56509,2025-01-07,310000,5,No disponible,310,elhuna946@viajes.cl,Granada,Palma de Mallorca,37,2469,62000,Futura,2026-01-24,2026-01-25,,{}
99180,61299,2025-01-01,6000,1,No disponible,6,elrofl393@viajes.cl,Toledo,Lugo,40,361,6000,SBB (Suiza),2025-01-12,2025-01-12,,{}
134667,63839,2025-11-04,900000,10,No disponible,900,elsaam871@viajes.cl,Molina de Segura,Torrejón de Ardoz,8,1820,90000,Emirates,2026-01-09,2026-01-10,Clase ejecutiva,
103957,61682,2025-03-27,270000,3,No disponible,270,esguol423@viajes.cl,San Sebastían de los Reyes,San Sebastián,38,3933,90000,Socibus,2026-05-30,2026-06-01,,{}
146076,,,,,Disponible,0,esorru560@viajes.cl,Fuenlabrada,Alcobendas,50,1156,193000,Buses Ahumada,2026-03-03,,,{}
136881,61098,2025-01-20,100000,1,No disponible,100,esteban6674342@viajes.cl,Santa Coloma de Gramanet,Gerona,44,2798,100000,Buses Ahumada,2026-08-09,,,{}
144671,,,,,Disponible,0,estela3886133@viajes.cl,Torrejón de Ardoz,Ceuta,39,2009,119000,Monbus,2026-05-09,,,{}
79515,65191,2025-03-14,2160000,6,No disponible,2160,fedosá946@viajes.cl,Estepona,Estepona,75,2904,360000,SJ (Suecia),2026-06-07,2026-06-09,,{}
104998,60627,2025-05-16,810000,6,No disponible,810,francisca1691995@viajes.cl,Valencia,Reus,34,539,135000,EME Bus,2026-04-13,2026-04-13,,{}
95658,66147,2025-03-22,1190000,7,No disponible,1190,frbuco604@viajes.cl,,Majadahonda,,1907,170000,Pullman Bus,2026-05-02,2026-05-03,,{}
105652,60395,2025-01-24,544000,4,No disponible,544,gajire460@viajes.cl,Talavera de la Reina,Santander,47,1033,136000,Condor Bus,2025-05-04,2025-05-04,,{}
92745,65157,2025-07-11,485000,5,No disponible,485,gepare579@viajes.cl,Rivas-Vaciamadrid,Segovia,32,458,97000,ETN Turistar,2025-09-29,2025-09-29,,{}
115468,55855,2025-10-06,298000,2,No disponible,298,germán9564186@viajes.cl,Santander,Cádiz,31,1240,149000,Alsa,2026-05-29,2026-05-29,,{}
146323,,,,,Disponible,0,goheho609@viajes.cl,Alcobendas,Ponferrada,46,2321,147000,Damas,2025-12-08,,,{}
124339,56418,2026-03-02,285000,1,No disponible,285,gopemo896@viajes.cl,Badajoz,Santa Cruz de Tenerife,55,4172,285000,,2026-04-12,2026-04-14,,{}
88001,62419,2025-07-15,1169000,7,No disponible,1169,guriba604@viajes.cl,Gijón,,34,3499,167000,BoltBus,2025-11-15,2025-11-17,,{}
144830,,,,,Disponible,0,gustavo8952191@viajes.cl,Zamora,Gecho,35,740,177000,,2025-03-26,,,{}
148044,,,,,Disponible,0,gutosa423@viajes.cl,Lugo,Córdoba,51,4309,338000,Southwest Airlines,2025-03-05,2025-08-31,Primera clase,
137396,59792,2025-10-05,816000,6,No disponible,816,heguca871@viajes.cl,Rivas-Vaciamadrid,Mérida,56,3074,136000,Trenitalia,2026-09-21,2026-09-23,,{}
139898,57318,2026-04-23,830000,10,No disponible,830,hernán5508876@viajes.cl,Leganés,Pamplona,49,4109,83000,ADO,2026-08-12,2026-08-14,,{}
97842,65249,2025-01-23,29000,1,No disponible,29,humaca291@viajes.cl,,Parla,45,221,29000,Estrella Roja,2025-02-09,2025-02-09,,{}
129171,61441,2025-01-26,1845000,9,No disponible,1845,incava830@viajes.cl,Salamanca,Inca,21,4017,205000,CFR (Rumania),2025-03-09,2025-03-11,,{}
144623,,,,,Disponible,0,irsico133@viajes.cl,Santiago de Compostela,San Fernando,30,2776,138000,Pullman Bus,2025-08-31,,,{}
132329,63585,2025-04-28,704000,8,No disponible,704,jaime4680549@viajes.cl,Logroño,Pontevedra,,2283,88000,Buses Ahumada,2025-05-01,2025-05-02,,{}
147379,,,,,Disponible,0,jaime9567571@viajes.cl,Parla,Alicante,24,2190,141000,Qatar Airways,2025-11-25,2026-02-24,Primera clase,
99593,66038,2025-12-10,306000,6,No disponible,306,jamaur759@viajes.cl,Alcalá de Henares,Sagunto,40,1677,51000,Avanza,2026-08-24,2026-08-25,,{}
85570,57288,2025-10-02,408000,8,No disponible,408,japame454@viajes.cl,Gecho,Málaga,39,2737,51000,,2026-11-11,2026-11-12,,{}
139362,63068,2025-03-14,940000,10,No disponible,940,javier5533113@viajes.cl,Valdemoro,Alcorcón,93,1440,94000,Nederlandse Sp,2026-04-18,2026-04-19,,{}
113979,63660,2025-04-16,354000,6,No disponible,354,joacto132@viajes.cl,Mataró,León,35,1816,59000,Buses Nilahue,2026-01-20,,,{}
146247,,,,,Disponible,0,joedtémo768@viajes.cl,Torrevieja,Guadalajara,50,4254,121000,Condor Bus,2026-09-15,,,{}
100766,66512,2025-02-04,1197000,7,No disponible,1197,jolucamu889@viajes.cl,,Valdemoro,46,3903,171000,Crucero del Norte,2025-08-16,2025-08-18,,{}
114486,59675,2025-02-24,1410000,10,No disponible,1410,jomaalma170@viajes.cl,Ferrol,El Ejido,95,1349,141000,,2026-06-06,2026-06-06,,{}
121336,65369,2025-05-21,125000,1,No disponible,125,jorge5266606@viajes.cl,Benalmádena,Benalmádena,53,451,125000,Thalys,2025-12-27,2025-12-27,,{}
132489,58135,2025-02-09,1176000,8,No disponible,1176,josé1349818@viajes.cl,Puertollano,Baracaldo,47,3626,147000,,2025-05-03,2025-05-05,,{}
103985,61140,2025-07-10,1160000,8,No disponible,1160,josé7880619@viajes.cl,Palma de Mallorca,Marbella,72,1180,145000,CD (República Checa),2026-04-07,2026-04-07,,{}
108924,64571,2025-09-01,180000,2,No disponible,180,jucénate198@viajes.cl,Toledo,San Sebastián,33,3343,90000,,2025-10-13,2025-10-15,,{}
