panorama_id,nombre,edad
118565,Luis Miguel Caraballo Alcántar,59
118565,Sr. Concepción Cedillo Ledesma,70
118565,Elsa Sierra Vázquez,25
118565,Sr. Gerardo Maya Bustamante,100
118565,Ana Luisa Alvarado Bahena,49
118565,Sra. Clara Alba Collazo,
118566,Sta. Manuela Colunga Ramos,14
118566,Victoria Cedillo Laureano,21
118566,Ricardo Robledo Zamora,80
118566,María José Santillán Garibay,73
118566,Eva Aguayo Tijerina,54
118566,Blanca Perea Sierra,76
118566,Sara Matos Cantú,95
118567,Sara Villalpando Vigil,47
118567,Francisco Muñoz Ledesma,25
118567,Sr. Daniel Sisneros Moreno,41
118567,Emilio Lara Espinosa,101
118567,,75
118567,Ramón Camarillo Estrada,30
118567,Ignacio Gamboa Cantú,19
118570,Juan Navarro Valladares,60
118570,Silvia Velázquez Nava,41
118570,Carlota Acevedo Borrego,96
118570,Lilia Granados Lucio,66
118570,Laura Ponce Ochoa,72
118570,Gregorio Atencio Meraz,61
118570,Pilar Arteaga Ávalos,72
118570,Javier Cavazos Rivero,42
118570,Martín Bustos Arenas,20
118571,María Montemayor Alvarez,26
118571,Soledad Vera Pantoja,108
118571,Gregorio Haro Gil,66
118571,Antonio Avilés Carmona,110
118571,Hernán Alejandro Granados,62
118571,Sta. Silvia Brito Melgar,79
118571,Óscar Madrigal Duran,76
118571,,103
118572,Sr. Cecilia Páez Ruiz,30
118572,Esperanza Grijalva Gálvez,110
118572,Raquel Laureano Marín,
118572,Juan Cerda Treviño,51
118572,Sr. Marcos Pizarro Rosas,45
118572,,72
118572,Felipe Chávez Olivárez,18
118572,Homero Casanova Ávalos,97
118572,Carmen Prieto Tirado,105
118573,Sr. Francisco Prado Escobar,5
128488,,15
118573,Sr. José Emilio Collazo Osorio,34
118573,,108
118573,Vicente Meléndez Vera,
118573,Marco Antonio Cardenas Feliciano,33
118573,Teresa Cervantes Manzanares,
118573,Eva Verdugo Ureña,98
118576,Juan Carlos Ponce Guardado,43
118576,Alejandro Chapa Delacrúz,14
,Carlos Cervántez Madera,
118576,,48
118576,Sra. Natalia Olvera Cortez,27
118576,Mariano Arteaga Villanueva,88
118576,Esteban Jurado Quesada,95
118576,Manuel Salinas Nieves,13
118576,Margarita Sotelo Partida,16
118577,Sergio Escalante Duran,58
118577,Carolina Pizarro Arriaga,33
118577,Benjamín Sandoval Aguirre,81
118577,Rodrigo Parra Ybarra,-40
118577,,
118577,Ariadna Sánchez Caldera,63
118577,Ana Montaño Anaya,68
118577,Sr. Lorena Villanueva Abeyta,10
118577,Gloria Colunga Cavazos,45
118578,Roberto Badillo Almaraz,67
118578,Alejandra González Carbajal,80
118578,Roberto Aguirre Serrano,3
118578,Elena Arredondo Jiménez,13
118578,Sta. Ariadna Delafuente Narváez,11
118578,Sara Oquendo Pineda,94
118578,Juan Carrasco Malave,9
118578,Esteban Alcaraz Corona,17
118579,Sr. Andrés Hidalgo Reyes,43
118579,,3
118579,Ariadna Barrientos Villa,16
118579,Sra. Rosalia Oquendo Mena,88
118579,Daniel Jaramillo Salas,101
118579,Marisol Anaya Leyva,28
118579,Ariadna Osorio Lebrón,54
118579,Yolanda Rivas Quiñónez,
118579,Dolores Meléndez Marroquín,70
118580,Francisca Orellana Piña,83
118580,José Emilio Godoy Perales,38
118580,Sr. Marco Antonio Gallardo Villa,40
118580,Andrés Navarro Grijalva,16
118580,César Vázquez Muñoz,10
118580,Andrea Prieto Delafuente,98
118580,Sta. Luis Miguel Martínez Vásquez,109
118580,María del Carmen Osorio Palomino,60
118586,Benjamín Irizarry Serrano,
118586,Sra. Anita Saucedo Solorio,11
118586,Cristobal Munguía Anaya,
118586,Sta. Micaela Tello Barela,47
118586,Guillermo Garza Armenta,110
118586,Maricarmen Aranda Correa,53
118587,Timoteo Acevedo Gaona,17
118587,Luis Chavarría Gaona,82
118587,Sra. Victoria Rivera Barrios,-45
118587,Sr. Jacobo Solorio Batista,99
118587,Carla Zelaya Escamilla,48
118590,Sra. Enrique Vélez Girón,49
118590,Patricia Araña Madrid,93
118590,,10
118590,Guillermo Saiz Montañez,51
118590,,99
,Susana Acevedo Valles,-82
118590,Horacio Centeno Valentín,66
118591,Sta. Juan Escamilla Blanco,63
118591,Andrea Cazares Blanco,5
118591,Óscar Cintrón Rolón,47
118591,Gustavo Rendón Arriaga,64
118591,Jaime Roque Naranjo,41
118591,Adela Paredes Segovia,
118592,Sr. Rebeca Roldán Samaniego,15
118592,,55
118592,Ana María Briones Jasso,99
118592,Sta. Mateo Escalante Collazo,23
118592,Teresa Alicea Zambrano,-109
118592,Laura Arriaga Vela,80
118592,Cecilia Cuellar Barraza,68
118593,Daniel Sánchez Torres,37
118593,Luz Holguín Armendáriz,
118593,Sra. Débora Águilar Arteaga,95
118593,Vicente Peralta Murillo,77
118593,Eva Alaniz Flórez,
118593,Teodoro Riojas Zepeda,102
118593,Jesús Patiño Rentería,62
118597,Emilia Colunga Santana,27
118597,Sr. Gustavo Sisneros Abrego,87
118597,,105
118597,Lorenzo Ramírez Escamilla,13
118597,Sta. Julia Muñoz Tapia,
118597,Ramona Villaseñor Barrientos,100
118597,,5
118598,Susana Solís Sáenz,25
118598,,74
118598,,17
118598,María Mayorga Pedroza,8
118598,Sta. Clemente Blanco Banda,
118599,,26
118599,Sr. Jacobo Villalpando Agosto,106
118599,Alfredo Alejandro Zaragoza,38
118599,Anita de Anda Echevarría,37
118599,Sta. Pedro Pelayo Cervantes,-99
118599,Carla Rubio Cruz,6
118599,Julio Guardado Limón,83
118600,Gonzalo Escobedo Reyes,9
118600,Luz Reynoso Madrigal,100
118600,Graciela Lugo Guerrero,-51
118600,Sr. Andrea Benítez Mireles,23
118600,María Cristina Tamez Venegas,18
118600,Diego Fonseca Girón,83
118600,Gonzalo Iglesias Amaya,47
118601,Concepción Jimínez Muro,60
118601,Sta. Susana Tejada Lebrón,14
118601,Emilia Montoya Casárez,72
118601,Maricarmen Nieto Jaramillo,22
118601,Inés Delao Jáquez,79
118601,Germán Olivera Franco,65
118601,Lilia Sanches Lemus,47
118604,Gabriela Cortez Meraz,34
118604,María Eugenia Laboy Castellanos,43
118604,Gerardo Cano Alarcón,4
118604,Raúl Haro Rodríguez,-99
118605,Reina Alaniz Lomeli,96
118605,Germán Perales Angulo,109
118605,Sr. Agustín Cabrera Vargas,64
118605,Samuel Alarcón Santiago,69
118605,María Soledad Romo Sandoval,75
118605,Natalia Alfaro Salazar,73
118606,Santiago Zepeda Pedroza,67
118606,,43
118606,,61
128488,,4
118606,Timoteo Armas Bonilla,57
118607,Alberto Hurtado Ríos,98
118607,Sta. Marco Antonio Pantoja Valencia,70
118607,Marcela Casas Roldán,74
118607,Sra. Ana Luisa Sotelo Caraballo,80
118607,Octavio Segovia Padilla,47
118607,Luis Bonilla Lemus,16
118609,Sta. Ernesto Calderón Vigil,83
118609,,55
118609,Nicolás Valle Aguayo,9
118609,,67
118609,Sta. Jorge Luis Palomo Riojas,
,Pablo Quezada Magaña,-99
118614,Carlos Curiel Roque,104
118614,Sra. Sancho Hidalgo Miranda,75
118614,Juan Carlos Castro Nazario,8
118614,,20
118614,,21
118615,Marcela Ramírez Treviño,61
118615,,96
118615,Fernando Sarabia Delvalle,4
118615,José María Sandoval Marín,37
118615,Francisca Narváez Caballero,71
118615,Daniela Carrasquillo Matías,92
118618,Sr. Clara Vázquez Delapaz,
118618,,83
118618,,-69
118619,Sra. José María Meza Munguía,64
118619,Alejandro Pabón Esparza,57
118619,Silvia López Meraz,88
118619,José María Urías Cabrera,27
118619,Eloisa Chacón Cabrera,
118619,Claudia Rico Acosta,81
118620,,18
118620,Ramiro Soria Cintrón,59
118620,Lucas Montes Longoria,97
118620,Cristina Feliciano Guerra,51
118620,Cristobal Vega Meraz,91
118621,Débora Solorzano Macías,-86
118621,,31
118623,Timoteo Delacrúz Elizondo,77
118623,Jaime Valle Alejandro,
118623,,64
118623,Mario Alcala Varela,85
118623,María Soledad Deleón Mojica,
118623,Maricarmen Barrera Tijerina,
118627,Claudio Contreras Hernandes,12
118627,,50
118627,Mariana Sandoval Nazario,40
118627,Carlos Baeza Valverde,70
118627,Sr. Vicente Lira Serrano,
118627,Joaquín Cervantes Tapia,54
118627,Vicente Cornejo Castañeda,26
118629,Alejandro Yáñez Mendoza,-22
118629,María Eugenia Lebrón Razo,6
118629,Maricarmen Ybarra Delao,10
118629,Mariana Prieto Aponte,28
118629,Ester Ulibarri Lozada,79
118629,Conchita Alba Corona,35
118629,Guillermo Gutiérrez Pabón,18
118631,,99
118635,,43
118638,David Sepúlveda Muñoz,
118644,Cristina Sanabria Cardona,18
,Elisa Girón Atencio,
118649,Micaela Alcala Laureano,46
118649,Sra. Eloisa Caldera Gil,87
118649,Elsa Tirado Manzanares,35
118649,Jesús Lara Quesada,36
118649,Jorge Luis Gaona Vanegas,29
118650,Gabriel Avilés Gil,35
118650,Sr. Martín Guillen Abreu,63
118650,Jaime Paz Trejo,10
118650,Lola Muñiz Rojo,3
118650,David Barreto Bétancourt,72
118650,Rubén Calderón Loya,62
118656,Marcela Urrutia Orozco,14
118656,Sr. Alejandra Fuentes Carrera,39
118656,Horacio León Malave,100
118656,Sr. César Dávila Nieves,72
118656,María del Carmen Tello Segura,45
118656,Sr. Claudio Guardado Tapia,11
118656,Isabel Salcedo Lucio,37
118656,Ramiro Calvillo Lomeli,76
118656,,23
118656,Lourdes Vargas Barreto,70
118657,Dolores Acuña Mondragón,-20
118658,José Eduardo Rodrígez García,53
118658,Manuel Candelaria Marrero,30
118658,Luis Miguel Zavala Ríos,64
118658,Ricardo Espinal Ramírez,4
118658,Roberto Carranza Balderas,108
118658,Sr. Teodoro Jimínez Partida,80
118658,Bernardo Sarabia Saiz,25
118658,Ramón Baeza Blanco,101
118658,Sra. Cristobal Quesada Suárez,101
118658,Ariadna Benavides Salinas,88
118659,Manuela Cervántez Heredia,17
118659,Germán Urías Ramírez,60
118659,Jorge Carmona Anaya,83
118659,Gloria Longoria Candelaria,32
118659,Pedro Cano Romo,99
118659,,10
118659,Sonia Domínguez Muñoz,59
118659,Andrea Cervantes Arevalo,83
118659,Javier Ordóñez Acosta,
118660,,100
118660,Carlota Pulido Domínguez,14
118660,Esperanza Esquibel Gil,94
118660,Sara Pizarro Trujillo,50
118660,Gregorio Cruz Galván,69
118660,Marilu Araña Cervantes,57
118660,Adela Díaz Acosta,40
118660,Esperanza Espino Cavazos,46
118660,David Godoy Otero,65
118660,José Emilio Cardenas Alvarez,92
118666,Hugo Ruiz Reyna,46
118669,Enrique Tórrez Sosa,85
118674,Sancho Valdez Martínez,26
118674,María Soledad Delrío Terán,44
118674,Horacio Carrion Farías,87
118674,José Emilio Salcido Palacios,83
118674,,32
118674,Sr. Alejandra Limón Sáenz,45
118675,Gabriela Cortés Aponte,
118675,Sta. Armando Tamayo Villagómez,-92
118675,,91
,Sr. Armando Acevedo Espinoza,
118675,Adela Parra Longoria,88
118675,María Soledad Arce Soria,87
118676,Sta. Enrique Beltrán Tejada,107
118676,María Vigil Roybal,107
118676,Sancho Padilla Santiago,29
118676,Leticia Bravo Hernández,92
118676,Marcos Chacón Mota,47
118676,Sta. Leonor Vega Castro,23
118677,Sr. Armando Segovia Ortega,28
118677,María José Estrada Lira,70
118677,Margarita Naranjo Galván,74
118677,Sra. Ramón Benavídez Reséndez,37
118677,Sta. Esteban Rodrígez Mendoza,82
118678,Sra. Agustín Fernández Archuleta,7
118678,Alfonso Figueroa Jaime,84
118678,Olivia Maestas Mercado,41
118678,Antonio Negrete Fonseca,89
118678,Amalia Delrío Oquendo,67
118681,Sr. Mayte Córdova Beltrán,82
118681,Ramona Esparza Rendón,46
118681,Sra. Federico Ávalos Pelayo,74
118681,Sta. Lucia Fonseca Rubio,67
118681,Margarita Narváez Acosta,-52
118681,Jorge Borrego Carreón,-69
118681,Alicia Tirado Benavídez,88
118681,Lorenzo Cepeda Varela,16
118681,Raúl Mata Vargas,58
118682,Octavio Luna Ybarra,-61
118692,Sr. Lucas Robledo Salazar,62
118692,Rodrigo Alejandro Carrasquillo,-50
118692,Germán Almaraz Beltrán,11
118692,Gabriel Nieves Aranda,37
118692,Reina Quesada Bustamante,66
118692,Emilio Quezada Corona,56
118692,Jacobo Montañez Montenegro,110
118693,Maricarmen Arroyo Galindo,66
118693,Lucia Luna Mota,25
118693,Eva Guzmán Meraz,51
118693,Andrés Soto Muñoz,82
118693,Clara Zayas Gamboa,91
118693,Alicia Soto Olmos,94
118694,Andrea Verduzco Archuleta,81
118694,Isabel Rivera Jaime,49
118694,Sr. Ricardo Tejada Rodarte,
118694,Elisa Salgado Ochoa,9
118694,,76
118694,José María Uribe Olivárez,99
118694,Juan Heredia Jáquez,5
118695,Horacio Canales Jiménez,-11
118695,,66
118699,Ana María Quintana Concepción,27
118699,María Luisa Gollum Cortez,83
118699,Sr. Elvira Sanches Leyva,8
118699,José Luis Puga Varela,108
118699,Inés Collado Valle,-60
118699,Sra. Samuel Lozano Carreón,82
118699,,68
118699,Sr. Ricardo Saiz Terán,
118699,Gustavo Jiménez Frías,
118699,Bernardo Bernal Ortiz,107
118700,Sta. Gerardo Márquez Saldaña,-55
118701,Jorge Luis Marín Amador,65
118701,Rosalia Águilar Cruz,76
118701,Mónica Leyva Galindo,93
118701,Alicia Corona Regalado,108
118701,Antonio Duarte Escalante,4
118701,Agustín Rojas Feliciano,17
118701,Graciela Tapia Alaniz,48
118701,Ana Delatorre Rojas,23
118701,Sra. Ester Avilés Zelaya,73
118702,,31
118702,María Luisa Cano Lira,-73
118707,José Eduardo Arguello Rodríquez,40
118707,Sara Díaz Ávila,70
118707,Sra. Lucas Deleón Duarte,13
118718,Cristian Cano Padrón,56
118718,Sra. Gloria Madera Matos,97
,,
118718,Sta. Adán Orozco Osorio,7
118718,Catalina Guerrero Carreón,51
118718,Sr. Ana María Hernández Almaraz,110
118718,Sonia Perea Valverde,21
118718,Sta. Cristian Salcido Chavarría,91
118718,Manuel Salinas Fuentes,74
118718,Andrea Adame Villegas,102
118719,Felipe Arce Trejo,-22
118719,,99
118720,Carla Delrío Trujillo,48
118720,Jesús Briseño Ozuna,91
118720,María Luisa Niño Irizarry,45
118720,Rafael Carrera Araña,16
118720,Leticia Chacón Prado,12
118720,Benito Valencia Enríquez,13
118720,Pedro Limón Mascareñas,73
118720,,14
118720,Andrés Laureano Jaime,34
118720,,44
118721,Sr. Dorotea Alvarado Farías,16
118721,Lorena Vigil Sarabia,97
118721,Sra. Sofia Zaragoza Mercado,-89
118721,Maricarmen Tejeda Botello,109
118721,Gerardo Orosco Olivas,90
118721,Gregorio Roldán Mondragón,75
118721,Sr. Rocio Carrion Palomino,94
118721,Andrés Orta Henríquez,37
118721,Sta. Elsa Vera Marín,72
118721,Sta. Lucia Jurado de Anda,
118722,Sr. Mónica Ontiveros Lara,77
118722,Daniela Riojas Figueroa,105
118722,Pilar Díaz Sandoval,50
118722,Gilberto Carranza Monroy,26
118722,Sra. Elvira Holguín Tijerina,92
118722,Silvia Vázquez Garrido,80
118722,Joaquín Colunga Magaña,96
118722,Sr. Jesús Ontiveros Tafoya,59
118722,Enrique Rosado Grijalva,25
118726,Samuel Bañuelos Treviño,-103
118726,José María Vallejo Limón,
,,93
118727,,49
118728,Rodrigo Corrales Solorio,
118728,Octavio Medrano Alarcón,59
118728,Arturo Salazar Rosas,30
118728,Antonio Villarreal Gaytán,53
118728,Carolina Montaño Padrón,48
118728,Clara Tejada Valenzuela,57
118728,María Luisa Acuña Corral,79
118728,Patricia Palomino Villanueva,3
118729,,33
118729,,90
118732,Andrés Perales Hernández,
118736,Sr. Clara Ramírez Bonilla,68
118737,Patricia Mares Carrasco,-77
118745,,
118746,Sta. Gabriela Nájera Banda,56
,Natalia Tejada Maldonado,
118746,Lilia Villalobos Menchaca,80
118748,Sta. Alberto Hernández Huerta,
118751,Sra. Alfredo Cordero Ordóñez,31
118751,Juan Ibarra Olivares,82
,,56
118751,Mariana Venegas Posada,42
118753,Sr. Mario Mares Polanco,97
118753,Clemente de Anda Pérez,68
118753,Dorotea Pedraza Badillo,67
118753,Miguel Ángel Zarate Anaya,61
118754,Sra. Elsa Holguín Puente,-92
118754,Fernando Aguirre Montenegro,73
118754,Adela Moreno Granado,104
118754,Cecilia Nieves Alonzo,33
,,
,,
118755,Sr. Alfredo Aranda Bañuelos,107
118755,,4
118756,Ana Luisa Vélez Montalvo,59
118756,Rocio Rodrígez Casas,103
118756,Ester Santacruz Montenegro,-42
118759,Luis Miguel Garza Miramontes,52
118759,Ignacio Tijerina Fonseca,61
118759,Timoteo Rael Leiva,50
118759,Luis Miguel Maya Barragán,12
118760,Manuel Villegas Puga,23
118760,Agustín Baca Matías,84
118760,,37
118760,,23
118762,,12
,,22
118773,Ester Soria Menchaca,80
118773,Emilia Sisneros Vergara,14
118773,,16
118773,Lola Gonzales Santacruz,66
118773,Pilar Reséndez Vallejo,72
118773,Cecilia Arias Matos,78
118773,Carlos Méndez Crespo,60
118774,José Jiménez Nava,
118774,Rosalia Sánchez Tovar,59
118774,Rebeca Palacios González,52
118774,Esteban Flórez Matos,110
118774,Rosalia Treviño Garza,36
118774,Clemente Terán Alfaro,64
118775,Sr. José Olivera Grijalva,71
118775,Patricio Anguiano González,49
118775,Sr. Ariadna Vanegas Zamora,26
,,81
118775,Virginia Olivera Oquendo,45
118775,Julia Tejeda Quintana,19
118775,Sr. Marcela Leal Cabrera,5
118777,Soledad Cervantes Godoy,18
118777,Reina Lerma Velázquez,
118777,Lorenzo Gallardo Vélez,-44
118777,Sta. Rosa Espinoza Rincón,71
118777,Francisco Rojas Navarro,68
118777,Tomás Gutiérrez Tovar,
118777,Sra. Jaime Delao Girón,45
118780,Ana Arredondo Madera,19
118780,Sr. Julia Alanis Lebrón,78
118780,José Eduardo Zepeda Escobar,23
118780,Sr. Víctor Vera Lucio,-89
118780,Carla Preciado Partida,8
118780,Francisca León Cruz,6
118783,Cristian Zaragoza Fuentes,11
118783,Sr. Armando Olmos Arriaga,24
118783,Ariadna Suárez Bétancourt,72
118783,Alejandro Malave Mendoza,74
118783,Óscar Guardado Aponte,12
118783,Sta. Gabriel Montero Salas,78
118783,Susana Palomo Ruiz,
118783,Miguel Ángel Castillo Guerrero,49
118783,Francisca Medina Alva,-95
118784,Enrique Casanova Araña,101
118784,David Prado Rivero,96
118784,Elvira Nájera Garay,3
118784,,101
118784,Micaela Méndez Lebrón,59
118784,Ramón Mondragón Garica,20
118784,Sr. Adriana Juárez Casanova,16
118784,Martín Sarabia Malave,70
118784,Sta. Anita Lozano Fernández,46
118784,Homero Zavala Jiménez,84
118785,Raquel Cisneros Villa,101
118785,Óscar Carreón Luna,87
118785,Javier Frías Altamirano,30
118785,Sr. Margarita Santacruz Ponce,58
118785,,
118785,Elena Cepeda Colón,37
118785,Armando Montañez Galarza,11
118785,Sra. Guillermina Bustamante Mares,59
118785,Sr. Gloria Villagómez Delatorre,93
118785,Gilberto Mares Dueñas,83
118786,Lorenzo Duran Roybal,50
118786,,106
118786,Cecilia Avilés Rodríquez,84
118786,Sta. Yolanda Castañeda Niño,77
118786,Patricia Pagan Arevalo,81
118786,Mateo Quiroz Porras,65
118786,Alfredo Noriega Matos,7
118786,Sta. Enrique Pedraza Barraza,28
118786,Octavio Acevedo Tijerina,34
118786,Sr. Andrés Segovia Solorio,66
118787,Sr. Esteban Covarrubias Lemus,32
118787,Sta. Mariano Gómez Alfaro,98
118787,Juan Carlos Madrigal Paredes,95
118787,Sra. María José Valladares Montaño,
118787,Clemente Zamora Araña,63
118787,Margarita Lemus Alarcón,39
118787,Sr. Daniela Avilés Ferrer,-42
118787,Andrea Regalado Ponce,31
118787,Ricardo Osorio Arias,70
118787,María Eugenia Duarte Ulibarri,81
118788,,106
118788,Sra. Teodoro Galindo Loera,18
118788,Agustín Carrero Uribe,17
118788,Guadalupe Zamora Delarosa,68
118788,Ariadna Hernández Camarillo,9
118788,Caridad Sosa Jaramillo,29
118788,Pilar Saldivar Cardenas,90
118788,Eduardo Arce Bueno,41
118795,Jesús Martínez Girón,84
118798,Pilar Molina Longoria,91
118798,Débora Palomo Negrón,45
118798,Sta. María Cristina Espinal Rendón,91
118798,Horacio Alicea Alaniz,82
118798,Marisol Aguayo Valdivia,37
118801,Sra. Rafael Esquibel Prado,72
118801,Sr. Lilia Jaimes Verdugo,39
118801,Leticia Alfaro Esparza,104
118801,Teodoro Acuña Farías,25
118801,Sta. José Emilio Noriega Piña,11
118802,Sara Rosario Benavides,98
118802,,77
118802,,84
118802,Gloria Gastélum Covarrubias,58
118802,Elsa Santacruz Fernández,39
118803,Teodoro Villalpando Rincón,105
118803,María Castro Sáenz,6
129241,,43
118803,Dolores Córdova Farías,4
118803,José María Prado Sarabia,46
118803,Sr. Rafael Puente Dueñas,78
118807,María Soledad Macías Sevilla,-90
118807,Alberto Regalado Madrid,
118808,Horacio Martínez Serrato,107
118808,Marisol Contreras Ramos,23
118808,,107
118808,Natalia Gallardo Aguilera,31
118813,Pablo Maestas Girón,25
118813,Sr. Clemente Soliz Apodaca,73
118814,Ricardo Perales Salinas,
118814,Andrea Pedraza Borrego,6
118818,Sra. Nicolás Navarrete Briseño,
118819,Daniel Alcántar Otero,21
118819,Elena Alonso Barajas,68
118820,Sr. Alfredo Véliz Cuellar,
118820,Sra. Benjamín Tijerina Velázquez,3
118821,Luisa Carrera Terán,26
118821,Sta. Arturo Peralta Rivas,9
118829,Ramón Sisneros Alaniz,19
118832,Cristian Tamayo Griego,17
118837,Silvia Rentería Serna,57
118840,Felipe Puente Manzanares,62
118845,Alfredo Urías Espinosa,4
118845,Clemente Estévez Quesada,49
118846,Mónica Abreu Saldaña,64
118847,Sr. Ramón Tello Correa,8
118847,José Eduardo Padilla Valdés,79
118848,José Eduardo Jiménez Macías,40
118848,Adela Barrera Alva,48
118849,Mayte Villalpando Miranda,94
118849,Rosa Díaz Aguilera,88
118850,Víctor Miramontes Benavides,91
118850,Sra. Víctor Garica Curiel,83
118860,Sta. Ariadna Ceja Balderas,21
118860,Rosa Armenta Rosas,87
118860,Luz Amaya Sánchez,19
118861,Antonio Nájera Meraz,76
118861,Armando Briones Chapa,14
118861,Benito Mojica Duran,108
118862,Bernardo Alcaraz Valverde,-23
118862,Conchita Meléndez Rojas,66
118862,María Cano Narváez,6
118863,Julia Contreras León,24
118863,Verónica López Cortés,103
118863,,103
118870,,79
118871,Arturo Delacrúz Santana,90
118871,Germán Orta Olivares,101
118871,Sta. Ramón Salgado Esquibel,9
118871,Sra. Adriana Sierra Vallejo,63
118871,Sr. María Elena Negrón Preciado,21
118871,Emilia Enríquez Nieto,-73
118871,Sr. Rubén Domínquez Chapa,77
118871,,-16
118872,Emilio Meléndez Valdez,25
118872,Agustín Zayas Sisneros,71
118872,Gerardo Venegas Ulibarri,106
118872,Gustavo Sarabia Palacios,29
118872,Diego Olmos Castellanos,47
118872,Gustavo Ocasio Anaya,84
118872,Estela Hernández Tovar,76
118872,Fernando de Jesús Sanabria,35
118872,Julio César Linares Rascón,26
118872,Sra. Vicente Ulibarri Espinal,-89
118875,Carmen Ocampo Quiñónez,38
118875,Samuel Collado Roybal,67
118875,Sr. José Luis Galván Camarillo,98
118875,,34
118875,María Soledad Muñiz Sedillo,9
118875,Ester Bernal Vega,17
118875,Sara Quiñones Aranda,
118875,Sra. Pablo Rolón Zapata,109
118876,Sta. Elvira Borrego Carreón,51
118876,Adán Caballero Benítez,96
118876,Sr. Sara Carreón Baca,16
118876,Emilia Balderas Ochoa,93
118876,Sta. Elvira Vallejo Godoy,60
118876,,19
118876,Sra. Marcela Gollum Lucero,24
118876,Gonzalo Galván Ornelas,18
118877,Elena Rosado Pérez,18
118877,Andrea Lucio Solorio,17
118877,Elsa Nevárez Soto,51
118877,Sr. Ignacio Rentería Menchaca,29
118877,Yolanda Muro Montes,68
118877,Mariana Arriaga Montoya,71
118877,Amalia Garza Monroy,-29
,Margarita Téllez Ferrer,
118878,Gloria Garrido Rivero,27
118878,,73
118878,Sta. Leticia Mayorga Vásquez,
118878,Emilio Parra Olivera,68
118878,Ricardo Mares Jiménez,14
118878,Miguel Nevárez Puente,25
118878,Lucia Jáquez Villagómez,-94
118878,Sra. Bernardo Roybal Henríquez,110
118882,Raúl Ávalos Godoy,102
118882,Margarita Leal Castañeda,26
118882,Alejandro Saiz Madrid,63
118890,Lorena Peres Pelayo,76
118890,Ramón Valles Urrutia,55
118890,,83
118890,Sta. Mariano López Ríos,52
118890,Virginia Sauceda Tapia,73
118890,Yolanda Manzanares Vela,93
118890,Fernando Verdugo Valdivia,100
118890,Rodrigo Menchaca Palomino,56
118890,Sr. Rosalia Delao Garrido,88
118891,Rodrigo Chávez Collazo,10
118891,Lorenzo Quiñones Cruz,87
118891,Sra. Amalia Santiago Lucio,7
118891,María Teresa Guerra Altamirano,105
118891,Lilia Cardenas Rivera,38
118891,Ana Luisa Palacios Curiel,13
118891,Sta. Diana Rodríquez Amaya,62
118891,Luis Miguel Figueroa Perales,26
118892,Sr. Agustín Villanueva Otero,21
118892,Yolanda Altamirano Villarreal,105
118892,Raúl Uribe Laureano,60
118892,María José Arce Quintana,44
118892,Graciela Romero Banda,88
118892,Florencia Cerda Carrion,88
118892,Gregorio Mireles Lucio,15
118892,Pedro Malave Castro,94
118892,Raúl Ureña Báez,106
118893,,70
118893,Sr. Luis Miguel Zambrano Morales,107
118893,,48
118893,Ana Luisa Galván Granados,76
129241,,31
118893,María Cristina Ramón Vélez,97
118893,Rebeca Valladares Caraballo,29
118893,Mateo Aguilera Mondragón,42
118893,Germán Sandoval Meléndez,23
118893,Elena Ruelas Aranda,37
118896,Gonzalo Lira Mateo,
118898,Nicolás Lerma Altamirano,-35
118898,Sta. Elsa Huerta Chacón,9
118898,Margarita Ybarra Rendón,
118898,Sta. Adán Suárez Rodarte,66
118898,Sr. Pilar Noriega Lomeli,76
118898,Raquel Linares Arteaga,55
118898,Martín Rael Riojas,-17
118901,Victoria Perea Tapia,102
118901,Mónica Lucero Melgar,26
118901,Teodoro Tello Aguirre,16
118901,Leonor Méndez Santana,46
118901,Jesús Zepeda Montalvo,110
118901,Leonor Carrasco Ulloa,56
118901,Sr. Benito de Jesús Barela,100
118903,Luisa Espinosa Pelayo,43
118903,Sra. Soledad Lovato Gallegos,88
118903,Sr. Gilberto Madrid Urbina,
118903,María Eugenia Quiñones Niño,101
118903,Lourdes Báez Terrazas,52
118903,Sta. Raquel Pedraza Olivas,60
118903,Pablo Bustamante Quezada,103
118904,Virginia Flores Fierro,5
118904,José María Villegas Hernández,
118904,Sra. Martín Salcido Leyva,18
118904,Sta. Martín Cortez Santiago,87
118904,Marco Antonio Aponte Martínez,50
118909,Fernando Moreno Angulo,
118909,Amalia Olivárez Terrazas,
118910,Graciela Calvillo Cotto,19
118910,Patricia Sotelo Zavala,109
118910,María Soledad Meléndez Marín,89
118910,Sra. Lilia Barela Delacrúz,81
118910,Anita Delgadillo Quezada,37
118910,Juana Lebrón Estrada,
,,
118910,Sr. Beatriz Venegas García,92
118910,Alejandro Escamilla Vigil,79
118910,Santiago Gallegos Montañez,25
118911,Teodoro Rael Carbajal,28
118911,Rebeca Carrillo Perales,52
118911,Cristobal Samaniego Negrón,44
118911,,90
,Mateo Malave Barragán,-57
118911,Raquel Abreu Borrego,20
118911,,95
118911,Sonia Linares Soto,91
118911,Cristian Zelaya Bonilla,24
118912,Claudia Menéndez Leiva,38
118912,Rodrigo Mercado Linares,37
118912,Lucas Nieves Zambrano,58
118912,Elsa Casanova Urías,74
118912,Octavio Salgado Zarate,11
118912,Andrés Tijerina Tejada,62
118912,Sra. Claudio Valverde Razo,89
118912,Sr. Germán Salgado Olivera,50
